% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.317810119e+02 +4.317810119e+02 +5.556110119e+02 +5.556110119e+02 +3.5928e-01 +5.9476e-01 +4.4043e-01 -1.3081e-02 +2.8168e-01 -3.1896e-01 +2.1840e-01 +8.1260e-01 -3.1656e-01 -2.5817e-01 -6.8495e-01 +6.4531e-02 -5.5979e-01 -4.7086e-02 -2.2987e-01 -1.3785e-01 -2.6959e-01 +5.9960e-01 +1.8455e-01 -5.3555e-01
4 +3.717970187e+02 +3.717970187e+02 +4.956270187e+02 +4.956270187e+02 +2.0071e-02 -5.3715e-01 +4.1180e-01 -1.0516e-01 -4.7816e-01 -1.1663e-02 -3.7179e-02 +4.2571e-01 +2.9180e-01 -1.7056e-01 -2.0683e-01 -7.9770e-03 -2.2246e-01 +8.3716e-02 -5.0973e-01 +4.9019e-01 -2.2238e-01 -1.3808e-01 +4.6365e-01 -3.6319e-01
35 +2.065298451e+02 +2.065298451e+02 +3.303598451e+02 +3.303598451e+02 +1.4922e-01 -8.4347e-01 +4.7391e-01 +2.7714e-01 -6.0251e-01 +4.4387e-01 +4.4435e-01 -3.0935e-02 -1.3917e-01 -3.1189e-01 +1.5103e-01 +9.5841e-02 +5.8052e-01 -4.8590e-01 +5.6913e-01 +2.0538e-02 -5.5035e-01 +2.9861e-01 -6.2702e-01 -2.5159e-01
% function evaluation | noise-free fitness - Fopt (4.751000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.815696114e+02 +6.815696114e+02 +7.290796114e+02 +7.290796114e+02 -6.5584e-02 -2.1009e-01 +3.2806e-01 +4.0628e-01 -3.2142e-01 -1.0271e-01 +3.9508e-02 +1.3719e-02 -6.4802e-01 +2.2351e-01 -6.5776e-02 +2.9547e-01 +2.2127e-01 -1.1118e-01 -1.1055e-01 -1.8222e-03 -6.3263e-01 +8.4540e-01 -6.4781e-01 -6.9798e-01
4 +5.571890730e+02 +5.571890730e+02 +6.046990730e+02 +6.046990730e+02 -1.4095e-01 +4.0408e-01 +6.8366e-01 -1.6806e-01 -3.2728e-02 +5.1049e-02 +1.3822e-01 +2.1815e-01 -4.9792e-01 +1.6446e-01 -2.8676e-01 -7.5191e-01 +1.3781e-01 -2.4169e-01 -9.6652e-02 -2.8990e-01 +2.0465e-01 +1.6291e-02 -4.1937e-02 -7.7398e-02
16 +3.531761817e+02 +3.531761817e+02 +4.006861817e+02 +4.006861817e+02 -2.3452e-01 -5.8705e-01 -1.2807e-02 -2.0931e-01 -2.1928e-01 +1.5578e-01 -5.2721e-01 +2.7035e-01 +1.8711e-01 -3.5881e-01 -7.3734e-02 +1.0564e-01 -2.5486e-01 +9.3266e-02 -5.9423e-02 +5.9366e-01 +8.0077e-02 +1.3354e-01 +3.4113e-01 +9.0260e-02
75 +2.248837994e+02 +2.248837994e+02 +2.723937994e+02 +2.723937994e+02 +1.7566e-01 -2.2899e-01 +6.5314e-01 +6.0812e-02 +3.4428e-01 -4.8328e-01 +3.5680e-01 -2.8719e-01 -8.2036e-02 -3.9632e-01 +2.1753e-01 +1.1253e-01 +4.4867e-01 -1.6043e-02 +1.5489e-01 +5.2473e-02 -2.3533e-01 +2.2646e-01 -2.8129e-01 -6.1458e-01
% function evaluation | noise-free fitness - Fopt (5.534000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.243342857e+02 +6.243342857e+02 +6.796742857e+02 +6.796742857e+02 -2.1102e-01 -3.8103e-01 +4.7213e-01 -3.6730e-01 +2.3830e-01 +6.4903e-02 -5.1947e-01 -8.3506e-01 -2.4689e-01 -3.7038e-02 +6.3218e-01 -9.5212e-02 -5.5281e-02 -7.4836e-01 +3.1762e-02 -8.7480e-01 +5.7871e-01 -1.7912e-01 +1.6292e-01 -4.9575e-01
