% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.886862807e+02 +9.886862807e+02 +5.265962807e+02 +5.265962807e+02 -1.6876e-02 -3.7582e-01 -4.4404e-01 -4.8256e-02 +1.3925e-01 +1.7787e-01 +3.0658e-01 +5.2281e-01 +3.3052e-01 +7.9856e-02 -3.5118e-01 -8.0184e-01 +1.8195e-01 +3.4793e-01 +1.0483e-01 +9.6817e-02 -3.0298e-01 -8.4472e-02 +3.6038e-01 -1.4888e-02
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.877619811e+02 +8.877619811e+02 +9.654219811e+02 +9.654219811e+02 -1.9245e-01 -8.6173e-02 -6.1373e-01 +3.6512e-01 +3.5617e-01 -7.1306e-01 -2.7668e-01 -3.6015e-01 +4.2422e-01 +4.3468e-01 -8.3979e-01 -5.2437e-01 +1.2777e-01 +8.0372e-01 +1.5803e-01 +1.3152e-01 -2.2869e-01 +4.2698e-01 -9.3593e-02 -5.7836e-01
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.749095775e+02 +8.749095775e+02 +9.905895775e+02 +9.905895775e+02 -6.7167e-01 -1.7513e-01 +2.3499e-01 +8.1194e-02 -7.7216e-01 +5.7144e-01 +6.0029e-01 +2.5081e-01 -4.7019e-01 +6.8037e-01 +1.4335e-01 -5.2021e-01 +4.1973e-01 -6.8516e-01 -1.0741e-01 +1.1333e-01 +2.6598e-01 -2.7255e-01 -4.7004e-02 +5.3311e-01
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.949681879e+02 +9.949681879e+02 +9.912581879e+02 +9.912581879e+02 -7.8240e-01 +4.9104e-01 -5.5043e-02 +7.5825e-01 +7.1496e-01 +8.1592e-01 -2.8657e-02 -3.6611e-01 +5.4914e-01 +1.4503e-01 +7.5962e-03 -1.7216e-01 -5.4257e-01 -5.4008e-01 -1.5696e-01 +4.3671e-01 +4.4517e-01 -2.7052e-01 +1.0587e-02 -1.3904e-02
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.549273820e+02 +7.549273820e+02 +8.871073820e+02 +8.871073820e+02 +2.8935e-01 -5.7946e-01 -2.2751e-01 +1.0660e-01 -3.3056e-02 +4.9431e-01 -4.7065e-01 -7.5198e-01 +1.0962e-01 -2.4327e-01 +4.6066e-01 -9.6397e-02 +5.3939e-02 -4.7865e-01 +3.4795e-01 +3.4853e-01 -1.1964e-01 -2.9945e-01 -8.7217e-01 +2.1729e-01
2 +5.954731453e+02 +5.954731453e+02 +7.276531453e+02 +7.276531453e+02 +4.0961e-01 +1.2932e-01 -1.0951e-01 -3.2306e-01 +6.8426e-02 +1.0964e-01 -2.4279e-01 +1.0987e-01 +7.6094e-01 -1.3518e-01 +4.0359e-01 -4.2456e-01 -5.2486e-01 -5.1158e-02 -2.9745e-01 -1.7475e-01 -3.7282e-01 +2.3908e-01 +2.9351e-01 +1.1211e-01
