% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.700592782e+02 +2.700592782e+02 +2.531192782e+02 +2.531192782e+02 -9.0597e-02 +3.1050e-01 -3.5275e-01 -1.5681e-01 -1.4747e-01 -1.4696e-01 -1.0725e-01 +8.3469e-02 +6.3868e-03 +4.5192e-01 -2.7002e-01 +7.0755e-01 -1.9480e-02 +6.4824e-02 -5.2856e-01 -3.4055e-01 +1.6411e-01 +7.1375e-02 +2.3032e-01 +3.0833e-01
2 +1.323093253e+02 +1.323093253e+02 +1.153693253e+02 +1.153693253e+02 -1.5230e-01 +1.7521e-01 -1.2631e-01 -2.3827e-01 +3.6343e-02 -2.0093e-01 +6.9316e-02 +1.3584e-01 -1.7641e-01 -1.6699e-01 +1.4823e-02 +9.2477e-01 -7.1841e-01 -5.7174e-01 +3.4249e-01 +3.0780e-01 -4.3674e-01 -1.8965e-03 +5.1862e-01 -2.6107e-01
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.581536362e+01 +7.581536362e+01 +9.462536362e+01 +9.462536362e+01 -6.7083e-01 -7.9794e-01 -6.9875e-02 +6.9110e-03 +2.4604e-01 +5.2113e-01 +2.0844e-01 -3.4156e-01 -7.3371e-01 -3.5160e-01 -2.2745e-01 -2.8031e-01 -4.6334e-01 -7.9351e-01 +3.2874e-01 +2.5048e-01 +8.2327e-02 -3.9293e-01 +2.5351e-01 +1.5036e-01
3 +6.295361010e+01 +6.295361010e+01 +8.176361010e+01 +8.176361010e+01 -4.3643e-01 +5.7824e-01 -7.0566e-01 +9.7911e-01 -3.8293e-01 +1.6862e-01 -1.1640e-01 -2.1053e-01 -5.2644e-01 -4.6369e-01 -1.5085e-01 +1.2422e-01 +2.8542e-01 +5.8893e-01 +1.1784e-01 +7.8784e-01 -1.5918e-01 +3.3762e-01 +6.3305e-01 +3.4202e-01
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.971692452e+02 +1.971692452e+02 +4.703192452e+02 +4.703192452e+02 +3.3909e-01 +2.4628e-01 -5.6957e-02 -3.8721e-01 +7.7336e-03 +4.0753e-01 -3.7507e-01 +1.5334e-02 +4.2836e-01 -1.8147e-01 +2.0887e-01 +6.4704e-01 -1.4081e-01 +1.3406e-02 +2.5253e-01 -2.8231e-01 -6.9221e-01 +4.3027e-01 -1.0765e-01 -3.6591e-01
4 +1.246816603e+02 +1.246816603e+02 +3.978316603e+02 +3.978316603e+02 -5.1337e-02 +1.6187e-02 -1.8512e-01 -6.8793e-02 +1.0793e-01 -1.9568e-02 -7.5694e-01 +2.2780e-01 -8.3460e-01 +8.3290e-01 -1.6738e-01 -2.6878e-01 -5.7497e-01 -5.2492e-01 +2.3344e-01 -8.0322e-01 +3.8539e-01 +2.4166e-01 -4.6834e-01 +3.5457e-01
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.256327027e+01 +6.256327027e+01 +9.974327027e+01 +9.974327027e+01 +1.0007e-01 +2.4689e-01 -2.4595e-01 +3.1378e-01 +1.5472e-01 +3.0885e-01 +4.8701e-01 +4.4065e-01 -1.0303e-01 +2.8979e-01 +4.9825e-01 +4.5531e-01 -5.2332e-01 +4.4228e-02 -1.5741e-02 -1.8342e-01 -3.0664e-01 -1.4718e-01 -1.8835e-01 -5.8476e-01
5 +3.194168096e+01 +3.194168096e+01 +6.912168096e+01 +6.912168096e+01 -4.1064e-01 +4.9527e-01 +6.4472e-01 -1.0534e-01 -2.5652e-01 +3.4623e-01 +2.8245e-01 -5.0336e-01 -5.2557e-01 +2.8200e-01 -5.5084e-01 +5.6053e-01 +4.5047e-01 +5.6992e-01 -2.2812e-01 -3.0869e-01 +1.9037e-01 -5.4944e-03 -4.7524e-01 -2.1921e-01
% function evaluation | noise-free fitness - Fopt (-1.479000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.276323663e+01 +5.276323663e+01 -9.513676337e+01 -9.513676337e+01 +7.0490e-01 +4.7469e-01 +5.9812e-01 -8.2587e-01 +6.5280e-01 -2.1724e-01 -1.6039e-01 +3.1548e-03 -4.8047e-01 -1.1383e-01 -3.0594e-01 -7.1186e-01 -2.2490e-01 +2.0265e-01 +4.1817e-01 +2.2045e-02 +1.7347e-01 -6.2962e-01 +6.7062e-01 +4.8476e-01
67 +3.894101318e+01 +3.894101318e+01 -1.089589868e+02 -1.089589868e+02 -6.5973e-01 -2.6610e-01 -2.2823e-01 -1.5487e-01 +1.5358e-01 -6.4931e-01 -4.1931e-01 -6.6921e-02 -4.9316e-01 +1.7646e-01 -8.1355e-01 -3.5616e-01 -2.3439e-02 +3.9388e-03 +3.2164e-01 -4.8867e-01 -1.0732e-01 -8.3347e-01 -2.4949e-01 -3.4339e-01
% function evaluation | noise-free fitness - Fopt (1.162600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.483231396e+01 +4.483231396e+01 +1.610923140e+02 +1.610923140e+02 -1.0750e-01 -4.4980e-01 +3.1577e-02 +2.2232e-01 +5.8698e-01 +4.2091e-01 -3.4308e-01 +2.2849e-02 -3.0361e-01 +1.8750e-01 -1.3637e-01 +6.1522e-02 -2.8234e-01 -6.0859e-01 -1.8454e-01 -6.8068e-02 -1.2545e-01 -4.6873e-01 +3.4029e-02 -4.8445e-01
