% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.623454983e+01 +9.623454983e+01 +1.757145498e+02 +1.757145498e+02 +8.6895e-02 -3.5500e-01 +3.4936e-01 +4.0427e-01 -1.3834e-01 -3.9776e-01 -3.5937e-01 -4.4494e-01 +6.6078e-02 +5.6865e-01 +2.8130e-01 +5.1360e-01 +4.7692e-01 +3.7466e-01 -2.0820e-01 -1.0524e-01 -2.8976e-01 +5.8187e-01 +6.1468e-01 +2.4538e-01
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.423503746e+02 +1.423503746e+02 +5.368303746e+02 +5.368303746e+02 +2.6230e-01 -1.6545e-01 -2.6539e-01 -2.8911e-01 -3.1221e-01 -6.6945e-01 +7.5575e-01 -7.9400e-02 +6.6938e-02 -6.5679e-01 -5.3603e-01 -5.4602e-01 -2.0166e-03 -1.1139e-01 +1.2010e-01 +2.7471e-01 +3.2879e-01 -4.2353e-01 +1.1735e-01 -2.5899e-01
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.396649998e+02 +1.396649998e+02 -1.074450002e+02 -1.074450002e+02 +7.8768e-01 +2.2197e-03 +5.8308e-01 +3.4236e-01 +4.7995e-02 -1.5138e-01 -4.8147e-01 +1.7397e-01 +9.4197e-03 +3.6681e-01 +7.3402e-02 +3.3340e-01 -7.2454e-01 +1.6125e-01 -2.5935e-01 +6.6428e-01 +4.7649e-01 +6.2833e-01 +1.6294e-01 +1.0216e-01
28 +9.867482444e+01 +9.867482444e+01 -1.484351756e+02 -1.484351756e+02 -4.0201e-01 -5.9109e-01 -3.8842e-01 -4.6714e-01 -5.8608e-01 +6.4167e-01 +3.3607e-01 +3.3284e-01 -2.3609e-01 +6.5958e-01 +3.3059e-01 -3.3514e-01 -3.0250e-01 +5.6356e-01 +7.7510e-01 -5.8961e-02 +5.3971e-01 -1.5212e-01 +6.5681e-01 -6.0225e-02
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.110956458e+02 +1.110956458e+02 -4.094435418e+01 -4.094435418e+01 -2.9288e-01 +7.5995e-02 +1.0350e-01 +6.6390e-01 +3.0552e-01 -6.5424e-01 +1.1099e-02 -8.4304e-02 -6.6315e-01 -2.0858e-01 +5.8840e-01 -5.5453e-01 -9.6377e-02 +2.1638e-02 +4.2288e-01 -1.8182e-01 +1.3245e-01 +6.8626e-01 -2.3041e-01 -4.9055e-01
44 +9.641346514e+01 +9.641346514e+01 -5.562653486e+01 -5.562653486e+01 +2.4281e-01 +2.6938e-01 -4.4870e-01 +1.4656e-01 +7.5703e-01 -3.1676e-01 +1.4612e-01 -5.0291e-01 +2.6509e-01 +4.7346e-02 +6.4999e-01 -2.8917e-01 -2.4838e-01 +4.5781e-02 +6.1478e-02 +1.3472e-01 +4.0416e-01 +2.3367e-01 +7.2507e-02 +4.0936e-02
% function evaluation | noise-free fitness - Fopt (-2.525000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.698815315e+01 +8.698815315e+01 +6.173815315e+01 +6.173815315e+01 +5.7209e-02 -2.0333e-02 +6.4799e-01 +6.9150e-01 -2.9901e-01 +9.7661e-01 +6.6363e-01 +5.4096e-02 -5.2384e-01 +6.1141e-01 +2.9740e-01 +2.8619e-01 -1.8632e-01 +3.3708e-01 -5.7815e-02 +6.0784e-01 +1.3431e-02 -4.6268e-01 +5.4110e-01 +3.6648e-01
30 +6.287020950e+01 +6.287020950e+01 +3.762020950e+01 +3.762020950e+01 +3.0987e-01 +6.4703e-02 +1.0340e-01 -4.3861e-01 +6.5713e-01 -7.1716e-02 +4.4666e-01 -6.1304e-01 +5.9211e-01 -3.0862e-03 -2.2355e-01 +8.8980e-02 -1.3106e-01 -7.4336e-01 +2.6211e-01 -1.3689e-01 +1.6831e-02 -5.1725e-01 -2.5415e-01 -9.3371e-02
% function evaluation | noise-free fitness - Fopt (2.230000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.123648337e+02 +1.123648337e+02 +1.145948337e+02 +1.145948337e+02 +1.5026e-01 +1.2146e-01 +3.2313e-01 +2.5054e-01 -4.1435e-02 -7.0165e-01 +6.3913e-01 +2.5093e-01 -2.9917e-01 +4.9371e-01 +1.4080e-01 +5.0382e-01 -3.3688e-01 +9.2934e-02 +3.6930e-01 +1.3493e-01 +1.2342e-01 -3.9852e-01 -1.0444e-01 +3.7694e-01
3 +9.782730989e+01 +9.782730989e+01 +1.000573099e+02 +1.000573099e+02 -1.1636e-01 +8.0025e-01 -2.1459e-01 -4.4811e-02 +5.8821e-01 -4.3744e-01 -2.6596e-01 +2.7010e-01 +3.5092e-01 -2.8377e-02 -2.4307e-01 +5.3697e-01 +6.0920e-01 -3.1809e-01 -1.1073e-01 -7.0963e-01 +9.5407e-02 +5.5603e-01 -5.7374e-02 +1.1470e-01
% function evaluation | noise-free fitness - Fopt (-1.308000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.830953811e+01 +8.830953811e+01 +7.522953811e+01 +7.522953811e+01 -2.8689e-01 -8.9052e-01 +5.0496e-01 +1.4738e-01 -4.9018e-01 +6.5287e-01 +2.9370e-01 +4.3729e-01 -7.5604e-02 +1.5413e-01 -3.6820e-01 +3.3634e-01 +3.1932e-02 -2.2400e-01 +5.8730e-01 +4.9325e-01 -6.8798e-01 +2.5205e-01 +8.1632e-01 +4.1754e-02
% function evaluation | noise-free fitness - Fopt (2.671600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
