% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.306405726e+01 +5.306405726e+01 +3.612405726e+01 +3.612405726e+01 -6.6847e-01 -7.9868e-02 +4.4297e-01 +1.3936e-01 -4.9564e-01 +4.1935e-01 -8.3806e-02 -3.6684e-02 -3.6358e-01 +1.6330e-01 -7.9189e-01 -4.8295e-02 +2.6262e-01 -5.0087e-01 +4.5378e-01 +6.5414e-02 -3.2239e-01 +9.0083e-02 +8.0151e-02 -5.1268e-01
6 +3.687862229e+01 +3.687862229e+01 +1.993862229e+01 +1.993862229e+01 -1.2243e-02 +4.4345e-03 -2.5314e-01 -2.0893e-02 +4.3530e-01 +4.4284e-01 +8.9081e-01 +9.1408e-03 +1.8193e-01 +1.8739e-01 +4.9052e-02 -2.0549e-03 -3.0560e-01 -6.4275e-01 -3.0875e-01 -2.4203e-01 +3.4708e-01 -4.3034e-02 +2.3805e-01 +3.0022e-02
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.662915066e+01 +1.662915066e+01 +3.543915066e+01 +3.543915066e+01 -1.3307e-02 -4.0150e-02 -1.0839e-01 -8.0845e-01 +6.0602e-01 +4.1412e-01 +4.8669e-01 -1.1805e-01 -5.1266e-01 -2.8575e-01 -3.7731e-01 -3.1905e-01 +6.1359e-01 -2.0590e-01 +1.0834e-01 -7.6350e-01 -6.6350e-01 -4.2863e-03 +2.6228e-01 +1.5717e-01
2 +1.116723507e+01 +1.116723507e+01 +2.997723507e+01 +2.997723507e+01 -6.6730e-01 +2.3590e-01 +2.0578e-01 +5.2609e-01 -5.2067e-01 +3.8937e-01 -2.6410e-01 +4.2189e-01 +4.0307e-01 -3.4240e-01 -2.1506e-01 -3.5376e-01 +4.5762e-02 -4.7511e-01 +2.9682e-01 +9.3891e-02 +8.6240e-02 +3.9779e-01 -5.1039e-01 +2.0268e-01
24 +8.817023436e+00 +8.817023436e+00 +2.762702344e+01 +2.762702344e+01 +2.4558e-01 -4.2381e-01 +3.8514e-01 -3.2994e-01 -2.3105e-01 -2.5922e-02 +7.0815e-02 +3.2883e-01 +2.1836e-01 +4.6587e-01 +1.8825e-01 +2.0549e-01 -3.2263e-01 +5.2654e-01 -3.4083e-01 +1.1049e-01 -3.6158e-01 +4.8156e-02 +1.1664e-01 -7.6691e-01
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.676295720e+01 +5.676295720e+01 +3.299129572e+02 +3.299129572e+02 -9.6956e-01 -5.9334e-02 +4.8963e-01 +6.7003e-02 +4.4653e-01 -2.7182e-01 +6.3375e-02 +3.9456e-01 -5.0830e-02 -2.3161e-01 -2.6110e-01 -7.6070e-02 +1.2600e-01 +7.9344e-01 +6.0575e-01 +7.2334e-01 -3.4962e-01 -4.3294e-01 +6.9639e-01 +2.7348e-01
23 +2.963996612e+01 +2.963996612e+01 +3.027899661e+02 +3.027899661e+02 -4.8630e-01 +2.6809e-02 +1.0479e-01 -1.3387e-02 +4.0695e-01 +1.7444e-01 -7.9618e-01 +7.0445e-02 -4.2599e-01 -1.3584e-02 +4.4868e-02 -3.5864e-01 -2.6751e-01 +3.0445e-01 +2.0623e-01 +2.2515e-01 +4.9534e-01 +7.3914e-01 -9.1488e-01 -1.5587e-01
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.485751336e+01 +1.485751336e+01 +5.203751336e+01 +5.203751336e+01 -2.7116e-01 -1.9080e-01 +1.0528e-01 +4.1289e-01 +3.9167e-01 -1.7069e-01 +2.3168e-01 +6.8555e-01 -6.5997e-01 -6.5410e-01 -3.0670e-01 -5.4401e-01 -6.8640e-01 -6.0599e-01 -4.8787e-01 +4.0910e-02 -7.3570e-01 -2.6139e-01 -5.7323e-02 +5.1270e-01
12 +9.808005343e+00 +9.808005343e+00 +4.698800534e+01 +4.698800534e+01 -8.2807e-01 +3.3113e-01 -3.2473e-01 -1.8238e-01 -3.8132e-01 -1.8867e-01 -9.5928e-02 +1.2962e-01 +3.7210e-01 +4.9850e-01 +1.7333e-01 -7.1779e-02 -8.7172e-02 +3.1181e-01 +9.2110e-02 -1.1805e-01 -1.6496e-01 +6.5720e-01 -9.8241e-02 +1.1828e-01
% function evaluation | noise-free fitness - Fopt (-1.479000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.554749025e+01 +1.554749025e+01 -1.323525097e+02 -1.323525097e+02 -7.1166e-01 -1.7059e-02 -1.3790e-01 -3.9478e-02 +5.0867e-03 +6.8461e-01 -6.3975e-01 +6.4401e-01 -6.2868e-01 -2.0518e-01 -9.1917e-02 -4.4065e-01 +3.2721e-01 -4.0863e-01 +4.8338e-01 -1.6713e-01 +6.6376e-01 +7.5464e-01 +4.8814e-01 -2.0981e-01
% function evaluation | noise-free fitness - Fopt (1.162600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.561769097e+01 +1.561769097e+01 +1.318776910e+02 +1.318776910e+02 +4.4913e-01 -1.0895e-01 -6.3582e-01 +1.1494e-02 +3.9991e-01 +2.4242e-01 -2.6082e-01 +1.4254e-01 +5.8149e-01 +4.5149e-01 -6.6013e-01 -5.5049e-02 +6.3446e-02 -3.5464e-01 +2.0276e-01 +4.3866e-01 +6.3940e-01 +8.2732e-01 -5.4364e-01 -2.0455e-02
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
