% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.458780051e+01 +6.458780051e+01 +1.359378005e+02 +1.359378005e+02 -4.7732e-01 +6.0904e-01 -5.4874e-01 +2.1919e-02 -3.0912e-01 +6.3250e-01 -7.0254e-02 +6.0454e-01 +3.3402e-01 +4.3790e-03 +6.1672e-01 +1.6537e-01 -2.8599e-01 -7.5653e-02 -5.1105e-01 +8.9174e-02 +3.1999e-01 +5.1275e-02 +3.5859e-01 +7.6161e-01
2 +5.097255121e+01 +5.097255121e+01 +1.223225512e+02 +1.223225512e+02 -3.4366e-01 +2.1719e-01 +1.9387e-01 +9.0343e-01 -2.2278e-01 -7.5044e-01 -1.6675e-01 -2.0934e-01 -1.6567e-01 +4.2209e-01 -7.4858e-01 -8.1213e-01 -3.6438e-01 -2.9399e-01 -2.3478e-01 +2.2673e-01 +8.5034e-01 +2.4911e-01 +5.9176e-01 +3.0128e-01
9 +3.818982703e+01 +3.818982703e+01 +1.095398270e+02 +1.095398270e+02 +7.6838e-01 -2.5143e-01 +9.9748e-02 -4.3051e-01 +6.5920e-01 -5.3563e-01 +2.7536e-01 +5.2799e-01 +3.9379e-01 +7.2853e-02 +4.6160e-01 +3.3903e-01 -5.5244e-02 -4.1485e-01 -1.5221e-01 +6.5281e-01 -3.7847e-01 -6.2942e-01 -7.2966e-03 -8.1316e-01
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.004775195e+01 +7.004775195e+01 -2.851722480e+02 -2.851722480e+02 -7.5467e-01 -4.2031e-01 -5.5375e-01 +2.3271e-01 +4.9257e-01 +6.7635e-02 +1.1719e-01 -2.3090e-01 +1.3941e-01 -7.4457e-01 +2.0547e-01 -2.5689e-01 +5.8748e-01 -3.4922e-01 +1.3236e-01 +4.6176e-01 +8.3418e-03 +3.1097e-02 +6.2878e-01 -5.8891e-01
14 +5.372190449e+01 +5.372190449e+01 -3.014980955e+02 -3.014980955e+02 -6.2281e-01 +2.0599e-01 -2.8506e-01 +4.1948e-01 -6.3886e-01 +4.3334e-01 -7.7199e-01 +2.7489e-01 -4.3848e-01 -4.8823e-01 +6.5507e-01 -5.9406e-01 -6.5614e-02 +1.6141e-01 -5.4946e-01 +4.5488e-01 +5.6004e-01 +5.5794e-02 +6.3286e-02 -2.9076e-01
% function evaluation | noise-free fitness - Fopt (9.917000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.901364886e+01 +6.901364886e+01 +1.681836489e+02 +1.681836489e+02 +1.2382e-01 +2.5418e-01 -4.0658e-01 -5.6835e-01 +5.0857e-01 -1.3868e-01 +3.0444e-01 -1.9226e-01 -4.6229e-01 +4.8266e-01 -3.6015e-01 +5.4564e-02 +1.1253e-01 -5.0286e-02 +4.8637e-02 +2.9064e-01 +7.9736e-01 +1.9222e-01 +8.5086e-01 -2.0391e-01
2 +5.524538002e+01 +5.524538002e+01 +1.544153800e+02 +1.544153800e+02 -1.0996e-01 +2.4045e-01 +1.0204e-01 -7.3053e-01 +5.2102e-01 -1.5640e-01 +4.0524e-01 -3.6671e-01 -1.7868e-02 +1.7120e-01 -1.1228e-02 -2.8584e-01 -2.9128e-01 +3.7558e-02 -2.4210e-01 -2.2997e-01 +2.7060e-01 -3.4974e-01 -7.1471e-01 -3.8924e-01
33 +3.562163565e+01 +3.562163565e+01 +1.347916357e+02 +1.347916357e+02 +7.2152e-01 +6.1545e-01 -2.3637e-01 -6.1645e-01 +4.5728e-01 +4.7007e-01 -1.5580e-01 +4.0004e-02 -3.1296e-01 +5.8473e-03 -5.7152e-01 -1.6000e-01 +2.3615e-01 -3.0847e-01 +9.9928e-02 -1.9869e-01 -5.5968e-01 -4.2347e-01 -7.1149e-02 -1.9704e-01
