% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.391254431e+05 +2.391254431e+05 +2.392017131e+05 +2.392017131e+05 -4.3195e-01 -2.7865e-01 +1.5916e-01 -2.2742e-01 -3.1814e-01 -2.2258e-02 -6.8330e-02 -2.6209e-01 +1.8702e-01 +5.2145e-01 -5.4176e-01 +2.2172e-01 +5.2963e-01 -1.9035e-01 -6.4135e-01 -5.6492e-01 +1.3676e-02 -3.7678e-01 -3.0108e-01 +4.5464e-01
5 +7.037268896e+03 +7.037268896e+03 +7.113538896e+03 +7.113538896e+03 +4.3461e-01 -7.7000e-02 -3.2019e-01 +6.4205e-01 +5.6583e-02 -5.1232e-01 +2.8318e-01 +7.0369e-02 +2.1298e-01 +2.6473e-01 -1.7382e-01 +7.4818e-01 +6.0112e-01 +3.9204e-01 +6.8571e-01 -3.1067e-02 +6.3245e-02 -2.1167e-01 +4.2991e-01 -2.2912e-01
13 +4.126389751e+03 +4.126389751e+03 +4.202659751e+03 +4.202659751e+03 -7.6806e-03 +1.7107e-01 -3.6946e-01 +8.1460e-02 +3.4146e-01 +5.1234e-01 -5.5758e-01 +1.1313e-01 +3.3085e-01 -7.8399e-02 -1.7942e-01 +2.0108e-01 +1.5290e-01 +3.2837e-01 -7.7108e-01 +8.7409e-02 +1.6468e-01 -8.4634e-01 -4.2508e-01 +7.3386e-01
65 +3.602058266e+03 +3.602058266e+03 +3.678328266e+03 +3.678328266e+03 -3.4475e-01 -5.6874e-01 -5.4827e-01 -1.1758e-01 -1.0988e-01 +3.6346e-02 -1.9448e-01 -3.9593e-01 +2.7817e-01 -5.7545e-01 -1.2236e-01 -1.0603e-02 +7.9377e-01 -1.4388e-01 -5.8156e-01 +1.0404e-01 +5.5971e-01 -5.2105e-01 -1.6310e-01 +1.1510e-01
100 +2.802181155e+02 +2.802181155e+02 +3.564881155e+02 +3.564881155e+02 +6.6568e-01 +5.7224e-01 -3.0457e-01 -1.7824e-01 +8.1065e-01 +2.8431e-01 +6.2012e-02 -5.5734e-01 +6.2390e-01 +8.1758e-01 +2.0504e-01 +6.7706e-01 -5.8969e-02 +5.4204e-01 +4.9102e-03 -9.9744e-02 +2.8895e-01 +7.2342e-01 +3.7826e-01 -9.1682e-02
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.332094291e+05 +4.332094291e+05 +4.331868791e+05 +4.331868791e+05 -6.9293e-01 +6.6384e-01 -2.8472e-01 +1.5325e-01 +2.5282e-01 -1.6225e-01 +2.8269e-01 -5.5336e-01 +2.5432e-01 +5.5226e-01 -5.7794e-01 -2.3877e-01 -5.0453e-02 -1.6171e-02 -3.5810e-01 -4.2860e-02 +3.5247e-01 -1.2292e-01 -3.3465e-01 -5.7567e-01
2 +1.457468095e+05 +1.457468095e+05 +1.457242595e+05 +1.457242595e+05 +1.5908e-01 +1.0552e-02 +1.3881e-01 -4.3811e-01 -4.2526e-02 +2.7322e-01 +7.4054e-01 -2.0387e-01 -4.1721e-01 +3.7872e-01 -7.0375e-02 -2.8751e-01 -8.3835e-01 -1.9509e-01 +3.5686e-01 +8.1304e-02 -1.4877e-01 +2.5610e-01 +1.8125e-01 -4.0099e-01
4 +3.259303280e+03 +3.259303280e+03 +3.236753280e+03 +3.236753280e+03 +1.1461e-01 -4.5227e-01 +3.5732e-01 -3.5718e-01 +3.6314e-01 +2.5046e-01 +1.9401e-01 +2.7658e-01 -3.2550e-01 +1.8565e-01 -4.4284e-01 +3.2870e-01 -4.1350e-01 +5.3520e-01 +8.8735e-01 +5.2731e-01 -6.9400e-01 -3.5554e-01 +4.1899e-01 -9.5396e-01
61 +3.381470685e+02 +3.381470685e+02 +3.155970685e+02 +3.155970685e+02 -4.5795e-01 +3.1812e-01 -3.0473e-01 +8.5409e-01 +2.4452e-02 -4.4197e-01 +8.7802e-02 -3.9653e-01 +7.9893e-01 -3.9186e-02 -8.1703e-03 -2.8311e-01 -6.5391e-02 +3.7599e-01 +2.1611e-02 -5.2744e-01 -4.2245e-01 -3.8734e-01 +1.5577e-02 +3.9055e-01
98 +9.862795583e+01 +9.862795583e+01 +7.607795583e+01 +7.607795583e+01 +1.3453e-01 -4.4464e-01 +4.0260e-01 +3.4225e-01 +6.1673e-02 -9.9083e-02 +6.0665e-01 -5.5393e-01 -1.8671e-01 +5.5441e-01 +4.4285e-01 +2.0901e-01 -8.5593e-01 -3.8542e-01 +1.9040e-01 +5.0602e-01 +3.7704e-01 +5.4763e-01 +5.0750e-01 +4.9441e-02
% function evaluation | noise-free fitness - Fopt (1.366000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.713690938e+03 +3.713690938e+03 +3.727350938e+03 +3.727350938e+03 +3.6855e-01 +6.7628e-01 -4.0085e-02 +6.3598e-01 -4.0792e-01 -3.5056e-02 +7.1001e-01 -2.8942e-01 +2.6692e-01 -1.1908e-01 +2.1318e-01 -8.2203e-02 -5.9197e-01 +3.1062e-03 +5.0744e-01 +5.2314e-01 -2.3569e-01 -7.7319e-01 +2.5616e-01 -4.2529e-01
76 +2.241004113e+02 +2.241004113e+02 +2.377604113e+02 +2.377604113e+02 -5.0244e-01 +5.2308e-01 -4.2436e-01 +2.0583e-01 +5.4153e-01 +2.4348e-01 +4.6547e-01 -7.3505e-01 -2.8503e-01 +1.0276e-01 -6.3551e-01 +4.1258e-01 -7.4841e-01 -3.7950e-01 +8.3368e-02 +6.3546e-01 +4.8967e-01 +1.2536e-01 -8.3873e-01 +2.7274e-01
% function evaluation | noise-free fitness - Fopt (9.378400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.521815124e+06 +2.521815124e+06 +2.522752964e+06 +2.522752964e+06 +7.2566e-02 +2.1860e-01 +4.3428e-01 -1.2721e-01 -2.3169e-01 -6.6335e-01 +4.6188e-01 +8.9003e-03 +4.7491e-01 +5.5017e-01 -1.8365e-01 -3.2677e-01 +7.6875e-02 -6.2383e-01 +4.5359e-01 +6.3789e-02 +1.4979e-01 +3.0678e-01 +6.3612e-01 +4.3260e-02
2 +5.565724820e+05 +5.565724820e+05 +5.575103220e+05 +5.575103220e+05 -7.1027e-01 +2.7720e-01 +6.0365e-01 -6.2353e-01 -8.1822e-01 -4.3699e-01 +7.9435e-02 -2.7501e-01 +3.3506e-02 -1.0323e-01 +6.1658e-02 +1.4896e-01 -6.7558e-01 +2.9040e-01 +2.9779e-01 -3.5888e-02 -3.6010e-01 -7.9721e-01 +2.2120e-01 -4.9517e-01
% function evaluation | noise-free fitness - Fopt (-7.872000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
