% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.452246009e+01 +5.452246009e+01 +2.172460090e+00 +2.172460090e+00 -2.8067e-01 -1.2237e-01 +3.0514e-02 +4.3148e-01 -3.1012e-01 +1.3271e-02 +2.3461e-01 +5.2145e-01 -7.7109e-01 +6.8202e-01 -4.7057e-01 -1.5164e-01 -7.7207e-02 +4.6235e-01 +2.5093e-01 -3.4635e-01 -8.3613e-01 +3.1023e-01 +4.1266e-01 +4.9844e-01
4 +3.660826014e+01 +3.660826014e+01 -1.574173986e+01 -1.574173986e+01 +3.8232e-01 -8.9110e-03 +9.9668e-02 -2.7309e-01 +7.0167e-01 +2.9386e-01 +2.3806e-01 -8.0829e-02 +3.2740e-01 +4.2033e-01 -5.3563e-01 -1.4798e-01 +2.6624e-01 +7.2452e-01 +1.9466e-01 +7.1626e-01 -7.5061e-01 +1.3894e-01 -1.5824e-01 -5.0014e-01
% function evaluation | noise-free fitness - Fopt (-1.795400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.309655547e+01 +5.309655547e+01 -1.264434445e+02 -1.264434445e+02 -9.5661e-02 +2.5490e-01 +2.5843e-02 +9.7937e-02 -9.2083e-02 +3.2379e-01 +6.6909e-02 -3.7521e-01 +7.1416e-01 -7.5430e-02 +9.5742e-02 -4.6761e-01 -1.5517e-02 +4.4433e-01 -3.6816e-01 +3.2921e-01 -3.6475e-01 +2.6049e-01 +7.5286e-02 +5.2894e-01
7 +3.905420509e+01 +3.905420509e+01 -1.404857949e+02 -1.404857949e+02 -9.6568e-02 +4.8546e-01 +4.6408e-01 +3.8362e-01 +1.2424e-01 +3.2043e-01 -2.6957e-01 +4.2279e-01 -8.0639e-01 -7.8918e-01 +7.1323e-01 +2.5604e-01 -5.4625e-01 -2.3980e-01 +2.5641e-01 -2.2580e-01 -5.7006e-01 +6.1251e-01 -1.2518e-01 +6.0446e-01
% function evaluation | noise-free fitness - Fopt (7.731000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.400333458e+01 +2.400333458e+01 +1.013133346e+02 +1.013133346e+02 +3.8141e-01 +1.4371e-01 +3.3072e-01 -3.4869e-02 -8.4094e-02 +7.1539e-01 -2.4825e-01 -7.5157e-01 -3.7868e-01 +2.3297e-01 +3.5883e-01 +3.3432e-01 +2.3233e-01 -2.3099e-01 +6.9997e-02 -5.9272e-02 -2.5884e-01 -8.9136e-01 +7.2035e-01 +3.1144e-02
46 +1.381939170e+01 +1.381939170e+01 +9.112939170e+01 +9.112939170e+01 +2.3148e-01 -3.4895e-01 -9.3268e-02 -5.3646e-02 +6.0243e-01 -6.0622e-01 +5.4384e-01 +1.6539e-01 -5.7244e-01 +8.1215e-01 +2.1234e-01 +4.3306e-01 +2.9720e-01 -3.9857e-01 +2.7977e-02 +1.1076e-01 -3.4690e-01 +6.5707e-01 +7.7921e-01 +3.7919e-01
% function evaluation | noise-free fitness - Fopt (3.992000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.543764523e+01 +6.543764523e+01 +1.053576452e+02 +1.053576452e+02 +1.5512e-01 +5.9011e-01 -4.1215e-01 +3.4690e-01 -1.8935e-01 +4.4516e-01 +1.7952e-03 -1.2770e-01 +1.0381e-01 +2.1014e-01 +4.4127e-01 +3.3530e-01 -9.5412e-02 +2.1790e-01 -1.4712e-01 -4.0107e-01 +5.9993e-01 -7.4678e-02 -1.9180e-01 -6.7486e-01
