% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.620142388e+01 +3.620142388e+01 -1.614857612e+01 -1.614857612e+01 +4.4512e-01 -1.2789e-01 -7.0972e-02 -5.6059e-01 -7.6709e-01 -6.7453e-01 +7.8040e-01 -3.8348e-01 +7.9605e-02 -3.3334e-01 +7.4214e-02 -3.0726e-01 -2.7441e-01 +1.8387e-01 -1.6853e-02 -3.9343e-01 +1.3568e-01 +9.7877e-02 +1.2272e-01 -2.0068e-01
% function evaluation | noise-free fitness - Fopt (-1.795400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.062262476e+01 +5.062262476e+01 -1.289173752e+02 -1.289173752e+02 -6.0307e-01 -1.5735e-01 -4.9025e-01 -6.3319e-01 -4.1414e-01 +6.8767e-01 +3.8259e-01 +6.3966e-01 -5.3904e-01 -5.4262e-01 -4.5345e-01 -2.7256e-01 -3.9046e-01 -2.1805e-01 +2.3027e-01 -5.7489e-02 -3.9341e-03 +1.9145e-01 +6.0493e-01 +4.2564e-01
29 +3.524249024e+01 +3.524249024e+01 -1.442975098e+02 -1.442975098e+02 -3.9679e-01 -4.8637e-02 -2.2981e-01 +5.6824e-01 +8.3135e-01 +4.3886e-01 +4.4821e-01 +6.1731e-01 -2.7885e-01 -2.7749e-01 -6.4496e-01 +7.2633e-01 +7.7528e-02 +6.4953e-01 -6.1582e-01 -5.1425e-01 +1.1385e-01 -2.1808e-02 +5.3791e-01 -7.1585e-02
% function evaluation | noise-free fitness - Fopt (7.731000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.578527772e+01 +2.578527772e+01 +1.030952777e+02 +1.030952777e+02 +4.3730e-01 +4.8310e-01 +2.8370e-01 -4.0259e-01 +3.8722e-01 +7.0191e-01 +2.9770e-01 +3.1300e-01 -6.9409e-01 -1.9469e-01 -1.7289e-01 +6.1804e-02 +1.2374e-02 +4.9800e-01 -2.4650e-01 -1.5909e-01 -8.8559e-01 -2.1445e-01 -1.6085e-01 +1.4405e-01
2 +2.339271321e+01 +2.339271321e+01 +1.007027132e+02 +1.007027132e+02 +4.7569e-02 +1.8104e-02 +2.9701e-01 +1.9299e-01 +5.7726e-02 -1.3907e-01 +8.3944e-01 +6.7666e-01 -6.7572e-01 +2.2464e-01 +3.2340e-01 -2.5619e-01 +6.9106e-02 -5.3483e-01 -1.3611e-01 +4.8566e-01 +3.4958e-01 +2.1922e-01 -3.4758e-01 +3.3296e-01
% function evaluation | noise-free fitness - Fopt (3.992000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.649504387e+01 +8.649504387e+01 +1.264150439e+02 +1.264150439e+02 -4.0173e-01 +1.1987e-01 +4.7244e-01 +2.2032e-01 -2.4610e-01 +4.0471e-01 -2.7466e-01 +5.6472e-01 -4.9475e-01 +6.5697e-01 -2.8430e-01 -5.4465e-01 +1.8104e-01 -2.6351e-01 -7.1352e-02 +7.1860e-02 +5.2413e-03 +5.1736e-01 +6.1440e-01 -6.4167e-01
2 +5.564421017e+01 +5.564421017e+01 +9.556421017e+01 +9.556421017e+01 -5.7902e-01 +3.7724e-01 -7.0142e-02 -2.8822e-01 -1.7827e-01 +7.8686e-02 -1.2244e-01 +1.6291e-01 -7.9787e-02 +8.2018e-01 -4.8578e-01 +2.1603e-01 -3.5952e-01 +5.0275e-01 -6.1610e-01 -1.0045e-02 +1.9503e-01 -3.3689e-01 -4.3936e-01 -4.4734e-01
