% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.827833278e+00 +8.827833278e+00 -9.372216672e+01 -9.372216672e+01 +2.7463e-02 +3.1619e-02 +6.8596e-01 -5.9540e-01 -4.3277e-01 -1.1918e-01 -1.6843e-01 -2.2590e-02 -1.0275e-01 +8.7213e-02 +1.2356e-01 +5.2192e-01 -1.9050e-01 +6.6625e-01 +2.2963e-01 +8.1994e-01 +8.2693e-01 +7.8047e-02 +8.3093e-01 +1.2323e-01
54 +5.668697687e+00 +5.668697687e+00 -9.688130231e+01 -9.688130231e+01 +1.8386e-01 -6.3725e-02 -2.2535e-01 +3.6083e-01 +3.7552e-01 -2.7572e-01 -2.1264e-01 +4.8838e-01 +4.0463e-01 +3.8577e-01 +5.5567e-02 -1.1539e-01 +8.5837e-01 -3.8346e-01 +6.7343e-01 +1.8753e-01 -1.5152e-01 +7.8355e-01 +8.2091e-01 -2.7496e-01
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.098625012e+01 +1.098625012e+01 +8.267625012e+01 +8.267625012e+01 +5.3039e-01 -4.2699e-01 +6.7336e-02 +1.2797e-01 -6.2392e-01 +5.8557e-02 -2.5601e-01 -2.8381e-02 -1.3789e-01 -3.1476e-01 -8.3379e-03 -1.9664e-01 -4.5687e-01 +2.6569e-01 +1.0562e-01 -1.7109e-01 +4.8784e-01 +3.3319e-01 -3.9457e-01 +2.5686e-01
4 +9.821000590e+00 +9.821000590e+00 +8.151100059e+01 +8.151100059e+01 -7.5273e-01 -2.4654e-01 +9.1012e-02 +5.0960e-02 -1.1904e-01 +9.6599e-02 -2.3315e-01 -4.5425e-01 -6.8373e-01 -3.6594e-01 +4.8223e-01 -1.7843e-01 -1.7543e-01 +3.3995e-01 -9.1691e-02 -2.1391e-01 +5.3508e-01 +8.0392e-01 +3.1732e-01 +5.4452e-01
70 +5.296444243e+00 +5.296444243e+00 +7.698644424e+01 +7.698644424e+01 -1.9149e-01 +3.8933e-01 +1.3045e-01 -5.4106e-02 -4.7832e-01 +1.6544e-01 -4.4037e-01 +6.2403e-01 +2.2448e-01 -2.7567e-01 -3.6434e-01 -4.6157e-01 +1.9297e-02 +3.8237e-02 +6.3177e-01 -1.5306e-01 -1.1165e-01 -3.7951e-01 +2.1890e-01 +5.4838e-01
% function evaluation | noise-free fitness - Fopt (2.140100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.891909514e+00 +7.891909514e+00 +2.219019095e+02 +2.219019095e+02 +6.2365e-01 +3.0779e-02 +1.6564e-01 -1.6893e-01 -9.0766e-01 +5.8606e-01 +3.2525e-02 +3.2867e-01 +2.2541e-01 +9.5932e-02 +3.2974e-01 +4.6326e-01 -3.1906e-01 +5.6418e-01 +7.7017e-02 -7.1817e-01 +7.2613e-02 -4.2804e-01 +4.0880e-01 -9.9407e-02
65 +5.964101679e+00 +5.964101679e+00 +2.199741017e+02 +2.199741017e+02 -3.0542e-02 +2.5962e-01 -1.1785e-01 -9.2962e-02 +5.7146e-02 -9.7956e-02 -3.0773e-02 +1.3207e-01 -2.0502e-01 +1.1370e-01 +2.8553e-01 +7.1943e-01 -7.7830e-02 +8.6339e-01 -5.6828e-01 -2.3401e-01 -4.8799e-01 +5.6573e-01 +1.4127e-01 -5.5067e-02
% function evaluation | noise-free fitness - Fopt (-5.848000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.737849449e+00 +9.737849449e+00 -4.874215055e+01 -4.874215055e+01 -4.1382e-01 +6.4178e-02 +1.9843e-03 +2.3127e-01 -3.4338e-01 -1.7983e-01 -2.8043e-01 -8.1975e-02 +3.7401e-02 +4.3778e-01 +9.3804e-01 +3.7779e-01 +9.0128e-02 -7.4755e-01 -2.1184e-01 +6.0924e-02 -3.6005e-02 -3.4586e-02 -9.5021e-02 +4.0548e-01
50 +5.708153907e+00 +5.708153907e+00 -5.277184609e+01 -5.277184609e+01 +5.5177e-01 -5.8074e-02 -8.6117e-01 +1.2902e-01 -1.4774e-01 +4.0880e-02 -1.8486e-03 +5.8735e-01 -5.0793e-01 -4.3879e-01 -1.6387e-02 -8.5514e-02 +1.3287e-01 -1.8852e-01 +4.4040e-01 -3.1850e-03 -1.5454e-01 +1.6930e-01 -1.6713e-01 +2.1422e-01
% function evaluation | noise-free fitness - Fopt (-6.130800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.634242641e+00 +7.634242641e+00 -6.054457574e+02 -6.054457574e+02 -7.5722e-02 -6.6463e-02 +1.0179e-01 -9.8111e-01 -6.0656e-02 -3.4070e-01 -1.7966e-01 +5.3995e-01 +2.4359e-01 -1.6088e-01 +2.7559e-01 +8.7129e-01 -3.2459e-01 -6.6706e-02 +9.7724e-03 -4.4359e-01 -2.1518e-02 -7.8076e-02 -1.1700e-02 +2.3129e-01
