% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.157450141e+01 +1.157450141e+01 -9.097549859e+01 -9.097549859e+01 -1.7863e-01 +1.2190e-01 -1.9919e-01 +1.4505e-01 +3.0376e-02 +3.5015e-01 +9.7605e-02 -3.4985e-01 -1.7404e-01 +4.0546e-01 -2.2391e-01 +7.8513e-01 +2.6409e-01 +3.8692e-01 +2.8508e-01 +2.8225e-01 -2.7710e-01 -4.8113e-01 -3.1543e-02 -2.6854e-01
2 +9.893783778e+00 +9.893783778e+00 -9.265621622e+01 -9.265621622e+01 -1.3233e-01 -3.7929e-01 -4.6872e-01 +6.6117e-02 +2.1091e-01 -5.3203e-01 -5.1630e-01 -4.4671e-01 -2.6725e-01 +2.1756e-01 +7.9690e-01 +7.1030e-01 -3.5597e-01 -1.9464e-01 +2.7723e-01 -1.6653e-01 +1.0729e-01 -1.4673e-01 +7.9798e-01 +3.8537e-01
27 +5.975400648e+00 +5.975400648e+00 -9.657459935e+01 -9.657459935e+01 +4.1091e-01 +2.4010e-02 -3.5019e-02 -4.3155e-01 -4.0075e-01 -1.8531e-01 -7.5078e-01 +2.3870e-01 +2.9604e-01 -4.3232e-01 +2.3306e-01 +2.2470e-01 +2.8545e-01 -2.3840e-01 +6.4503e-01 +9.4357e-02 -2.7574e-01 -2.7647e-02 +3.2554e-01 +4.8009e-01
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.226129745e+00 +8.226129745e+00 +7.991612974e+01 +7.991612974e+01 -1.6692e-01 +2.4992e-01 -8.4250e-01 +9.2196e-01 +3.7603e-01 -6.1505e-01 +4.1572e-01 +2.7170e-01 +4.7399e-01 -2.9329e-01 +2.8859e-01 -3.4609e-01 +6.5315e-02 -1.4449e-01 -1.0274e-01 +9.8307e-02 -2.4832e-01 -3.3929e-01 +9.2336e-02 -3.3922e-01
48 +5.941409254e+00 +5.941409254e+00 +7.763140925e+01 +7.763140925e+01 -1.2340e-01 +1.9842e-02 +2.2577e-01 +7.9525e-04 +3.9477e-01 -2.0096e-01 +1.5403e-01 -6.5099e-01 +2.6570e-02 -3.7569e-01 +4.7744e-01 +2.2209e-01 +5.1027e-01 -2.1498e-02 +1.8225e-01 +3.7249e-01 -2.1114e-02 -2.1952e-01 +1.6915e-01 -3.0133e-01
% function evaluation | noise-free fitness - Fopt (2.140100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.197680392e+00 +9.197680392e+00 +2.232076804e+02 +2.232076804e+02 +1.7174e-01 -2.7557e-01 +3.2465e-01 -4.3696e-01 +2.8839e-01 +3.1114e-01 -6.5990e-01 -8.3178e-01 -3.7487e-01 +1.6282e-01 -1.8326e-01 +2.4158e-01 -1.0145e-02 -5.1467e-01 -5.7630e-01 +6.6312e-01 -2.2638e-02 +1.3939e-01 +1.0068e-01 +7.0438e-01
38 +5.999763005e+00 +5.999763005e+00 +2.200097630e+02 +2.200097630e+02 +4.8744e-01 -2.7210e-02 +2.3299e-01 +3.6222e-01 -4.8840e-01 -3.4038e-01 +2.3191e-01 -3.2233e-01 -3.1810e-01 -6.1764e-01 +2.9233e-01 -4.9694e-01 +4.2614e-01 -5.1466e-01 +8.0206e-01 +4.3782e-01 -6.5962e-02 -1.2763e-01 +4.9134e-01 -6.4122e-02
% function evaluation | noise-free fitness - Fopt (-5.848000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.036957445e+01 +1.036957445e+01 -4.811042555e+01 -4.811042555e+01 +1.9822e-01 -4.2183e-01 +5.5331e-01 -6.4979e-02 -8.9506e-02 -8.6178e-01 +7.1928e-01 +8.7481e-01 -6.3481e-01 -1.8621e-01 +1.3354e-02 -2.6067e-01 +1.8899e-01 +2.0895e-01 +2.3694e-01 +5.0200e-02 -8.0072e-02 -3.2350e-01 +2.8217e-01 -4.0538e-01
3 +7.471227049e+00 +7.471227049e+00 -5.100877295e+01 -5.100877295e+01 -7.5538e-01 +7.5125e-01 +4.9080e-01 -5.1585e-01 +3.1650e-01 -6.7998e-01 +4.7632e-01 -5.6303e-01 +3.3221e-01 -6.1892e-01 +5.0505e-01 -6.7103e-01 -3.4682e-01 -4.0526e-01 +3.9995e-01 +7.1595e-02 +4.5597e-01 -3.0339e-01 -2.4478e-01 +1.7579e-01
15 +5.666328357e+00 +5.666328357e+00 -5.281367164e+01 -5.281367164e+01 -3.1578e-01 -2.4651e-01 +3.1154e-01 +5.7231e-01 -5.3731e-02 +7.3156e-02 +7.3966e-02 +3.3082e-01 +3.9372e-01 -4.7828e-01 -5.8277e-01 -1.9680e-01 -1.0137e-01 +2.1540e-01 +4.5314e-01 +6.6845e-03 -5.0376e-01 -6.7723e-02 +1.5827e-01 -2.5981e-02
% function evaluation | noise-free fitness - Fopt (-6.130800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.133583201e+01 +1.133583201e+01 -6.017441680e+02 -6.017441680e+02 -1.2581e-01 +7.9682e-01 -4.1647e-01 +7.1965e-01 +4.8521e-01 -7.9411e-03 +5.4278e-01 +5.6378e-02 -5.8312e-01 -6.3268e-01 -3.8881e-01 +5.8812e-01 -6.7248e-01 +9.5320e-02 +3.5226e-01 +8.2923e-01 +1.6320e-01 +2.6892e-01 +6.3182e-02 -1.9687e-01
2 +8.440301551e+00 +8.440301551e+00 -6.046396984e+02 -6.046396984e+02 -1.5746e-01 +6.7823e-01 +1.1412e-01 -8.1265e-01 -2.6218e-01 +1.3419e-01 -4.7233e-01 +7.8839e-01 +4.2773e-01 -4.9682e-01 +7.6111e-02 -4.2691e-02 +3.1775e-01 -2.7801e-01 -9.0378e-01 -7.1749e-01 -2.5893e-01 -3.9487e-01 +2.9181e-03 +5.0709e-02
87 +6.074196629e+00 +6.074196629e+00 -6.070058034e+02 -6.070058034e+02 -9.5277e-02 -1.4480e-01 -9.8668e-02 +2.1754e-01 -7.3912e-01 -4.4611e-01 +8.5231e-02 +1.0241e-01 -4.8643e-01 -7.0177e-01 -5.4860e-01 -3.3113e-01 +6.9766e-01 -2.8957e-01 +3.1197e-01 -5.0279e-01 +7.7820e-02 +1.7581e-01 -8.7789e-01 +6.4345e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.065139884e+01 +1.065139884e+01 -9.893486012e+02 -9.893486012e+02 -6.0326e-01 -3.7162e-01 -3.4859e-01 +3.7774e-01 +5.5753e-01 +1.0093e-01 -1.3923e-01 +5.1932e-01 -7.0269e-01 -8.8673e-01 +5.5533e-01 -1.1365e-01 -8.4597e-01 +1.8052e-01 +1.2970e-01 +1.0592e-01 -8.0826e-01 +3.4655e-02 -4.6526e-01 -8.3262e-02
2 +9.801278022e+00 +9.801278022e+00 -9.901987220e+02 -9.901987220e+02 -4.0708e-01 +1.5887e-01 +5.3746e-01 +6.3254e-02 +6.8080e-01 -6.0122e-02 +3.1337e-01 +2.4978e-01 -8.5901e-01 +2.8059e-01 -4.1291e-03 -2.0742e-02 +1.9781e-01 +1.4444e-01 +1.3588e-01 -1.1670e-01 -2.0480e-03 +5.1141e-01 +5.6763e-02 +9.7553e-02
