% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.684244661e+01 +7.684244661e+01 +1.481924466e+02 +1.481924466e+02 +6.3770e-01 +1.2669e-01 -4.3521e-01 +5.2277e-01 -2.4587e-01 -4.7001e-01 +6.4083e-01 +1.9742e-02 +5.2201e-01 +1.4163e-02 -6.7453e-01 -5.8825e-01 -2.3081e-01 +8.0345e-02 +5.1909e-01 +2.0208e-01 -5.5728e-02 -3.7801e-01 -1.8867e-01 -4.3085e-01
2 +6.169832139e+01 +6.169832139e+01 +1.330483214e+02 +1.330483214e+02 -8.2462e-02 -3.8621e-01 +4.3965e-02 -4.7666e-01 -8.7381e-02 +2.5594e-01 -1.3701e-02 -6.4029e-01 +7.4937e-01 -1.8338e-01 -7.7270e-01 +1.4508e-01 -7.3335e-01 -2.4339e-01 +2.4346e-02 -1.4666e-01 -1.8700e-01 -1.0452e-01 +5.4343e-01 +1.5995e-01
3 +3.860052701e+01 +3.860052701e+01 +1.099505270e+02 +1.099505270e+02 +6.9531e-02 -7.3569e-02 -1.8333e-01 +2.2016e-01 +1.8284e-01 -2.2083e-01 -7.0814e-01 -2.4154e-01 -7.5771e-01 +1.7064e-01 -1.0051e-01 +2.2232e-01 +3.4213e-01 +6.6252e-01 -9.5118e-01 +7.4789e-01 +7.1536e-01 +2.1457e-01 +1.4753e-01 -3.0547e-01
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.249717033e+01 +9.249717033e+01 -2.627228297e+02 -2.627228297e+02 +3.8834e-01 +3.1066e-01 -2.0589e-01 -1.2132e-01 -1.9434e-02 -3.9127e-02 -1.6539e-01 -3.6226e-01 +5.4677e-01 -2.7720e-01 +4.5878e-01 -1.4922e-01 +7.0095e-02 -6.1652e-02 +3.3163e-01 +2.6700e-01 +5.3537e-01 -5.0726e-01 +3.7782e-02 -3.0848e-01
11 +6.227473643e+01 +6.227473643e+01 -2.929452636e+02 -2.929452636e+02 +1.8345e-01 -5.7219e-04 +1.2019e-01 -9.3343e-02 +6.5902e-01 -6.1390e-02 +6.3669e-01 +5.2692e-02 +5.9548e-01 +1.3569e-02 +4.7308e-01 -6.0992e-01 -3.8257e-01 +1.8854e-01 +1.3039e-02 -5.7376e-01 +3.4967e-02 -1.1605e-01 -7.7374e-01 +1.2460e-01
81 +3.714310813e+01 +3.714310813e+01 -3.180768919e+02 -3.180768919e+02 +1.0751e-01 +9.5597e-02 -6.8532e-01 -7.5214e-01 -2.6857e-01 +8.5456e-01 +9.2323e-02 -5.0127e-01 +1.1233e-01 +1.7468e-01 -8.1161e-02 +5.1083e-01 +5.5864e-01 +1.5083e-01 -2.6318e-01 -2.2580e-01 -2.1959e-01 +4.4860e-01 -5.9418e-01 -3.3253e-02
% function evaluation | noise-free fitness - Fopt (9.917000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.262445459e+01 +7.262445459e+01 +1.717944546e+02 +1.717944546e+02 +3.8905e-01 -4.5976e-01 +7.5132e-02 -5.9330e-01 +2.9592e-01 +5.5886e-01 +6.3296e-02 -2.3642e-01 +4.1233e-01 +1.6042e-01 +5.6766e-01 -4.7543e-01 +3.6318e-02 -5.7808e-01 -2.0921e-01 +1.0367e-01 +1.0887e-02 +1.6762e-01 -9.2480e-02 -5.7102e-02
4 +6.241140676e+01 +6.241140676e+01 +1.615814068e+02 +1.615814068e+02 -8.5266e-01 +5.2167e-01 +5.3145e-01 +1.9254e-01 +1.0102e-01 +2.1683e-01 -1.2267e-02 +4.9031e-01 -1.3083e-01 +2.2944e-02 +3.3136e-01 +2.3571e-01 +5.4066e-01 +1.4272e-01 +1.2508e-01 +2.8377e-01 +5.3241e-01 -4.8567e-01 +2.4972e-01 -2.4744e-01
