% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.966137500e+02 +6.966137500e+02 +1.696613750e+03 +1.696613750e+03 +3.0247e-01 -1.2956e-01 +9.7323e-02 -2.5060e-01 +7.0608e-01 +3.6957e-03 +6.3097e-03 -4.5878e-02 -1.4286e-01 -7.5512e-01 +2.6913e-01 +2.5793e-01 +4.3367e-01 -7.6059e-01 +2.1761e-01 +8.4684e-02 -1.5325e-01 -3.1214e-01 -1.5163e-02 -9.0609e-01
9 +6.299950783e+02 +6.299950783e+02 +1.629995078e+03 +1.629995078e+03 +5.8746e-01 +3.9153e-01 +2.2822e-01 -2.0688e-01 +4.4817e-01 -6.6173e-01 -1.9977e-01 -1.6086e-01 -2.0060e-02 -2.0156e-01 -5.4773e-01 -3.6649e-03 +4.8587e-01 +2.0759e-02 +2.4134e-02 +1.0422e-01 -3.7271e-01 +3.0973e-01 +2.7423e-01 -4.6166e-01
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.216287211e+02 +6.216287211e+02 +6.916587211e+02 +6.916587211e+02 -3.9220e-01 -1.9346e-01 -4.2263e-01 +1.6096e-02 -6.8861e-01 +6.0899e-02 +4.1435e-01 -2.1838e-01 +7.2560e-01 +1.8711e-01 -6.7583e-01 -6.7516e-01 +2.8466e-01 -2.8954e-01 -1.1592e-01 +2.7989e-02 +1.7060e-01 +3.9839e-01 -2.3390e-01 -1.5000e-01
% function evaluation | noise-free fitness - Fopt (-4.822000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.956226461e+02 +9.956226461e+02 +9.474026461e+02 +9.474026461e+02 -2.2327e-01 +5.7544e-01 -8.5324e-02 -2.1472e-01 +3.7266e-01 -1.1090e-01 +6.7726e-01 +1.8642e-01 -1.6962e-01 +5.7888e-01 -2.3947e-03 +2.9788e-01 -8.7994e-01 -3.2709e-02 -4.8695e-01 -1.1142e-01 +3.5066e-01 -3.5307e-01 +5.2140e-01 +9.7470e-02
% function evaluation | noise-free fitness - Fopt (2.547000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.048048265e+03 +1.048048265e+03 +1.073518265e+03 +1.073518265e+03 -2.0143e-01 +7.3876e-01 +7.8176e-01 -4.2817e-01 +1.6699e-01 +6.2632e-02 +3.0678e-01 +4.4440e-01 -5.4478e-01 +5.5527e-02 -8.3601e-02 +2.5626e-01 +3.8347e-01 -5.0778e-01 +2.6962e-01 +2.2399e-01 +7.9039e-01 +5.4645e-01 -1.0639e-02 -6.2989e-01
20 +9.097922454e+02 +9.097922454e+02 +9.352622454e+02 +9.352622454e+02 -5.0448e-01 -9.4727e-01 +5.5360e-01 +7.1111e-01 -5.5809e-01 +2.4543e-01 +3.2153e-01 -5.9379e-01 +6.0870e-01 +1.7454e-01 -8.9897e-01 +2.9328e-01 -7.5756e-01 +1.8354e-01 +8.6958e-01 +3.8189e-01 +5.5420e-02 +2.8237e-01 +6.8969e-01 -6.3451e-01
% function evaluation | noise-free fitness - Fopt (-1.008100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.946160543e+02 +6.946160543e+02 +5.938060543e+02 +5.938060543e+02 +1.2560e-01 -6.1865e-01 +5.6103e-01 +5.9896e-01 +7.1218e-02 +6.1468e-01 +8.7731e-01 +1.9088e-02 +2.0705e-01 +4.5180e-01 -6.7819e-01 +2.2446e-01 -3.8464e-01 +1.1785e-01 +4.0909e-01 +3.6478e-02 +1.2311e-01 -8.6628e-01 +3.0746e-01 +7.0014e-01
