% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.131263280e+01 +1.131263280e+01 -9.123736720e+01 -9.123736720e+01 -5.0542e-01 +2.5300e-01 +2.0284e-01 +4.2945e-01 -1.0704e-01 +8.0277e-02 +1.7299e-02 -4.7999e-01 +7.6644e-01 -7.6532e-02 -3.1818e-02 +1.8172e-01 +1.2025e-01 +1.1145e-01 -7.0915e-01 +5.6036e-01 -8.2414e-01 +3.8097e-01 -9.3718e-02 -5.7496e-01
2 +9.302768222e+00 +9.302768222e+00 -9.324723178e+01 -9.324723178e+01 +2.5631e-01 +5.5851e-01 +5.7517e-01 -3.8154e-01 -2.7008e-01 +2.4924e-01 +8.2571e-01 +2.8873e-01 +3.1594e-02 -1.8712e-01 +4.4535e-01 -9.6654e-02 -8.5424e-03 -1.9145e-01 -3.8242e-01 +7.2038e-02 -3.9038e-01 -3.6817e-01 +1.5014e-01 +7.4135e-02
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.147159642e+01 +1.147159642e+01 +8.316159642e+01 +8.316159642e+01 -1.5862e-01 -3.1871e-01 +6.8587e-01 -5.6592e-02 +1.7539e-01 +3.6038e-02 +5.9855e-02 +6.7658e-01 +8.3133e-01 -3.2365e-01 -8.7453e-01 -2.5643e-01 -1.8204e-01 +2.3669e-01 +6.6640e-02 -5.7098e-02 -6.1381e-01 +1.6780e-01 -5.7223e-01 +3.8294e-01
2 +7.390833667e+00 +7.390833667e+00 +7.908083367e+01 +7.908083367e+01 +3.2014e-01 +2.5330e-01 +2.5189e-01 +4.4018e-01 -2.3390e-01 -6.1413e-01 -3.7686e-01 -6.8476e-01 -1.3148e-01 -5.7167e-02 -7.2266e-02 +6.8904e-01 +7.5905e-01 -6.0376e-01 -1.9412e-01 +2.2061e-01 -7.0436e-01 +5.4647e-02 -1.3770e-02 +2.6555e-01
28 +5.693602539e+00 +5.693602539e+00 +7.738360254e+01 +7.738360254e+01 -2.0814e-01 +6.4696e-01 -2.1188e-01 -8.2085e-01 +7.8844e-01 +1.7597e-01 +9.5505e-02 +2.7247e-01 -3.3913e-01 +5.1827e-01 -5.3674e-01 +5.6988e-01 +1.5536e-01 +2.5562e-01 -7.4462e-01 +5.1943e-01 +3.0786e-01 +2.7393e-01 +3.3668e-01 -3.4119e-02
% function evaluation | noise-free fitness - Fopt (2.140100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.069993906e+01 +1.069993906e+01 +2.247099391e+02 +2.247099391e+02 -5.5981e-01 +8.5542e-02 -1.2106e-01 +7.7525e-01 +4.1636e-02 -5.3566e-01 -1.0216e-01 +1.8331e-01 -3.7883e-01 +6.0551e-01 +2.8389e-01 +2.9994e-01 +4.5877e-01 -4.5302e-01 -5.8189e-02 -1.7187e-01 +9.5789e-01 -5.4272e-01 +1.0987e-01 +9.4374e-02
2 +9.103967927e+00 +9.103967927e+00 +2.231139679e+02 +2.231139679e+02 +3.3346e-01 +7.5036e-01 -3.9344e-01 +1.0907e-01 -9.1092e-01 +1.7354e-01 -9.7633e-02 -3.1542e-01 -3.9838e-01 -4.2851e-02 -3.0432e-01 -4.0088e-01 -2.0207e-01 -9.1779e-02 -2.5620e-01 -4.2413e-01 -1.8450e-01 +4.7876e-02 -2.3115e-01 -4.8033e-01
41 +5.898882301e+00 +5.898882301e+00 +2.199088823e+02 +2.199088823e+02 +1.1959e-01 +4.5473e-01 -3.2521e-01 +6.2555e-01 +3.1790e-02 -2.9677e-01 +6.9098e-01 -2.7247e-02 +4.3335e-03 +3.2309e-01 -1.1838e-01 +3.5595e-01 -3.8300e-01 +5.7017e-02 -4.2226e-01 +7.0530e-01 +3.0187e-01 +3.7581e-01 +1.0601e-01 -1.7960e-01
% function evaluation | noise-free fitness - Fopt (-5.848000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.066816703e+01 +1.066816703e+01 -4.781183297e+01 -4.781183297e+01 -3.7692e-01 -7.0125e-01 -1.1413e-01 -4.0656e-01 -3.3819e-01 -6.7268e-01 -1.3714e-01 +4.0533e-01 -5.6380e-01 -8.6820e-01 +1.2187e-01 -3.6531e-01 +8.9232e-02 -1.8249e-01 +3.6951e-02 +9.1416e-02 +3.6465e-01 -4.6118e-01 -2.0218e-01 +3.0795e-01
2 +8.338317060e+00 +8.338317060e+00 -5.014168294e+01 -5.014168294e+01 -1.0514e-01 -2.8250e-01 -4.9543e-02 -4.7237e-01 -7.6534e-01 +1.3927e-02 -4.8894e-01 +2.8385e-01 -1.6776e-01 +5.6177e-01 +4.9438e-02 -1.3466e-04 -1.0146e-01 -2.0277e-01 +4.9130e-01 -4.6979e-01 +3.7664e-01 -6.9191e-01 +4.2264e-01 -1.7109e-01
% function evaluation | noise-free fitness - Fopt (-6.130800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.488189149e+00 +8.488189149e+00 -6.045918109e+02 -6.045918109e+02 -6.3281e-01 +6.8333e-01 -4.6911e-02 +5.5091e-01 +3.4284e-01 +4.5299e-01 -8.8173e-03 +4.7871e-01 +8.2753e-02 -2.1865e-01 +6.6732e-02 -3.4647e-02 +5.9481e-01 +1.5156e-01 -5.3527e-01 -2.2810e-01 +2.5760e-01 +6.0619e-01 +1.9324e-01 -2.1571e-01
