% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.272695852e+02 +9.272695852e+02 +4.651795852e+02 +4.651795852e+02 -1.0090e-01 +5.0996e-01 -2.2644e-02 -1.8622e-01 -3.7882e-01 -4.3811e-02 +3.5658e-02 -4.4976e-02 -5.3776e-01 +1.8740e-01 +5.0351e-01 +6.9087e-01 +4.7694e-01 -1.2089e-01 +1.9739e-02 -4.8443e-01 +3.4727e-01 -1.5667e-01 -5.0353e-01 -4.2603e-01
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.791881992e+02 +8.791881992e+02 +9.568481992e+02 +9.568481992e+02 -6.6958e-01 -4.3086e-02 +4.6788e-01 -1.3089e-01 -7.5673e-01 -1.5537e-01 -4.4592e-02 -5.0718e-02 -4.5018e-02 -5.1013e-01 +5.9179e-02 -5.1798e-01 -2.1676e-02 +7.3132e-02 +2.6397e-01 +1.4493e-01 +1.5518e-01 +6.2116e-02 -6.8311e-01 +2.5874e-02
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.242663780e+02 +9.242663780e+02 +1.039946378e+03 +1.039946378e+03 -1.0937e-01 +6.5162e-02 -1.5921e-01 +2.1192e-01 -1.7394e-01 +2.2050e-01 +2.3992e-01 -4.3879e-01 +2.5754e-01 +2.4883e-01 -9.6993e-03 +3.9973e-01 +2.4609e-01 +3.2325e-01 -1.0874e-01 -8.6055e-01 -2.6029e-01 -2.8024e-01 -4.2568e-01 -6.9812e-01
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.129947663e+03 +1.129947663e+03 +1.126237663e+03 +1.126237663e+03 -1.0239e-01 -3.8309e-01 +1.0373e-01 +3.8101e-01 +9.9050e-01 +1.3725e-01 +4.5040e-01 +1.1035e-01 -1.2520e-01 +7.5368e-01 +3.2177e-01 -1.2169e-01 +6.4419e-01 -7.8920e-01 +5.4035e-01 +2.6724e-01 -2.7066e-01 -3.5807e-01 +2.3116e-01 +7.7004e-01
3 +9.164957222e+02 +9.164957222e+02 +9.127857222e+02 +9.127857222e+02 -7.5300e-01 +1.1991e-03 -9.3890e-02 +9.9552e-02 +4.5571e-01 -1.3878e-01 -8.6306e-01 -2.5863e-01 -3.5850e-01 +2.6339e-01 -2.0364e-01 -2.7363e-01 -6.3953e-01 +2.7293e-01 -4.8775e-01 -4.8248e-01 -1.6167e-01 +1.4593e-01 +2.5011e-01 -1.4209e-01
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.629418624e+02 +6.629418624e+02 +7.951218624e+02 +7.951218624e+02 +7.1853e-01 +4.6702e-02 +8.6568e-01 +1.4293e-03 +4.9527e-01 +1.3285e-01 +7.7262e-02 -3.8975e-01 -1.2714e-01 -3.4670e-01 +1.2504e-01 -7.0319e-01 -2.2331e-02 -6.5985e-01 -3.8877e-01 -1.5987e-01 -2.3710e-01 +6.1454e-02 +2.2831e-01 +1.0310e-01
