% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.113009298e+05 +3.113009298e+05 +3.113771998e+05 +3.113771998e+05 +9.3414e-02 +4.9310e-01 +1.7535e-01 -3.7833e-01 -8.2214e-02 +2.2303e-01 +3.3199e-01 +5.0037e-01 +4.5170e-01 -1.6904e-01 +1.2975e-01 -4.3412e-02 +1.7766e-02 +7.4071e-01 +4.1615e-01 +2.3812e-01 -2.6374e-01 -2.4725e-01 +1.2150e-01 +2.3878e-01
2 +3.836874865e+02 +3.836874865e+02 +4.599574865e+02 +4.599574865e+02 +4.4570e-01 +2.0733e-02 -3.9335e-01 -2.5074e-01 +1.1952e-02 +2.2088e-01 -2.9563e-01 -2.5418e-01 -4.2362e-01 -3.7123e-02 +3.8446e-01 -1.0157e-01 +4.0873e-01 +8.7911e-01 +1.6466e-01 +2.9178e-02 +4.1001e-01 -7.0507e-01 +2.7571e-01 -1.0092e-01
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.084366592e+06 +1.084366592e+06 +1.084344042e+06 +1.084344042e+06 +8.9690e-01 +8.7369e-02 +9.0147e-01 +1.8717e-01 +3.6985e-02 -1.9350e-01 -8.9244e-02 +2.7791e-01 +5.6607e-01 +4.1649e-01 -6.9612e-01 +7.9698e-03 +2.9827e-01 -9.7994e-02 -1.0793e-01 -1.5685e-01 -1.1104e-01 +4.7687e-01 -6.6230e-01 +2.2389e-02
2 +1.189423830e+05 +1.189423830e+05 +1.189198330e+05 +1.189198330e+05 +1.6136e-02 +1.6550e-02 -6.9359e-01 +1.8912e-02 -2.9370e-01 +3.6418e-01 -6.3747e-01 +4.6286e-01 +2.3077e-01 +3.6866e-01 +2.8606e-01 -3.7099e-02 +8.5930e-02 -3.3279e-01 -1.2076e-01 +5.3002e-01 +1.9611e-01 +1.4947e-01 +3.4642e-01 +2.6254e-01
3 +3.473082693e+04 +3.473082693e+04 +3.470827693e+04 +3.470827693e+04 -1.1932e-01 +3.0069e-01 -1.1716e-01 -9.0706e-02 +8.9413e-02 +6.2982e-01 -7.1386e-01 -6.2264e-01 -5.3216e-01 -4.1457e-01 +9.4306e-02 -2.9687e-01 -4.0746e-02 -2.6651e-01 -2.1557e-01 +3.0411e-02 +5.4932e-01 +8.4540e-01 +2.1536e-01 +1.3825e-01
10 +2.277524894e+02 +2.277524894e+02 +2.052024894e+02 +2.052024894e+02 +4.9050e-01 -3.8225e-01 +1.1974e-01 +9.7453e-02 +5.3944e-01 -8.2371e-02 +5.1474e-02 -2.4819e-01 +2.7005e-01 -1.9799e-02 -1.5212e-01 +3.0147e-01 -2.9668e-01 +6.8283e-01 -5.2423e-01 -1.7517e-01 +2.2478e-02 -2.2172e-01 -3.9395e-01 +5.6184e-01
% function evaluation | noise-free fitness - Fopt (1.366000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.048175949e+05 +1.048175949e+05 +1.048312549e+05 +1.048312549e+05 +7.9748e-01 -7.1990e-01 +6.2304e-01 -8.2122e-02 +2.6489e-01 -1.4191e-01 +7.6864e-01 -3.5688e-01 -3.7082e-01 +2.1814e-02 +3.4728e-01 -7.9290e-01 -9.9776e-02 -2.8484e-01 +2.9533e-01 -5.3351e-01 +5.8599e-01 -5.8472e-01 +6.9071e-01 +3.0934e-01
5 +3.908045326e+04 +3.908045326e+04 +3.909411326e+04 +3.909411326e+04 +1.4039e-01 -1.6165e-01 +1.5652e-01 +5.1436e-02 +8.3962e-02 -2.9217e-01 -2.0502e-01 +3.9021e-01 +4.4291e-01 -1.2579e-02 +5.5235e-01 -3.3798e-02 -4.4219e-01 -7.3103e-01 +5.1907e-01 -2.1917e-01 -3.9116e-01 +5.1124e-02 +5.8521e-01 -5.5308e-01
