% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.633500502e+04 +3.633500502e+04 +3.648415502e+04 +3.648415502e+04 -6.7955e-02 +1.5622e-03 -1.6477e-01 -1.6763e-01 +3.9813e-01 -4.0437e-01 +2.0831e-01 -2.5075e-01 -1.5321e-01 +3.6659e-01 +3.4272e-01 -1.0039e-01 +3.4707e-01 -1.1235e-01 -8.6738e-01 -3.8552e-03 -4.8032e-01 -3.6273e-01 -4.3113e-01 +4.1150e-02
2 +2.362720475e+04 +2.362720475e+04 +2.377635475e+04 +2.377635475e+04 +1.5489e-02 +8.9024e-02 -8.0695e-02 +5.7249e-02 -1.1889e-01 -1.5167e-01 +1.3848e-01 -6.9843e-01 +5.6690e-02 -6.3548e-02 +6.2332e-03 +7.3787e-01 -2.7149e-03 +9.9986e-02 -5.4146e-01 +3.2790e-01 +7.5880e-01 -3.1772e-01 +3.0662e-02 +2.8794e-01
45 +1.237648237e+04 +1.237648237e+04 +1.252563237e+04 +1.252563237e+04 +4.5088e-02 -1.4335e-01 -8.3490e-01 -5.3678e-01 -5.1347e-01 -6.2217e-02 -1.1492e-01 -2.8915e-01 +3.0282e-02 -2.5147e-01 -6.5456e-01 -9.7928e-02 +2.4264e-02 -2.3730e-01 -6.6460e-01 -2.3530e-01 -3.4293e-01 -1.3438e-01 -3.5515e-01 +4.6838e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.674152023e+04 +5.674152023e+04 +5.574152023e+04 +5.574152023e+04 -7.6935e-01 +1.9935e-01 +2.5737e-01 -2.9692e-03 -5.0562e-01 -5.6479e-01 +1.0794e-01 +4.9433e-01 +6.7034e-01 +3.9231e-01 -3.8917e-01 -3.7514e-01 -6.4220e-02 -7.6772e-01 -6.4263e-01 -2.4661e-02 +7.4374e-01 +2.5081e-01 +3.2687e-01 +4.7612e-01
% function evaluation | noise-free fitness - Fopt (9.862000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.153779314e+05 +1.153779314e+05 +1.154765514e+05 +1.154765514e+05 +3.7127e-01 +4.0516e-02 -9.2350e-01 -3.8606e-02 -2.7442e-01 -3.5351e-02 -5.1645e-02 +2.9552e-01 +1.6798e-01 -2.5902e-01 -3.2626e-01 -3.5756e-01 -7.0457e-01 +2.0659e-01 +8.7533e-01 +2.5970e-01 -1.8034e-01 +5.1580e-02 +8.4755e-01 -7.3680e-02
3 +9.079954366e+04 +9.079954366e+04 +9.089816366e+04 +9.089816366e+04 -2.7320e-01 +7.1127e-01 +3.9049e-01 +3.2285e-02 +9.2542e-02 +2.1845e-01 -6.9248e-01 -3.5378e-02 +7.6211e-02 +4.1526e-01 +9.1427e-01 -4.1831e-01 +4.5113e-01 +2.7813e-01 -8.5235e-01 +3.1154e-01 +4.0179e-01 -3.5852e-03 +6.2544e-02 +1.5149e-01
22 +5.589563011e+04 +5.589563011e+04 +5.599425011e+04 +5.599425011e+04 -2.8884e-01 -4.6713e-01 -2.3090e-01 -2.4622e-01 +3.9335e-01 -2.6011e-01 +6.8722e-02 -4.5413e-01 -3.1108e-01 +7.8267e-01 -2.3730e-01 +2.5547e-01 -2.3239e-01 -3.7111e-01 -7.3167e-01 -3.2976e-01 +2.2122e-01 +3.0088e-01 -5.5861e-01 +1.1565e-01
% function evaluation | noise-free fitness - Fopt (-4.715000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.313342858e+04 +9.313342858e+04 +9.308627858e+04 +9.308627858e+04 +1.1284e-01 -1.2691e-01 +6.6749e-01 +1.0326e-01 +8.6451e-01 -1.9915e-01 -5.2789e-01 +1.1190e-01 +2.1873e-01 +4.8254e-01 -3.1307e-01 +6.4748e-01 +8.4013e-02 -2.7412e-01 +1.8210e-01 +7.6051e-02 +1.5015e-01 +4.1437e-01 +1.7995e-01 +6.6020e-01
12 +6.079480539e+04 +6.079480539e+04 +6.074765539e+04 +6.074765539e+04 -8.0566e-02 -3.6485e-01 -1.3306e-01 -5.3664e-01 +3.4853e-02 -4.3595e-01 -3.1258e-01 +2.3910e-01 -3.5340e-01 -6.8274e-01 +1.8305e-01 -1.1469e-01 +3.5889e-01 +3.7219e-01 -6.7424e-01 -3.8922e-01 +2.6168e-01 -4.4309e-01 -4.4041e-01 +1.4963e-01
% function evaluation | noise-free fitness - Fopt (3.752000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.036446171e+04 +6.036446171e+04 +6.040198171e+04 +6.040198171e+04 -6.3366e-01 +4.3131e-01 +4.5664e-01 -2.8535e-01 +2.0670e-01 +1.3896e-01 +1.7943e-01 -2.0589e-01 +4.3466e-02 -4.1966e-01 -2.1782e-01 +4.0320e-01 +1.5093e-01 -6.4408e-01 +4.6819e-01 -5.9164e-01 +6.3106e-01 +8.0163e-01 +8.0000e-01 -2.2305e-01
8 +3.153575885e+04 +3.153575885e+04 +3.157327885e+04 +3.157327885e+04 +6.7357e-02 -4.0183e-01 -4.3758e-02 -7.5927e-01 -3.1478e-01 -2.0226e-01 -2.5210e-01 +3.1791e-01 +7.0590e-01 +3.7981e-01 +1.4267e-01 +5.8051e-01 -1.2886e-02 -5.6119e-01 -4.5516e-01 +1.5722e-02 -5.8376e-02 -2.0326e-01 -1.9867e-01 +3.7278e-01
% function evaluation | noise-free fitness - Fopt (-2.980000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.681071215e+04 +7.681071215e+04 +7.678091215e+04 +7.678091215e+04 +1.5513e-01 -2.8082e-01 +8.7359e-02 -2.7267e-01 -7.0090e-01 +2.0766e-01 -4.3706e-01 +9.1673e-03 -5.9211e-01 -2.8058e-01 -3.5232e-01 +9.3942e-02 -2.2463e-02 -3.2446e-01 -2.6797e-01 +4.8913e-01 +1.6987e-01 +3.4600e-01 -3.2484e-01 -3.1029e-01
3 +6.124443655e+04 +6.124443655e+04 +6.121463655e+04 +6.121463655e+04 +3.3637e-01 +4.3986e-02 +7.5677e-02 -1.4735e-01 -8.2151e-01 +3.0810e-01 -6.2038e-01 -7.2895e-01 +2.5963e-01 -5.6017e-01 -4.1708e-05 +3.4621e-01 -2.4682e-01 -1.6358e-01 -4.8122e-01 +8.5520e-01 +9.6961e-01 -6.9504e-01 -2.1353e-02 +8.8269e-01
% function evaluation | noise-free fitness - Fopt (8.140000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.976473189e+04 +6.976473189e+04 +6.984613189e+04 +6.984613189e+04 +3.4302e-02 -1.6507e-02 +3.3126e-01 +6.6150e-01 -1.9186e-02 -8.1144e-01 -1.0240e-01 -2.6691e-01 +6.1911e-02 +1.1193e-01 +1.5105e-01 -2.8966e-01 +2.5848e-02 -4.1066e-01 -3.8366e-02 +2.1313e-01 -7.1335e-01 +3.7709e-01 -3.8592e-01 -1.7172e-01
22 +5.157358532e+04 +5.157358532e+04 +5.165498532e+04 +5.165498532e+04 -1.5504e-01 -1.9573e-01 -1.2816e-01 +3.1106e-01 -1.3243e-01 +1.1400e-01 -2.8302e-01 -7.5526e-01 +4.4021e-01 -2.1180e-05 -5.8804e-01 +2.7338e-01 +7.2671e-02 -6.1553e-01 -1.1768e-01 -2.0200e-02 +1.0356e-01 -2.0805e-01 -4.1329e-01 +3.4777e-03
% function evaluation | noise-free fitness - Fopt (-1.835000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.321195300e+04 +4.321195300e+04 +4.319360300e+04 +4.319360300e+04 -3.6353e-01 -1.2328e-01 +6.3031e-01 -2.5465e-01 -4.9164e-02 -5.0693e-01 +2.5819e-01 -4.6373e-02 -4.2836e-01 +1.1369e-01 +2.1979e-01 +6.0142e-01 -4.2463e-01 -3.1782e-02 +5.1188e-01 -2.4030e-01 +5.7410e-01 -6.9879e-01 -3.4108e-01 -1.9669e-01
