% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.945083047e+02 +2.945083047e+02 +3.971183047e+02 +3.971183047e+02 -3.4671e-02 +4.4985e-01 +2.8534e-02 -1.8097e-02 +5.1021e-01 -1.4513e-01 +2.6823e-01 -5.6508e-02 +4.0593e-01 -1.7047e-03 -4.1925e-02 +5.0870e-02 -4.6650e-01 -9.4380e-03 -1.8935e-01 +1.1112e-01 +2.4421e-02 +5.4306e-01 -4.2505e-01 +3.5477e-01
27 +2.313030632e+02 +2.313030632e+02 +3.339130632e+02 +3.339130632e+02 +2.5011e-02 -3.3833e-01 -7.9332e-01 -3.2164e-01 -5.4099e-01 +2.4485e-01 +2.0823e-01 +5.0587e-01 +1.6828e-01 +2.6497e-01 +1.9369e-02 -4.1806e-01 -8.2945e-01 +3.4047e-01 -2.8740e-01 -5.9624e-01 -1.2167e-01 -4.3773e-01 +2.8832e-01 -1.8692e-01
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.326757981e+02 +3.326757981e+02 +4.259757981e+02 +4.259757981e+02 +2.2351e-01 +3.8190e-01 -3.3104e-01 +9.1768e-02 -4.2376e-01 -3.5142e-01 -2.0829e-01 -2.6036e-01 +3.3427e-01 -5.0221e-01 +8.2175e-02 +9.2926e-01 -1.2620e-01 +4.8138e-01 +2.4563e-01 -6.3969e-01 -8.0725e-03 -4.5532e-01 -5.5878e-01 -4.7268e-01
3 +2.426928000e+02 +2.426928000e+02 +3.359928000e+02 +3.359928000e+02 +4.1565e-01 +3.4440e-01 -2.3712e-01 -9.3463e-02 -4.3938e-01 -6.4119e-01 +5.5564e-03 +3.3567e-01 -3.9310e-01 +3.7980e-01 +5.1593e-01 -1.6247e-01 +3.3158e-01 -1.8388e-01 -4.2220e-02 -4.4403e-01 -9.1914e-01 +4.3842e-01 -4.2273e-01 -5.3342e-01
% function evaluation | noise-free fitness - Fopt (1.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.681377665e+02 +3.681377665e+02 +3.817777665e+02 +3.817777665e+02 -5.0448e-01 -8.3219e-01 +3.4492e-01 -3.6222e-01 -5.7347e-01 +7.6911e-01 -3.0489e-01 +3.0263e-01 +2.1743e-01 -4.9557e-01 +4.1055e-01 -3.9439e-01 -7.0050e-03 -3.2461e-01 +1.5043e-01 -9.8065e-01 +3.4947e-02 -3.1366e-01 +8.3828e-02 -8.9881e-02
51 +2.287885734e+02 +2.287885734e+02 +2.424285734e+02 +2.424285734e+02 -3.6042e-03 +6.5190e-01 +1.7442e-01 -5.7237e-01 -1.2045e-01 -5.2945e-01 +1.4724e-01 +2.7847e-01 -1.8989e-01 -8.0776e-01 +3.7144e-02 -2.7536e-01 -2.7618e-01 -4.1674e-01 +6.5976e-02 -1.4302e-01 +1.1096e-01 +6.7132e-01 +2.9089e-01 +2.0421e-01
% function evaluation | noise-free fitness - Fopt (1.948000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.700443633e+02 +3.700443633e+02 +5.648443633e+02 +5.648443633e+02 +9.2513e-02 +3.1458e-01 +4.9307e-01 +4.7604e-01 -5.8228e-01 +9.9200e-03 -1.6343e-01 -6.1823e-02 -2.8954e-01 -3.7991e-01 -3.2511e-01 +2.8352e-01 +6.0478e-01 +6.1695e-01 -7.9283e-01 +2.3756e-01 -1.8743e-01 +2.4890e-01 -6.9096e-01 +2.5029e-01
35 +2.336520605e+02 +2.336520605e+02 +4.284520605e+02 +4.284520605e+02 -1.7283e-01 +3.2715e-01 +8.3942e-01 -7.0470e-01 -9.0856e-02 -2.0661e-02 +1.0396e-01 -5.5636e-02 -6.9626e-01 +1.1056e-02 +4.6836e-01 +1.6030e-01 +2.4453e-01 -2.8091e-01 +6.5355e-01 -4.9673e-01 -5.9325e-01 +2.7235e-01 -5.0171e-02 -7.1872e-01
