% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.915582692e+05 +6.915582692e+05 +6.915941692e+05 +6.915941692e+05 +2.3255e-01 +4.0375e-01 +4.5623e-01 -6.8637e-02 -6.0496e-01 -1.9226e-01 -1.8766e-01 +2.9194e-01 +2.3806e-01 -1.7331e-01 -3.7749e-02 +1.2876e-01 +2.6832e-01 +5.1645e-02 +1.4894e-01 -8.3738e-01 -6.6659e-01 -6.2594e-02 -2.0867e-01 +1.8630e-01
4 +6.035594115e+05 +6.035594115e+05 +6.035953115e+05 +6.035953115e+05 -4.5606e-01 +3.3400e-01 +5.8460e-02 +1.3102e-01 -4.0046e-01 -4.9734e-01 +3.9964e-01 -5.7074e-02 -6.9938e-01 -5.5972e-01 -6.9131e-01 -1.6400e-01 +6.3366e-01 -2.5402e-01 -2.1832e-01 -2.5381e-01 -2.8021e-01 +7.3244e-01 +2.2578e-01 -6.7365e-01
% function evaluation | noise-free fitness - Fopt (3.137000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.910040814e+05 +4.910040814e+05 +4.910354514e+05 +4.910354514e+05 -8.4371e-03 +8.9842e-02 +2.3291e-01 -5.5713e-01 -2.7101e-01 +4.8798e-01 +5.3668e-01 -5.9537e-01 -1.6200e-01 -6.4823e-01 +2.3217e-01 +6.2767e-01 +1.4154e-01 +3.9480e-01 -1.8176e-02 -4.1524e-01 +1.1370e-01 -1.5958e-01 -2.8955e-01 -6.5535e-01
3 +3.623518929e+05 +3.623518929e+05 +3.623832629e+05 +3.623832629e+05 +3.0220e-02 -2.3953e-01 -3.6780e-01 -1.7497e-01 +1.4273e-01 -1.5715e-01 -5.6561e-01 -2.0155e-01 +4.3089e-01 -2.4569e-01 +1.9843e-01 +3.7596e-01 -1.6617e-01 +5.6096e-01 +8.2044e-02 +3.3457e-01 +7.6371e-01 +6.9849e-01 -7.9913e-03 -6.0762e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.458697005e+05 +3.458697005e+05 +3.448697005e+05 +3.448697005e+05 +1.8220e-01 +2.9331e-01 -5.3295e-01 +1.8424e-01 +3.5180e-01 +7.1913e-01 +3.3088e-01 +4.5621e-01 -2.1238e-01 +5.8601e-01 +4.8041e-01 +3.0279e-01 +1.7392e-02 -2.6738e-01 +7.9260e-02 -1.0740e-01 +1.6729e-02 -1.0224e-01 +6.6691e-02 -8.7556e-01
% function evaluation | noise-free fitness - Fopt (1.319200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.014102058e+06 +1.014102058e+06 +1.014233978e+06 +1.014233978e+06 +5.8144e-02 +3.8162e-01 -1.3557e-01 +6.3187e-01 +3.5782e-01 -2.2930e-01 +3.3001e-01 -6.7305e-01 +6.7549e-02 +1.9393e-01 +5.7994e-01 -5.3054e-01 +3.5078e-01 +9.6073e-02 -3.6679e-01 +2.2525e-01 +5.5313e-01 +3.4615e-01 +2.7572e-01 +8.7014e-02
5 +9.800386309e+05 +9.800386309e+05 +9.801705509e+05 +9.801705509e+05 -5.7562e-03 +5.7462e-01 +3.9726e-01 +6.3616e-02 +6.7400e-01 -4.8949e-02 -6.3325e-02 +1.1469e-01 -6.5678e-02 -7.8148e-01 -4.0764e-01 +4.3824e-01 -4.6196e-01 -4.1857e-01 +4.1546e-01 -6.3789e-01 +1.4304e-01 +4.5623e-01 -2.7709e-01 -4.1793e-01
