% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.476949593e+08 +6.476949593e+08 +6.476943382e+08 +6.476943382e+08 -5.8872e-01 -1.0396e-01 +5.7019e-01 +2.9492e-01 +1.4669e-01 -2.4831e-01 +4.1080e-01 -2.8484e-01 -6.8500e-02 +2.3029e-01 -6.0756e-01 +3.9162e-01 -4.8576e-01 -3.7301e-01 -1.1217e-01 -4.5078e-01 +3.2805e-01 -2.0610e-01 -8.8840e-02 +6.9030e-01
2 +4.357290427e+08 +4.357290427e+08 +4.357284216e+08 +4.357284216e+08 -5.0646e-01 +7.0510e-01 -1.7353e-01 +4.0692e-01 -2.5341e-01 -4.6201e-02 -2.2449e-01 -3.7999e-01 -6.9013e-01 +3.1557e-02 -7.2734e-01 +2.1918e-01 +4.5973e-01 -3.7835e-01 -1.6809e-01 +1.1430e-01 -1.6033e-01 -6.5134e-01 -5.4724e-01 -3.4993e-01
3 +3.706376864e+08 +3.706376864e+08 +3.706370653e+08 +3.706370653e+08 +2.0467e-01 -1.4840e-01 -1.9721e-01 +6.9707e-01 +1.1388e-01 +4.0165e-01 -6.3992e-02 +8.3515e-01 +5.2069e-01 +6.7405e-01 -4.3534e-01 +2.5046e-01 -1.3506e-02 -9.2168e-02 +6.4095e-01 +2.7832e-01 -1.6475e-01 -1.7590e-02 -2.7942e-02 +8.7611e-02
61 +2.420314424e+08 +2.420314424e+08 +2.420308213e+08 +2.420308213e+08 -1.3870e-01 +3.5669e-01 +7.1445e-02 -8.8737e-01 -8.0689e-01 -3.1087e-01 -6.0744e-01 +1.0062e-01 -4.2524e-01 -8.9735e-02 -4.2236e-01 -7.1468e-01 -2.9312e-01 +7.2643e-01 +2.6824e-01 +4.5199e-01 -4.0964e-01 +6.2982e-01 -3.8316e-01 -3.9088e-01
% function evaluation | noise-free fitness - Fopt (-2.548200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.272359957e+08 +8.272359957e+08 +8.272357409e+08 +8.272357409e+08 -3.8889e-01 +4.2613e-02 -4.8518e-02 +3.0964e-01 +5.4603e-01 -8.6406e-01 +3.0288e-01 -3.6746e-02 +5.0866e-01 -6.7418e-01 +1.8704e-01 +2.6513e-01 +3.7157e-01 +2.9699e-01 +4.3414e-01 +1.4645e-01 -5.3641e-02 +1.7722e-01 -3.6292e-01 -9.7102e-02
6 +4.700894741e+08 +4.700894741e+08 +4.700892193e+08 +4.700892193e+08 +1.5960e-01 +7.9403e-01 +2.0624e-01 -3.5459e-01 -3.2350e-01 +4.7528e-01 +3.2825e-01 -6.4754e-01 -2.5668e-01 +6.7004e-02 +5.1164e-01 +2.4641e-01 +1.3357e-01 +3.9334e-01 +2.0945e-01 -1.6784e-01 +8.9470e-03 -5.5033e-01 -2.1385e-01 -2.3611e-01
13 +3.745327865e+08 +3.745327865e+08 +3.745325317e+08 +3.745325317e+08 +4.9142e-01 +2.9536e-01 +6.2524e-01 +2.4449e-01 -2.0471e-01 +2.3336e-02 -1.4300e-01 +2.3910e-01 -8.9402e-02 -3.1347e-01 +4.2040e-01 +4.7046e-01 +8.5395e-02 +1.1446e-01 +5.9289e-01 -7.9482e-01 -8.9965e-02 +2.0297e-02 -9.5811e-01 -7.6338e-01
% function evaluation | noise-free fitness - Fopt (5.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.769148403e+08 +2.769148403e+08 +2.769148969e+08 +2.769148969e+08 +1.9237e-01 -7.7536e-01 -1.8421e-01 -3.3657e-01 +9.3736e-02 +5.2854e-01 -1.5892e-01 -1.4623e-01 -3.2084e-01 -1.2188e-01 -6.5526e-01 +6.3438e-01 -2.8239e-01 +8.2809e-01 -4.8698e-01 -9.7788e-02 -3.2918e-01 -3.5651e-01 -6.9077e-01 -1.0208e-01
2 +2.288037482e+08 +2.288037482e+08 +2.288038048e+08 +2.288038048e+08 +7.3465e-02 -9.6918e-02 +2.4368e-01 +6.5960e-01 -2.8986e-01 -5.8892e-01 +2.1809e-02 +3.3245e-01 -2.0005e-01 +3.9026e-01 -2.1358e-01 +5.5018e-02 -3.6177e-01 +7.3959e-01 -7.3807e-01 +2.6908e-01 +6.9255e-01 +2.7346e-01 +4.8259e-01 -2.6964e-01
% function evaluation | noise-free fitness - Fopt (-1.810000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.567576916e+08 +1.567576916e+08 +1.567576735e+08 +1.567576735e+08 +1.6475e-01 -4.6240e-01 -1.1139e-01 +2.1699e-01 -3.0821e-01 -6.3378e-01 -8.8139e-01 +4.5114e-01 +7.9531e-01 -8.7576e-02 -2.9415e-01 +1.9936e-02 -5.9239e-01 -1.0451e-01 -1.7072e-01 +1.8608e-01 -5.8933e-01 -1.3807e-01 +2.1093e-01 -6.4394e-01
% function evaluation | noise-free fitness - Fopt (3.777000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.116714293e+08 +1.116714293e+08 +1.116714670e+08 +1.116714670e+08 +5.0008e-01 -3.4799e-01 -1.8086e-01 +1.4281e-01 +5.0399e-01 -7.9998e-01 +8.1810e-02 -1.2466e-01 +4.2078e-01 +4.8613e-01 +3.9115e-01 +5.2940e-01 -5.0647e-01 +2.5814e-01 -1.0726e-03 +7.4203e-01 -8.6243e-01 +1.0169e-01 +6.1540e-01 +2.2300e-01
3 +7.971000937e+07 +7.971000937e+07 +7.971004714e+07 +7.971004714e+07 +2.4035e-01 -7.2980e-01 +1.9129e-01 -1.2835e-01 +8.7847e-02 -7.5073e-01 -3.6711e-01 -1.8796e-01 +3.9634e-01 -1.4253e-01 +3.0812e-01 +2.1495e-01 +1.2211e-01 -1.2481e-01 +2.7767e-01 +6.6902e-01 +4.6159e-02 -1.0556e-01 +6.0788e-02 -6.2254e-01
% function evaluation | noise-free fitness - Fopt (-6.720000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.167161310e+08 +2.167161310e+08 +2.167160638e+08 +2.167160638e+08 -1.9564e-01 +3.2747e-01 +4.8827e-02 -6.2816e-01 -5.6676e-01 -8.4347e-01 -1.3402e-01 +2.8021e-01 -2.0905e-01 +5.0466e-01 -1.8420e-02 -2.7891e-01 -6.3740e-01 +8.2152e-01 +5.7717e-02 +1.5379e-01 -4.9046e-01 +2.6223e-01 -8.3294e-02 +3.8908e-01
% function evaluation | noise-free fitness - Fopt (-7.010000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
