% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.379695938e+05 +8.379695938e+05 +8.380054938e+05 +8.380054938e+05 -4.8847e-01 +2.5265e-01 +1.5940e-01 +4.3068e-01 +3.4486e-01 +5.0820e-01 -2.0506e-02 +8.3505e-02 -2.5035e-01 +2.1925e-01 +1.6388e-01 +2.5939e-01 -2.9473e-02 -3.3923e-01 -2.5812e-01 +1.0917e-01 -2.3579e-02 +2.9020e-01 +3.7501e-01 -7.1761e-02
30 +5.867254111e+05 +5.867254111e+05 +5.867613111e+05 +5.867613111e+05 -9.2659e-02 -2.3580e-01 +6.5379e-01 -6.6708e-01 -3.5251e-01 -8.5977e-01 +4.6220e-02 +4.9548e-01 +1.4106e-01 -7.4229e-01 +7.0716e-02 +5.1353e-01 -1.3479e-02 -4.1598e-01 +6.3388e-01 -4.1197e-01 +2.6486e-02 +8.7502e-01 -6.4907e-01 -5.2323e-01
% function evaluation | noise-free fitness - Fopt (3.137000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.893577950e+05 +3.893577950e+05 +3.893891650e+05 +3.893891650e+05 +2.5575e-02 +4.1090e-01 -4.6071e-01 -6.7313e-01 -5.9261e-02 +1.5441e-01 -2.5372e-01 +1.5529e-01 +3.6416e-03 -2.6017e-01 +1.3222e-01 +6.1462e-01 -1.1284e-01 +4.1859e-01 +6.6664e-01 +3.9117e-01 +2.1783e-01 -1.7287e-01 +3.8281e-01 +3.3706e-02
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.592664150e+05 +3.592664150e+05 +3.582664150e+05 +3.582664150e+05 +4.2015e-01 -2.6048e-03 +6.1470e-03 +5.3805e-02 -4.5548e-02 +1.0349e-01 +2.5958e-01 +2.9375e-01 +7.4425e-01 -6.9124e-01 +2.2214e-02 -1.5392e-01 -2.7945e-01 +1.6220e-02 +5.6439e-01 +6.7690e-03 -4.2711e-01 -1.4536e-01 +3.9824e-01 -6.4401e-02
% function evaluation | noise-free fitness - Fopt (1.319200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.009304036e+06 +1.009304036e+06 +1.009435956e+06 +1.009435956e+06 -3.4820e-01 +3.9982e-01 -2.1915e-01 -6.0234e-02 -4.5650e-01 +5.4439e-01 -2.1413e-01 -2.0768e-01 +1.6481e-01 +6.5202e-02 +1.1557e-01 +3.4956e-01 +3.1876e-01 +1.2702e-01 -4.2782e-01 +2.8591e-01 -4.3806e-01 -8.2445e-02 -1.8261e-01 -4.6018e-01
13 +9.141248086e+05 +9.141248086e+05 +9.142567286e+05 +9.142567286e+05 +4.3207e-01 +2.7441e-01 +2.2980e-01 +3.2337e-01 -7.3991e-01 -3.5775e-01 +3.0582e-01 -4.0442e-01 +2.3765e-01 +1.7813e-01 +3.9120e-01 +1.5021e-01 -5.9518e-01 +3.9621e-01 +2.5548e-02 +1.9746e-01 +6.9555e-01 +2.9036e-01 -2.1406e-01 +5.1022e-01
% function evaluation | noise-free fitness - Fopt (5.908400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.511480411e+05 +1.511480411e+05 +1.517388811e+05 +1.517388811e+05 -3.4286e-02 +3.1180e-01 +4.5615e-02 -5.8655e-01 +1.3340e-01 -7.4544e-01 +8.2028e-01 +6.5191e-01 -8.5595e-01 +7.8770e-01 +8.2955e-03 -6.9895e-01 -3.7123e-01 +1.9936e-01 +6.3923e-01 +5.0903e-02 -2.0576e-01 +2.3928e-01 +2.6068e-01 -1.9237e-01
19 +9.299524669e+04 +9.299524669e+04 +9.358608669e+04 +9.358608669e+04 +3.1582e-02 -6.8072e-02 -7.2223e-01 +8.4916e-01 +5.8180e-01 +4.0595e-01 +2.2222e-01 -5.2763e-01 -5.2745e-01 -5.1918e-01 -8.8337e-02 -5.6401e-01 +2.6208e-01 -1.3203e-02 +8.1583e-01 -3.8428e-01 -3.9726e-01 +5.8689e-01 -2.1503e-01 -3.6977e-01
% function evaluation | noise-free fitness - Fopt (-1.280000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.993186042e+05 +4.993186042e+05 +4.993058042e+05 +4.993058042e+05 +7.3222e-01 +3.0295e-01 -2.4162e-01 +7.5648e-01 +1.7625e-01 -5.9842e-01 +6.5782e-01 +3.7448e-02 +5.8011e-01 -2.0217e-01 +2.2487e-01 -3.3332e-01 +4.3980e-01 +5.2749e-01 +5.9097e-01 +4.1572e-01 -2.4645e-01 -3.6349e-01 -4.5045e-02 +1.5137e-01
4 +3.740134929e+05 +3.740134929e+05 +3.740006929e+05 +3.740006929e+05 +3.0138e-01 +7.3003e-01 +6.0920e-01 +3.9006e-01 +4.5027e-01 +1.7427e-03 -8.6534e-02 -8.7836e-03 -2.1169e-01 -8.3606e-01 -4.2387e-02 +8.3068e-02 +2.1053e-01 +5.2688e-01 -2.6340e-01 -2.3385e-01 +2.0960e-01 -5.7411e-01 -2.3132e-01 -5.3069e-01
% function evaluation | noise-free fitness - Fopt (-1.061000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.313735569e+05 +3.313735569e+05 +3.313629469e+05 +3.313629469e+05 -1.6416e-01 -2.4932e-01 -8.5315e-01 -4.8129e-01 -9.1190e-01 +2.0301e-01 +1.5430e-01 +3.0644e-01 -5.0294e-01 -2.9027e-01 -4.7605e-01 -3.6701e-01 +4.0129e-03 +6.2273e-01 +1.7655e-01 -1.7737e-01 +7.0899e-02 -1.2720e-01 +7.0597e-01 +6.1776e-01
% function evaluation | noise-free fitness - Fopt (-1.844000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.801939487e+05 +5.801939487e+05 +5.800095487e+05 +5.800095487e+05 -2.0495e-01 -9.7853e-02 +4.2130e-01 -4.5727e-01 +3.7846e-01 +3.4298e-01 -2.2515e-03 -5.6645e-01 +6.5005e-02 +6.1153e-01 +2.4862e-01 +1.9438e-02 -4.4096e-01 +3.3957e-01 -2.9612e-01 +4.3663e-03 +6.6356e-01 +7.5957e-01 +2.3387e-02 +5.0273e-01
% function evaluation | noise-free fitness - Fopt (-5.188000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.773297942e+05 +7.773297942e+05 +7.772779142e+05 +7.772779142e+05 -2.1011e-01 -8.7908e-03 +5.7598e-01 -2.0413e-01 -2.0365e-01 -5.0204e-02 -1.3116e-01 -6.4138e-01 -1.4493e-01 +1.2633e-01 +3.6460e-01 -6.7878e-01 -2.3141e-01 +1.1264e-01 +1.0915e-01 -8.8963e-02 +5.2083e-01 +4.4868e-01 +1.5991e-01 -2.0714e-01
26 +5.932303066e+05 +5.932303066e+05 +5.931784266e+05 +5.931784266e+05 +6.1634e-01 -7.6864e-02 -5.4645e-01 +7.0708e-01 -6.4022e-02 -2.9381e-01 -5.4456e-01 +5.3080e-02 +4.6089e-01 +1.0781e-01 +6.0394e-02 -3.3111e-01 +7.4363e-01 +6.9047e-01 -6.0708e-02 -4.5543e-02 +5.1887e-02 -3.3068e-02 -6.9826e-01 -8.1586e-01
% function evaluation | noise-free fitness - Fopt (6.980000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.660958295e+05 +5.660958295e+05 +5.661656295e+05 +5.661656295e+05 +3.8392e-02 -1.2916e-01 -7.9218e-01 -1.3600e-01 +4.0647e-01 +3.6247e-01 -3.0743e-01 -2.6409e-01 +4.6235e-02 +5.9599e-02 -4.6726e-02 -6.6971e-01 -1.6762e-01 +1.5581e-01 +3.0658e-01 -2.5672e-01 +1.5554e-01 +2.2191e-01 +3.7138e-01 +2.9721e-01
27 +3.603896734e+05 +3.603896734e+05 +3.604594734e+05 +3.604594734e+05 -7.0818e-02 -4.8788e-02 +7.3524e-01 -9.4067e-01 +5.3041e-01 -3.8906e-01 -3.9243e-01 -4.5183e-01 +4.6941e-01 -6.7197e-01 +3.8040e-01 +3.7725e-01 -1.1041e-01 -4.6575e-03 +2.6319e-01 +2.9534e-02 +4.2678e-02 +7.5473e-02 +6.3267e-01 +1.3695e-01
% function evaluation | noise-free fitness - Fopt (1.105400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.460022322e+05 +5.460022322e+05 +5.461127722e+05 +5.461127722e+05 -9.3965e-01 +2.9088e-01 +2.4372e-01 +4.3557e-01 -2.4239e-01 +5.4725e-02 -1.7314e-01 -6.6415e-01 +1.6985e-01 -5.1970e-02 +2.7224e-01 +5.2763e-02 +6.3290e-01 -7.3358e-01 -1.0801e-01 +1.0525e-01 -6.9209e-02 +4.9873e-01 -3.7467e-02 -2.3843e-01
2 +3.936904919e+05 +3.936904919e+05 +3.938010319e+05 +3.938010319e+05 -7.7436e-01 -1.0360e-01 +1.1351e-02 -3.3795e-01 -1.2435e-01 +1.8062e-01 +1.9800e-01 +6.3602e-01 +6.0173e-01 +2.4912e-01 +5.6839e-01 +2.0654e-01 -6.3853e-01 +2.6749e-01 -4.1733e-01 -4.1340e-01 -3.4779e-01 -1.8597e-01 -1.1966e-01 -1.9255e-01
% function evaluation | noise-free fitness - Fopt (6.121000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.438386998e+05 +4.438386998e+05 +4.444507998e+05 +4.444507998e+05 +7.6098e-01 +5.9370e-01 +4.3855e-02 -6.1082e-01 -5.2063e-01 -4.2459e-01 +1.0854e-02 +4.9549e-01 +3.0766e-02 +1.2836e-01 +6.2441e-01 +4.0593e-02 +2.1504e-01 +7.4032e-01 +4.0684e-01 +3.8538e-02 -6.2283e-01 +4.5270e-01 +4.7407e-01 +8.6719e-01
6 +3.771643173e+05 +3.771643173e+05 +3.777764173e+05 +3.777764173e+05 +5.9392e-02 +3.8174e-01 +3.8293e-01 +4.3485e-01 -1.1052e-01 -2.4996e-01 -4.5318e-01 -1.6175e-01 -2.8700e-01 +4.8795e-01 -5.9231e-01 +3.5946e-01 +1.0255e-01 -1.7222e-01 +4.4059e-01 +1.0486e-01 -5.2577e-01 -2.7295e-01 -5.8889e-02 -7.0191e-01
