% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.231861076e+04 +1.231861076e+04 +1.177211076e+04 +1.177211076e+04 -1.4395e-01 -4.7058e-01 -1.5222e-01 -1.7637e-01 -1.0749e-01 +6.5568e-01 +1.8121e-01 +6.3921e-02 +2.0645e-01 +4.6130e-01 +1.3968e-01 -4.0305e-01 -3.3116e-01 +5.6585e-02 +6.1542e-01 +3.8900e-02 +1.7347e-01 +4.3252e-02 -1.1342e-01 +7.5276e-01
41 +8.783763413e+03 +8.783763413e+03 +8.237263413e+03 +8.237263413e+03 +9.1487e-02 -5.5596e-02 +1.8501e-02 -1.2098e-01 +7.6173e-01 +1.9772e-01 -7.8393e-02 -7.6289e-01 -3.3658e-01 +5.5879e-01 -8.0886e-01 -4.2987e-02 +5.6621e-01 -6.8190e-01 +2.7347e-01 +2.2974e-01 +8.6606e-01 +4.3174e-02 -2.9938e-01 +6.4570e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.880647636e+04 +1.880647636e+04 +1.980647636e+04 +1.980647636e+04 -4.8135e-01 -4.4524e-01 -5.0448e-01 -1.6827e-01 -8.1846e-02 -2.2116e-01 +1.5266e-01 +6.3169e-01 +9.6033e-01 -7.0190e-01 -6.8045e-02 -1.3915e-01 +4.5278e-02 +9.7189e-01 -5.4146e-01 +1.2238e-01 +3.3289e-01 -6.7297e-01 -9.3868e-02 +6.6548e-02
20 +1.433226269e+04 +1.433226269e+04 +1.533226269e+04 +1.533226269e+04 +5.2066e-01 -2.2990e-01 +2.5969e-01 -1.3821e-02 +1.3303e-01 +2.0769e-01 +4.8743e-01 -1.3602e-01 +5.3734e-01 +1.7174e-01 -4.4791e-01 +3.0434e-01 +7.7747e-02 +3.1784e-01 +3.4684e-01 +2.4862e-01 -2.6012e-01 -1.1662e-01 -3.7625e-01 +5.3811e-01
48 +8.047445764e+03 +8.047445764e+03 +9.047445764e+03 +9.047445764e+03 -2.0295e-02 -6.9519e-02 +2.4782e-01 +5.7586e-01 +4.8438e-02 +4.3683e-02 +3.7199e-01 -3.4516e-01 -2.6777e-01 +2.5884e-02 -3.4254e-01 -7.5406e-02 -4.9282e-03 +2.9083e-01 -7.2952e-01 -1.6836e-01 -6.3521e-01 -2.0203e-03 -4.5092e-01 +2.9888e-01
93 +6.118945290e+03 +6.118945290e+03 +7.118945290e+03 +7.118945290e+03 +4.8185e-01 -8.5815e-01 -6.3645e-02 +6.1109e-01 -2.2723e-02 -6.0781e-01 -9.6094e-03 -1.0010e-01 -5.3259e-01 -1.6033e-02 +7.5264e-03 -4.1333e-02 +4.2981e-01 -8.1594e-01 +8.7181e-02 -4.4870e-01 +1.8338e-01 -6.8990e-01 -7.4788e-01 +5.1277e-01
% function evaluation | noise-free fitness - Fopt (2.083800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.527186163e+04 +2.527186163e+04 +2.548024163e+04 +2.548024163e+04 -3.4638e-01 +6.2096e-01 +6.0191e-01 +1.9742e-01 -4.6027e-01 -1.8447e-01 -1.6280e-01 +1.2264e-01 -8.8197e-01 -8.9713e-02 -2.3100e-01 +7.4874e-01 -1.3600e-01 +3.8735e-01 +8.5956e-01 -4.4470e-01 -5.8863e-01 -3.3552e-01 +4.0334e-01 -4.6669e-01
2 +2.158060091e+04 +2.158060091e+04 +2.178898091e+04 +2.178898091e+04 -4.8037e-01 +6.3941e-01 -3.3623e-01 -6.9060e-01 +8.5990e-02 +3.2383e-01 -5.1986e-01 +8.2748e-01 +3.0932e-01 -2.7800e-01 +1.6069e-01 -6.5374e-02 +3.7565e-01 -3.0601e-02 +2.4095e-01 +4.1335e-01 -1.2091e-02 +4.0634e-01 -4.4275e-01 +1.6891e-01
3 +9.924824045e+03 +9.924824045e+03 +1.013320404e+04 +1.013320404e+04 +3.7250e-01 +4.5181e-01 +2.7928e-02 -2.1905e-01 -7.7320e-01 +5.5886e-01 -2.1666e-01 -3.0917e-01 +5.6540e-01 -7.1280e-02 -7.3994e-01 +1.0967e-01 +2.9476e-01 +2.6864e-01 -3.1818e-03 -1.5589e-01 +5.3500e-01 +3.2485e-02 +3.9782e-01 +9.3247e-01
% function evaluation | noise-free fitness - Fopt (-1.449600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
