% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.504964271e+05 +7.504964271e+05 +7.505323271e+05 +7.505323271e+05 -5.8904e-01 +3.4307e-01 -2.8092e-01 +9.5904e-01 -3.0915e-01 -4.0700e-02 -2.8109e-01 +4.1729e-03 -4.5749e-01 -3.3865e-02 -3.8134e-01 -4.5489e-01 +7.8033e-01 +5.6436e-01 +5.4498e-01 -8.1891e-01 -8.8416e-01 -1.9940e-01 +5.4873e-01 -2.1246e-01
31 +6.190976561e+05 +6.190976561e+05 +6.191335561e+05 +6.191335561e+05 +4.1261e-01 -3.6836e-01 +3.9298e-01 -8.2421e-01 +7.4480e-01 -5.3077e-02 -7.8767e-01 -2.3585e-01 -3.7290e-01 -8.1480e-01 -4.2303e-01 -1.8683e-01 +2.1086e-01 +4.8984e-01 +4.7580e-01 -5.1933e-01 -3.6242e-01 +1.8652e-01 -7.5893e-01 +9.6617e-02
% function evaluation | noise-free fitness - Fopt (3.137000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.960038702e+05 +3.960038702e+05 +3.960352402e+05 +3.960352402e+05 -2.1909e-01 -3.3753e-01 +1.3958e-01 -3.0310e-01 -1.5566e-01 +2.5881e-01 -8.5017e-01 -5.9217e-03 -1.2431e-01 -4.2034e-02 -1.2926e-01 +1.7561e-01 +9.0350e-02 -7.8551e-01 +3.7171e-01 -4.7844e-01 +1.5161e-02 -3.2378e-01 +5.3166e-02 -1.4146e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.275518535e+05 +3.275518535e+05 +3.265518535e+05 +3.265518535e+05 +3.1455e-01 +2.1981e-01 -3.8668e-01 -1.2381e-01 -2.5685e-01 -3.3067e-01 +6.6345e-01 +3.8888e-01 +2.8126e-01 +3.5037e-01 -9.5070e-02 +2.1678e-01 -4.4554e-01 +3.7094e-01 -9.4237e-02 +1.1216e-01 -4.2444e-01 -2.4508e-01 +1.1514e-01 -7.1883e-01
% function evaluation | noise-free fitness - Fopt (1.319200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.068895798e+06 +1.068895798e+06 +1.069027718e+06 +1.069027718e+06 -4.1132e-01 +1.6145e-03 -4.6202e-02 -2.7117e-01 +1.0994e-01 -1.3746e-02 +7.7239e-03 -5.7226e-01 -1.2851e-01 -1.6458e-01 -1.2386e-01 -8.2272e-01 -1.4162e-01 +2.5183e-01 +5.4070e-01 +6.1286e-01 -3.8658e-01 -7.9035e-01 -3.6240e-01 +6.7016e-01
2 +9.569588689e+05 +9.569588689e+05 +9.570907889e+05 +9.570907889e+05 -4.9478e-01 +5.3363e-01 +6.7541e-01 +1.0891e-01 -1.8777e-01 +2.2045e-01 -2.5865e-01 -5.0255e-01 -7.9776e-01 +1.7903e-01 +7.7728e-01 -2.0540e-01 +1.6402e-01 +2.7493e-01 +4.3022e-01 -5.6084e-02 +6.7163e-01 +5.1985e-02 +1.8975e-01 +4.7286e-01
% function evaluation | noise-free fitness - Fopt (5.908400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.468036070e+05 +1.468036070e+05 +1.473944470e+05 +1.473944470e+05 -3.2304e-01 -3.1705e-01 -2.2478e-01 -2.8921e-01 +1.6625e-01 +6.1608e-01 -6.5703e-02 +1.5540e-01 -5.4978e-01 -4.3278e-01 -4.0319e-01 -8.5471e-01 +4.4328e-01 -4.7973e-01 -3.0999e-01 -7.9931e-02 +2.9042e-01 +1.3988e-01 +4.9311e-01 +1.6425e-01
2 +9.113024505e+04 +9.113024505e+04 +9.172108505e+04 +9.172108505e+04 +3.3890e-01 -8.5084e-01 -1.8114e-02 +9.2518e-01 +7.6403e-01 +4.3344e-01 +3.4020e-03 -1.7623e-01 +1.6265e-01 -5.5583e-01 +7.4352e-01 +6.1317e-01 +5.6384e-02 +3.6795e-01 +8.3780e-01 +5.4843e-01 -3.4919e-01 -8.6801e-02 -2.8707e-01 +6.9463e-02
% function evaluation | noise-free fitness - Fopt (-1.280000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.048485976e+05 +4.048485976e+05 +4.048357976e+05 +4.048357976e+05 -3.5691e-01 -2.5971e-01 -5.3003e-01 -2.1660e-01 -3.6117e-01 +3.0945e-01 +3.5039e-01 +7.6669e-01 -7.8526e-01 -1.6738e-01 +2.0967e-01 -3.7318e-01 +4.5661e-01 -1.8926e-01 +3.4138e-01 +5.9754e-01 +4.3652e-01 -5.0010e-01 -6.3836e-01 +1.9836e-01
6 +3.626054827e+05 +3.626054827e+05 +3.625926827e+05 +3.625926827e+05 +6.4927e-01 -8.3316e-02 +3.4911e-01 -3.6653e-01 -7.0826e-01 +6.2701e-01 -1.3479e-01 +3.2154e-01 -2.9574e-01 +1.5274e-01 +1.2734e-01 +3.7389e-02 +9.5106e-02 +2.7988e-01 -1.7607e-01 -1.6661e-03 +2.7383e-01 -3.8598e-01 -4.3366e-01 +1.5875e-01
% function evaluation | noise-free fitness - Fopt (-1.061000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
