% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.437773064e+04 +2.437773064e+04 +2.383123064e+04 +2.383123064e+04 -7.5090e-02 -4.8999e-01 +2.8642e-01 +5.8615e-01 -5.3978e-01 +8.5162e-02 +5.2196e-01 +4.8036e-01 +1.7295e-01 -6.1954e-01 +2.9611e-01 +2.5279e-01 +6.1674e-01 +3.8495e-01 -3.4442e-01 +3.3103e-01 +2.1588e-01 +1.7732e-02 -5.4872e-01 -6.3436e-01
6 +9.951970213e+03 +9.951970213e+03 +9.405470213e+03 +9.405470213e+03 +6.5720e-01 +4.4427e-01 -7.6532e-01 +7.8052e-02 +1.6462e-01 +9.4468e-01 +2.9788e-01 +3.9017e-01 +8.3317e-01 -4.3890e-01 -2.3054e-01 +4.9661e-01 +2.9176e-02 +2.0465e-01 +6.7389e-01 -4.7408e-02 +1.8877e-01 -5.6782e-01 +1.1684e-01 +6.3839e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.526676507e+04 +1.526676507e+04 +1.626676507e+04 +1.626676507e+04 +3.6090e-01 +6.2572e-01 -2.3368e-01 +4.8746e-01 -3.6143e-01 -4.7096e-01 +2.9252e-01 +2.7374e-01 +4.0816e-01 +6.0949e-01 +6.7219e-01 -9.2049e-02 -1.8431e-01 +5.7645e-02 -2.2293e-01 +1.2063e-01 -6.3210e-01 -6.5390e-01 +2.1790e-01 +4.7404e-02
34 +9.728224352e+03 +9.728224352e+03 +1.072822435e+04 +1.072822435e+04 -2.8732e-01 -5.7221e-02 -5.5727e-01 -6.4527e-01 +4.5454e-01 +4.4218e-01 +3.5292e-01 +3.4717e-01 +3.3926e-01 -8.3971e-01 +9.0034e-01 +2.9426e-01 -6.7062e-02 +3.0834e-03 -6.3732e-01 +1.0147e-01 -7.5491e-01 -2.5662e-01 +1.6610e-02 +6.7375e-01
% function evaluation | noise-free fitness - Fopt (2.083800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.446500553e+04 +2.446500553e+04 +2.467338553e+04 +2.467338553e+04 -4.5122e-01 -1.3202e-01 -2.9924e-01 -4.5447e-01 +8.7908e-01 -5.6651e-01 -8.7682e-01 -2.9086e-01 +3.7916e-02 +5.5449e-01 +1.5866e-01 +1.2819e-01 -8.3570e-02 -3.2887e-01 +2.1374e-01 -7.6333e-01 -7.3010e-01 -4.4000e-01 -2.0665e-01 +3.5434e-01
4 +1.401197346e+04 +1.401197346e+04 +1.422035346e+04 +1.422035346e+04 +4.8300e-01 -2.0623e-01 -5.2828e-01 -3.2969e-01 -6.6445e-01 -9.0632e-02 +4.7546e-01 -1.3316e-01 -7.7584e-02 -3.9447e-01 +4.1498e-01 +1.4144e-01 -3.6633e-01 -6.9891e-01 +5.2400e-01 +2.2600e-01 +4.6341e-01 +5.2099e-01 +3.2925e-02 -2.4583e-01
16 +2.271896698e+03 +2.271896698e+03 +2.480276698e+03 +2.480276698e+03 +1.9211e-01 +2.9209e-03 +4.7491e-01 -3.7234e-01 -4.9040e-02 +7.0415e-02 -5.7139e-01 +2.3401e-01 -2.8710e-01 -1.7048e-01 +7.9678e-01 +4.3819e-01 +2.1162e-01 -2.2921e-01 +5.0203e-01 -4.1486e-01 +7.1880e-01 +5.2709e-01 +5.0436e-01 +7.1515e-01
% function evaluation | noise-free fitness - Fopt (-1.449600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.103676885e+04 +3.103676885e+04 +3.089180885e+04 +3.089180885e+04 +5.0937e-02 -6.7764e-01 +6.0040e-02 -3.1730e-01 +2.4994e-01 +2.8984e-02 +5.5305e-01 +5.3337e-01 -2.3049e-01 +7.0153e-01 +9.1325e-02 +4.5054e-01 -3.4826e-01 +3.5968e-01 -3.7109e-01 -4.5620e-02 +9.2520e-01 -4.3526e-01 -3.1467e-01 +2.5996e-01
2 +2.255592715e+04 +2.255592715e+04 +2.241096715e+04 +2.241096715e+04 -3.0403e-01 -1.1871e-01 -8.2827e-01 -9.2375e-02 -5.3233e-02 +4.7185e-01 +5.1785e-01 -6.4307e-01 +1.7124e-01 -2.6001e-01 -6.5337e-01 -1.7137e-01 -4.2289e-01 +1.5028e-01 -3.2725e-01 -9.1596e-02 +2.4536e-01 +1.2397e-01 -1.4850e-01 -6.6451e-01
3 +1.182740673e+04 +1.182740673e+04 +1.168244673e+04 +1.168244673e+04 +6.2991e-01 +7.4379e-01 -1.6261e-03 +4.7481e-02 +2.6014e-01 +2.7697e-01 +1.3251e-01 +3.7313e-01 -1.2915e-01 -2.4479e-01 -5.7150e-01 +2.3356e-01 +1.2745e-01 +6.6911e-01 +6.2266e-01 +2.5277e-01 -4.3971e-01 -2.3055e-01 +6.9705e-01 +4.5403e-01
34 +8.512292468e+03 +8.512292468e+03 +8.367332468e+03 +8.367332468e+03 +3.4586e-01 -1.6059e-01 +3.2674e-01 +5.8776e-01 +5.9633e-01 +5.9608e-01 -6.9054e-01 +5.5866e-02 +2.9614e-01 +2.5775e-01 -8.5012e-01 -2.2376e-01 +5.3273e-02 -1.9654e-01 +4.9749e-01 +2.1838e-01 +4.5184e-02 -4.3578e-01 +5.2013e-01 -5.5741e-01
% function evaluation | noise-free fitness - Fopt (-6.300000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.990389449e+04 +1.990389449e+04 +1.989759449e+04 +1.989759449e+04 +2.5939e-01 +4.7517e-01 +1.2572e-01 +3.0240e-01 -1.7407e-01 -3.5607e-01 -5.3789e-01 +7.4988e-01 -3.9343e-01 -3.0394e-01 -7.9554e-01 -4.2963e-01 -2.0899e-02 +7.4278e-02 +1.7077e-01 -2.4181e-02 +3.3833e-01 +1.2375e-01 -3.9872e-01 -1.7792e-02
6 +1.391043650e+04 +1.391043650e+04 +1.390413650e+04 +1.390413650e+04 -1.0560e-01 +1.3945e-01 +8.6672e-02 +5.8328e-01 +6.3245e-01 +8.3997e-02 +1.8293e-01 +2.3932e-01 +2.9872e-01 +8.7893e-01 -6.2825e-01 -2.6603e-01 -1.4552e-01 +1.8698e-01 -4.6810e-01 -4.5766e-01 -2.5774e-01 -3.4421e-01 -6.8175e-02 -8.9697e-02
9 +7.995798265e+03 +7.995798265e+03 +7.989498265e+03 +7.989498265e+03 +1.0068e-01 +6.7044e-01 -6.7367e-01 +3.2153e-01 +3.1034e-01 -7.0957e-02 +6.8630e-04 +5.4402e-01 +2.0675e-02 -1.4261e-01 -5.5685e-01 +1.1002e-01 +2.2134e-02 -2.4357e-01 -6.2924e-01 +7.7976e-03 +3.5633e-02 -7.8393e-01 -3.7171e-01 -3.5338e-01
91 +6.086103886e+03 +6.086103886e+03 +6.079803886e+03 +6.079803886e+03 -2.8450e-01 +2.6905e-01 -6.3532e-01 +2.3680e-01 +3.9860e-01 +3.9006e-01 +2.1371e-01 +3.0086e-01 -7.4875e-02 -4.4298e-01 -8.5611e-02 +4.6123e-01 -2.2646e-01 +3.2849e-01 -4.3678e-01 +4.5612e-02 -2.6782e-01 -1.3856e-01 -5.2795e-01 -5.6914e-01
% function evaluation | noise-free fitness - Fopt (-3.790000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.903418953e+04 +1.903418953e+04 +1.903039953e+04 +1.903039953e+04 +4.6859e-01 -2.1411e-01 -3.6040e-01 -5.0594e-02 -5.9846e-01 +3.3487e-01 -6.2780e-01 +2.9295e-01 -2.5195e-01 -2.9874e-01 -6.3544e-02 -5.3612e-01 -6.7316e-02 -1.7028e-01 -1.9341e-01 -7.0294e-01 -9.3762e-02 -1.1302e-02 -6.2217e-01 -4.0013e-01
3 +1.370161562e+04 +1.370161562e+04 +1.369782562e+04 +1.369782562e+04 +1.4760e-02 -1.6781e-01 +2.0391e-02 +3.3748e-01 -2.1805e-01 -3.0900e-01 -1.8432e-01 -2.3956e-01 -1.3575e-01 +3.7389e-01 +6.1099e-01 +2.1319e-01 -4.5226e-01 +2.5346e-01 +5.7236e-02 -5.5288e-02 +4.5168e-02 -1.6664e-01 -5.2030e-01 -2.0708e-01
