% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.877039267e+04 +2.877039267e+04 +2.822389267e+04 +2.822389267e+04 -3.2760e-01 -2.4627e-01 +3.2126e-01 +4.9152e-01 +9.4661e-02 -3.8088e-01 -5.9241e-01 +2.9513e-01 -1.5757e-01 -6.2496e-01 +4.5421e-03 +4.7384e-01 +5.6615e-02 -1.7977e-01 -1.8072e-01 -2.2063e-01 -4.6364e-01 +4.8317e-02 +3.6407e-01 -2.6384e-01
6 +2.127843995e+04 +2.127843995e+04 +2.073193995e+04 +2.073193995e+04 +2.8063e-01 +9.8699e-02 +8.6895e-02 +4.3843e-01 +1.0745e-01 +2.1438e-01 -3.7144e-01 +2.5627e-01 +4.9337e-02 -4.5902e-01 +8.0366e-01 -2.5206e-02 +6.5366e-01 +1.5277e-01 +2.8248e-01 -5.7507e-01 +3.5586e-01 -2.8364e-01 +2.1447e-01 -5.8459e-01
12 +9.149628946e+03 +9.149628946e+03 +8.603128946e+03 +8.603128946e+03 -4.6480e-01 -4.6242e-01 +1.2487e-01 +3.3066e-01 -3.7238e-01 -3.6903e-01 -4.2928e-01 +4.6143e-01 -6.3959e-01 -6.4080e-02 +2.8956e-01 -5.0945e-01 -1.4348e-01 +3.0540e-01 +1.2893e-01 -3.0714e-01 +6.5467e-01 -6.2298e-01 -3.6696e-02 +4.8731e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.888466441e+04 +1.888466441e+04 +1.988466441e+04 +1.988466441e+04 -9.0763e-01 +7.6578e-01 -5.6555e-01 -8.1355e-02 -7.2828e-02 +6.3736e-01 -2.6440e-01 -1.1450e-01 -6.0261e-01 +3.1393e-01 -2.4633e-02 -1.2272e-02 +3.6150e-01 +7.9225e-01 -7.1451e-01 -2.0411e-01 -3.9494e-01 -2.3752e-01 +2.2822e-01 +8.6075e-03
5 +1.401694867e+04 +1.401694867e+04 +1.501694867e+04 +1.501694867e+04 -4.5892e-01 -4.8402e-01 -2.6070e-01 +1.1415e-01 -9.0084e-02 +1.9199e-01 -9.8231e-02 +4.0723e-01 +2.2273e-01 -5.8766e-02 +3.1900e-01 +3.6274e-01 +2.8405e-02 -4.0034e-02 +1.6162e-01 -4.3083e-01 -4.9895e-01 +6.3857e-01 -4.0686e-01 +7.2775e-01
44 +8.989914079e+03 +8.989914079e+03 +9.989914079e+03 +9.989914079e+03 -3.9423e-01 -7.6713e-01 -6.5171e-03 +8.0445e-01 -8.1847e-01 +2.3742e-01 +7.0972e-01 -2.7615e-01 +2.0430e-01 +3.8934e-01 +3.8530e-01 -3.4019e-01 -2.3569e-01 -4.8515e-02 -4.3442e-01 -4.2339e-01 +2.0722e-02 -1.0991e-01 -4.4577e-01 +3.3276e-01
% function evaluation | noise-free fitness - Fopt (2.083800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.408376620e+04 +1.408376620e+04 +1.429214620e+04 +1.429214620e+04 +5.4593e-01 +3.1768e-01 -4.1564e-01 -2.2078e-01 -1.2736e-01 +5.7937e-02 -1.0226e-01 -2.4413e-02 -3.9979e-01 +1.6702e-01 -6.1498e-01 +5.9405e-01 +5.7052e-01 +1.6524e-01 +3.2794e-01 -8.3512e-02 +4.0620e-01 +3.2444e-01 -7.1150e-02 +1.9188e-01
71 +5.544419125e+03 +5.544419125e+03 +5.752799125e+03 +5.752799125e+03 -1.5334e-01 +4.0583e-01 -2.7724e-01 -5.0825e-01 -4.2240e-01 -5.7033e-02 -1.2831e-01 -1.2442e-01 -3.2665e-01 +6.2302e-01 +6.3465e-01 +7.4646e-01 +5.4125e-01 +2.1102e-01 +5.0126e-01 -2.1279e-01 +8.3179e-01 +9.0406e-01 +3.2768e-01 +4.8468e-01
% function evaluation | noise-free fitness - Fopt (-1.449600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.670554099e+04 +2.670554099e+04 +2.656058099e+04 +2.656058099e+04 +2.1694e-01 -2.5748e-01 +2.8185e-01 +4.7174e-01 -3.8860e-01 +4.2736e-01 +3.9445e-01 +3.2979e-01 -4.5302e-01 -1.6376e-01 -8.5593e-02 -2.0426e-01 -5.8479e-01 +6.9026e-01 -3.1653e-01 -2.5391e-02 -8.4063e-02 +6.5136e-01 -4.7195e-01 -9.0946e-01
2 +1.685719546e+04 +1.685719546e+04 +1.671223546e+04 +1.671223546e+04 -2.3914e-03 +9.6417e-02 -3.1897e-01 +4.9224e-01 +5.7691e-01 +1.4862e-01 +2.4940e-02 -5.3279e-01 +3.6692e-02 +1.5010e-02 -2.2591e-02 -4.0863e-01 +3.5043e-01 -1.6943e-01 -3.6579e-01 +3.0177e-01 -6.6726e-01 +6.5372e-01 +3.6134e-01 -3.1201e-01
10 +1.457795427e+04 +1.457795427e+04 +1.443299427e+04 +1.443299427e+04 -9.9909e-03 +7.1569e-01 +6.2895e-01 +5.3899e-01 +6.7401e-01 -2.0612e-01 +4.8914e-01 -3.5734e-01 +2.5916e-01 +2.7209e-01 -1.2760e-02 +9.1712e-01 -8.7983e-01 -2.2423e-01 +2.6767e-01 +1.2458e-01 +2.4797e-01 -3.4519e-01 +5.6304e-01 -4.7725e-02
42 +7.049909822e+03 +7.049909822e+03 +6.904949822e+03 +6.904949822e+03 +4.8615e-01 -3.2285e-01 -2.5482e-02 -1.3699e-01 +1.5202e-02 +1.7542e-01 +3.5348e-01 +1.6797e-01 -3.1474e-01 +2.5325e-01 +5.8859e-01 +7.8186e-02 +6.1260e-01 -6.3530e-01 +2.2356e-01 -7.2668e-02 -4.8080e-01 -8.3458e-01 +5.8294e-01 -3.3660e-01
% function evaluation | noise-free fitness - Fopt (-6.300000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.815210526e+04 +1.815210526e+04 +1.814580526e+04 +1.814580526e+04 -5.4760e-01 -7.0544e-01 +4.9897e-01 +2.8499e-01 +1.0053e-01 +4.2706e-01 -9.2853e-01 +6.3328e-01 -2.9479e-01 -2.7664e-01 +7.5196e-01 +2.0298e-01 -2.1474e-01 -4.7453e-02 +2.9995e-01 -3.5892e-01 -8.4271e-01 -3.0532e-01 +1.7021e-02 +2.1669e-03
