% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.852999225e+06 +9.852999225e+06 +9.852789345e+06 +9.852789345e+06 +1.6413e-02 +2.3064e-01 +3.4436e-01 -3.4048e-01 +7.2108e-01 -2.6457e-01 -3.6190e-01 +5.4580e-01 -4.5855e-01 -2.8750e-02 -4.2087e-01 -8.6122e-01 -5.8401e-01 +3.2748e-01 +4.5459e-01 +3.9593e-01 -5.0798e-02 +3.2364e-01 -6.0162e-01 -2.6723e-01
% function evaluation | noise-free fitness - Fopt (-9.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.924766329e+06 +8.924766329e+06 +8.924674239e+06 +8.924674239e+06 -2.8901e-01 -1.2463e-03 -3.2128e-01 -6.0312e-02 -2.4748e-01 +1.1139e-01 -5.0541e-01 +5.3463e-02 +7.1151e-01 -2.8623e-01 +7.9590e-01 +3.3908e-03 +6.2075e-01 +3.7793e-01 +1.7422e-01 +4.5781e-01 -4.0531e-02 -8.9154e-02 -2.3067e-01 -2.1864e-01
39 +5.971553292e+06 +5.971553292e+06 +5.971461202e+06 +5.971461202e+06 -4.2165e-01 -1.2626e-01 -2.1414e-01 -7.4024e-01 -3.3693e-01 +1.9588e-02 +5.5898e-01 -3.8100e-01 +3.3080e-01 -4.3011e-01 +5.1291e-01 +3.2856e-01 -5.3952e-02 +7.6197e-01 +2.1322e-01 -6.1602e-01 -3.7295e-01 +3.3675e-01 +6.6207e-01 -3.8368e-01
% function evaluation | noise-free fitness - Fopt (-8.789000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.082331046e+07 +1.082331046e+07 +1.082322257e+07 +1.082322257e+07 -5.5643e-01 -4.6130e-01 -2.5081e-01 -3.3690e-01 -3.6565e-01 +3.0644e-01 -3.7493e-01 +3.3340e-01 -8.0880e-01 -7.2096e-01 +3.2731e-01 +7.4794e-03 -1.2355e-01 -1.1552e-01 +1.2874e-01 +3.1988e-01 +6.2779e-02 +7.4717e-01 +1.8369e-01 +6.8257e-02
4 +9.962487014e+06 +9.962487014e+06 +9.962399124e+06 +9.962399124e+06 +4.9415e-01 -4.3819e-01 +2.5323e-01 +3.4910e-01 -5.7418e-01 +1.5175e-01 -3.6662e-02 +3.9705e-01 +2.2423e-01 +5.4369e-01 +4.3503e-01 +8.4510e-01 +1.2403e-01 -2.3173e-02 +3.5543e-01 -3.3551e-01 +1.4654e-01 -1.2159e-01 -2.4480e-01 +3.4080e-01
% function evaluation | noise-free fitness - Fopt (3.201900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.643762689e+06 +4.643762689e+06 +4.644082879e+06 +4.644082879e+06 +4.0092e-01 +7.0445e-01 +1.0748e-02 -7.9831e-03 +2.9830e-01 -6.7791e-01 +3.0521e-01 -2.7787e-01 +1.3400e-01 +6.1928e-01 -5.2982e-01 -4.9962e-01 -1.8944e-01 +3.5273e-01 -3.5350e-01 +4.2744e-01 +1.2435e-01 +5.1548e-01 +7.2883e-01 +3.2505e-01
% function evaluation | noise-free fitness - Fopt (-1.042400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
