% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.543850999e+01 +6.543850999e+01 +1.892685100e+02 +1.892685100e+02 +1.2800e-01 -1.7636e-01 -2.7424e-01 +5.1349e-01 -1.6598e-01 +4.7911e-01 +8.5519e-02 -3.9902e-02 +3.7028e-01 +9.8467e-02
% function evaluation | noise-free fitness - Fopt (4.751000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.812336297e+02 +1.812336297e+02 +2.287436297e+02 +2.287436297e+02 -1.7374e-01 -1.7513e-01 +1.5534e-01 -7.8596e-01 +6.8087e-01 -2.4722e-01 +4.2796e-01 -3.0207e-01 +1.2161e-01 +6.3053e-02
16 +1.466805445e+02 +1.466805445e+02 +1.941905445e+02 +1.941905445e+02 +1.2322e-01 -2.2263e-01 +1.3118e-02 +2.3468e-01 -4.4920e-01 -6.0738e-01 +5.4386e-01 +2.8254e-01 +3.6041e-03 -2.7878e-01
44 +8.971191347e+01 +8.971191347e+01 +1.372219135e+02 +1.372219135e+02 -3.3713e-01 +4.4701e-01 -2.9144e-01 +2.1216e-01 +7.2521e-01 -4.5842e-01 -5.3043e-01 -1.3626e-01 -5.6701e-01 +1.7162e-01
% function evaluation | noise-free fitness - Fopt (5.534000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.257539110e+02 +3.257539110e+02 +3.810939110e+02 +3.810939110e+02 +2.9064e-01 +7.1043e-02 +4.6836e-01 +9.4178e-02 -6.5369e-01 -5.3099e-01 +2.0094e-01 +5.3746e-01 -1.7065e-01 -5.4062e-01
4 +1.226107225e+02 +1.226107225e+02 +1.779507225e+02 +1.779507225e+02 +3.5407e-01 -1.1151e-01 -4.2672e-01 +3.5245e-01 -5.8893e-01 -1.2823e-01 +1.0931e-01 +3.8848e-01 +7.3598e-01 +8.3912e-02
17 +6.024187416e+01 +6.024187416e+01 +1.155818742e+02 +1.155818742e+02 +6.5320e-02 +1.1719e-02 -3.1535e-01 -8.3556e-02 -4.8486e-01 -3.7315e-01 -1.7665e-01 -5.7274e-01 +2.3838e-01 +4.9245e-01
% function evaluation | noise-free fitness - Fopt (-9.033000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.016417122e+02 +4.016417122e+02 +3.113117122e+02 +3.113117122e+02 -7.1259e-01 -6.3214e-01 +5.4101e-01 +4.3984e-02 -4.9754e-01 +1.3092e-01 -2.1829e-01 -7.0429e-01 +3.2716e-01 +2.8830e-02
3 +3.319597182e+02 +3.319597182e+02 +2.416297182e+02 +2.416297182e+02 -9.0964e-02 -7.4164e-01 -2.9900e-01 +6.0074e-01 -3.0734e-01 +8.3905e-02 -1.9459e-01 +3.3112e-01 -4.2648e-01 +1.2331e-01
9 +8.153001435e+01 +8.153001435e+01 -8.799985648e+00 -8.799985648e+00 -2.4048e-01 +3.5520e-01 -1.0162e-01 -3.7797e-01 -2.2090e-01 -2.5238e-02 -3.2451e-01 +2.0988e-01 -1.8475e-01 -5.8314e-01
18 +4.734745248e+01 +4.734745248e+01 -4.298254752e+01 -4.298254752e+01 +3.0781e-01 -8.3016e-02 -5.8991e-02 +2.8884e-01 -2.1135e-01 -1.0164e-01 +7.0593e-01 +2.8563e-01 +1.2248e-01 +9.4405e-02
% function evaluation | noise-free fitness - Fopt (6.561000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.744573192e+02 +4.744573192e+02 +5.400673192e+02 +5.400673192e+02 +2.6904e-01 -6.6146e-01 +5.4151e-01 +1.1192e-01 +5.9253e-01 -4.0491e-01 +2.6714e-01 -3.7355e-01 +4.6569e-01 +1.0174e-01
2 +2.369135761e+02 +2.369135761e+02 +3.025235761e+02 +3.025235761e+02 -5.2214e-01 +3.0506e-01 +7.4755e-01 +6.9804e-02 +3.5340e-01 +8.7454e-01 +1.0052e-01 -1.7205e-01 -9.5328e-02 +4.3194e-01
9 +1.340039551e+02 +1.340039551e+02 +1.996139551e+02 +1.996139551e+02 -2.2055e-01 +2.8124e-01 -2.3622e-01 -5.5952e-02 +1.1064e-01 -2.9580e-01 -1.9477e-01 -3.3764e-01 -1.2847e-01 -8.6840e-02
% function evaluation | noise-free fitness - Fopt (-1.536000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.390835020e+02 +5.390835020e+02 +5.237235020e+02 +5.237235020e+02 -2.8421e-01 +1.9680e-01 +6.7729e-01 +6.4853e-01 +4.5866e-01 -6.0677e-02 +2.9307e-01 +4.8109e-01 -4.7699e-01 -7.0068e-01
2 +2.422343118e+02 +2.422343118e+02 +2.268743118e+02 +2.268743118e+02 +1.1530e-01 -9.9050e-02 +3.4645e-02 -1.8452e-01 +4.2367e-01 -1.0300e-02 +9.0872e-01 +3.6050e-01 +1.9859e-01 +8.2471e-02
4 +1.325524852e+02 +1.325524852e+02 +1.171924852e+02 +1.171924852e+02 +6.9856e-01 -2.0117e-01 -7.1734e-02 -4.6661e-01 -7.0361e-01 +6.4760e-01 -3.5525e-01 -9.5926e-02 +2.2062e-01 +3.2514e-01
7 +7.614654098e+01 +7.614654098e+01 +6.078654098e+01 +6.078654098e+01 +5.4220e-01 -3.4718e-01 +6.1646e-01 -2.5326e-01 -1.5969e-01 +1.8841e-01 +4.2601e-02 +2.4282e-01 +4.6213e-01 +3.1786e-01
% function evaluation | noise-free fitness - Fopt (-1.318000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.952542140e+02 +3.952542140e+02 +3.820742140e+02 +3.820742140e+02 +3.4680e-01 -4.8849e-01 +4.8736e-01 +2.9608e-01 -8.8394e-03 +8.4333e-01 -2.3027e-01 +2.1395e-01 +5.0589e-01 +6.4103e-01
2 +2.386119565e+02 +2.386119565e+02 +2.254319565e+02 +2.254319565e+02 -1.2007e-01 -3.5034e-01 -7.6469e-01 +6.0371e-02 +2.6403e-01 -2.1975e-01 -3.4570e-01 +2.0980e-01 +5.0299e-01 +3.1892e-02
18 +5.829708353e+01 +5.829708353e+01 +4.511708353e+01 +4.511708353e+01 -1.9782e-01 +3.8021e-01 +2.1706e-01 +2.5832e-01 +4.0733e-01 -3.8805e-01 +5.7315e-02 -4.5956e-01 +2.0602e-01 +2.5262e-01
% function evaluation | noise-free fitness - Fopt (-6.052000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.381111939e+02 +2.381111939e+02 +1.775911939e+02 +1.775911939e+02 +4.2870e-01 -4.9669e-01 -2.8158e-01 +1.6605e-01 -2.2290e-01 -3.3331e-01 +2.8408e-01 +1.2246e-01 +3.3815e-01 -1.9520e-01
17 +1.373195188e+02 +1.373195188e+02 +7.679951881e+01 +7.679951881e+01 -5.6770e-01 +1.9668e-01 +3.3760e-01 +2.9368e-01 -1.3919e-01 +6.6200e-01 +9.3137e-02 -1.9118e-01 -1.1496e-01 -3.3536e-01
22 +6.948501926e+01 +6.948501926e+01 +8.965019259e+00 +8.965019259e+00 +3.8270e-01 -2.9218e-01 -1.0382e-01 -4.1449e-01 +2.7244e-01 +1.1102e-01 -3.9988e-01 +7.4595e-02 -3.1198e-01 +1.8453e-01
% function evaluation | noise-free fitness - Fopt (1.844000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.058022695e+02 +8.058022695e+02 +9.902022695e+02 +9.902022695e+02 -4.4681e-01 +1.9245e-01 -5.3203e-01 -7.0709e-01 +2.8144e-01 -6.8282e-01 +6.2024e-01 -2.1817e-01 +3.5864e-01 +4.6818e-01
2 +4.888218698e+02 +4.888218698e+02 +6.732218698e+02 +6.732218698e+02 -3.1456e-01 +2.8641e-01 -8.1973e-01 -2.1619e-02 +2.7800e-01 +1.4347e-01 -5.4919e-01 -2.1646e-01 -6.5287e-01 +3.4566e-01
4 +2.651970938e+02 +2.651970938e+02 +4.495970938e+02 +4.495970938e+02 +2.3818e-01 -1.2426e-01 +6.0929e-01 +2.2571e-01 -6.7922e-02 +2.1715e-01 +4.8112e-01 -5.2362e-01 +2.0209e-01 +6.7123e-01
11 +2.027614526e+02 +2.027614526e+02 +3.871614526e+02 +3.871614526e+02 -1.1484e-01 -5.4972e-01 +1.2526e-01 -6.3997e-01 -1.5977e-01 -3.2143e-01 +2.3205e-01 +5.8081e-01 -3.1195e-01 +4.2724e-01
13 +1.025860037e+02 +1.025860037e+02 +2.869860037e+02 +2.869860037e+02 +1.7685e-01 -2.0776e-02 -5.1472e-01 -2.7970e-02 -3.3410e-01 +6.7503e-03 -6.3526e-04 -3.8317e-01 +2.8431e-01 +4.9942e-01
44 +6.560300984e+01 +6.560300984e+01 +2.500030098e+02 +2.500030098e+02 -2.2219e-01 +9.1411e-04 -7.4089e-02 +4.7294e-02 -6.4802e-01 +1.0716e-02 +3.1837e-01 +2.5980e-01 -5.2068e-01 +6.7511e-01
% function evaluation | noise-free fitness - Fopt (2.277700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.345258838e+02 +1.345258838e+02 +3.622958838e+02 +3.622958838e+02 +2.5238e-01 +4.6476e-01 +3.1447e-01 -3.7070e-02 +2.6025e-01 -2.6393e-01 -4.5389e-01 +2.6061e-01 -4.8937e-01 -2.1834e-01
32 +7.448886758e+01 +7.448886758e+01 +3.022588676e+02 +3.022588676e+02 +3.5673e-01 +3.5140e-03 +3.6496e-01 -3.2897e-01 +2.1626e-02 -1.6270e-02 +1.3201e-01 +4.9204e-01 +4.5558e-01 +1.7864e-01
% function evaluation | noise-free fitness - Fopt (9.640000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.875676934e+02 +1.875676934e+02 +2.839676934e+02 +2.839676934e+02 +5.4389e-01 -1.7440e-02 -7.1327e-02 -1.0136e-03 +5.1081e-01 -3.9037e-03 +5.0767e-01 -4.4277e-01 -1.1173e-01 -3.0916e-01
2 +1.146053270e+02 +1.146053270e+02 +2.110053270e+02 +2.110053270e+02 +4.2452e-02 -7.4398e-02 +4.4455e-01 -4.7574e-01 +1.2281e-01 +2.8617e-01 +9.4882e-02 +5.3393e-02 +1.6841e-01 -1.3446e-01
% function evaluation | noise-free fitness - Fopt (-9.045000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.437347499e+02 +5.437347499e+02 +4.532847499e+02 +4.532847499e+02 -7.3795e-01 +1.9680e-02 -6.8101e-02 +1.6831e-01 +8.3362e-01 -2.6872e-01 +6.7736e-01 -1.6029e-01 +1.0841e-01 -1.7881e-01
2 +1.188178071e+02 +1.188178071e+02 +2.836780708e+01 +2.836780708e+01 +1.6740e-01 -1.2000e-01 -2.8573e-01 -4.7648e-02 -3.9428e-01 -2.7714e-01 +1.4335e-01 +2.2970e-01 +3.9048e-01 -7.3621e-02
10 +7.457268492e+01 +7.457268492e+01 -1.587731508e+01 -1.587731508e+01 +3.4082e-01 +6.6261e-01 -1.8699e-01 -4.9017e-01 -8.3207e-01 +1.8282e-01 +2.7638e-01 +4.6445e-02 +1.5433e-02 +8.6980e-02
% function evaluation | noise-free fitness - Fopt (3.995000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.666623544e+02 +2.666623544e+02 +3.066123544e+02 +3.066123544e+02 -6.4911e-02 -7.3257e-01 +5.4695e-01 +6.3188e-01 -1.2283e-01 +1.6000e-01 -2.7541e-01 +1.1641e-01 -1.3266e-01 +2.5788e-01
