% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.822920991e+04 +1.822920991e+04 +1.768270991e+04 +1.768270991e+04 +6.8652e-01 -4.7291e-01 -6.6053e-01 +2.5449e-02 -6.4314e-01 +3.7468e-01 +1.0552e-01 +9.3620e-02 -5.0254e-01 -3.1312e-01 -1.6460e-02 +3.7710e-01 +5.6728e-02 +1.3320e-01 +7.8037e-02 +6.3209e-01 +7.4346e-02 +2.1680e-03 -2.5678e-01 +1.5802e-01
8 +9.691397822e+03 +9.691397822e+03 +9.144897822e+03 +9.144897822e+03 -3.4506e-01 +8.1378e-02 -8.9842e-02 +5.3755e-02 +4.7535e-01 -4.6072e-01 +8.2575e-01 -1.9621e-01 -5.3038e-01 -2.9864e-01 -3.5516e-01 -2.0136e-01 +3.5005e-01 +3.4545e-01 -4.9608e-02 -2.6613e-01 -1.6003e-01 -7.9464e-01 -3.6451e-01 +4.3264e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.583860716e+04 +2.583860716e+04 +2.683860716e+04 +2.683860716e+04 +6.0363e-02 -3.1222e-01 -1.6315e-01 -5.0068e-01 +4.6868e-01 -7.5812e-01 -3.4416e-01 +5.0393e-01 +1.4612e-01 -3.5891e-01 +2.4304e-01 +1.5074e-01 -2.4355e-02 +1.8958e-01 +3.7508e-01 -1.3686e-01 +6.0784e-01 +9.5272e-02 -2.2993e-01 -1.8406e-01
3 +1.362351670e+04 +1.362351670e+04 +1.462351670e+04 +1.462351670e+04 +1.5615e-01 +7.1795e-01 +7.7195e-01 +2.5221e-01 +7.1821e-01 -2.1865e-01 -4.2377e-02 -6.1180e-01 -3.8676e-01 -7.4813e-03 +1.7930e-01 -1.0913e-01 -4.2980e-01 -2.3264e-01 +4.2750e-01 -1.2757e-01 +9.6640e-02 -2.2385e-01 -5.7245e-01 -1.9299e-02
23 +6.538149073e+03 +6.538149073e+03 +7.538149073e+03 +7.538149073e+03 -3.1948e-01 +3.3603e-01 -8.2487e-01 -4.8885e-01 +1.9760e-01 -5.5733e-01 -7.2137e-01 +5.3773e-01 -6.4134e-02 -4.0000e-02 -2.0146e-01 +5.2260e-01 -2.4438e-02 +8.1776e-02 -3.4650e-01 -2.7324e-01 -1.9636e-01 -1.6493e-01 -7.6087e-01 +5.8574e-01
% function evaluation | noise-free fitness - Fopt (2.083800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.841192638e+04 +1.841192638e+04 +1.862030638e+04 +1.862030638e+04 -4.8628e-02 +1.6485e-01 -7.2977e-01 +4.7578e-01 -1.1005e-01 +8.1638e-01 -7.4619e-01 +7.5162e-01 -4.0373e-01 -1.1042e-01 -7.1480e-01 -2.9607e-01 -1.4215e-01 -4.1096e-02 -7.4886e-02 -4.2709e-02 -3.5197e-01 +4.4906e-01 -2.4727e-01 +4.0545e-01
4 +1.034471927e+04 +1.034471927e+04 +1.055309927e+04 +1.055309927e+04 -3.8411e-01 +2.5422e-01 -1.5790e-01 -4.4932e-01 +5.8180e-01 -2.1189e-01 +1.6602e-01 +4.3387e-01 -7.3307e-01 -5.7627e-01 +4.4625e-01 +4.2902e-01 +3.9554e-01 -1.1958e-01 -6.2933e-01 -6.9918e-01 -2.7807e-01 +3.4753e-01 +5.6906e-01 +7.5176e-01
39 +9.381351552e+03 +9.381351552e+03 +9.589731552e+03 +9.589731552e+03 -8.7775e-02 -5.7281e-02 -2.9644e-02 +4.8194e-01 +8.7717e-02 -6.7331e-01 +6.2880e-02 -2.3610e-01 -2.6754e-01 -1.2984e-01 -5.0069e-01 -5.7719e-01 -1.5162e-01 +1.2294e-01 -1.9886e-01 -7.6028e-01 +2.5176e-01 -1.0963e-01 +8.7028e-01 +5.9711e-01
86 +6.066591569e+03 +6.066591569e+03 +6.274971569e+03 +6.274971569e+03 +3.8494e-01 +2.0234e-01 -2.7733e-01 -7.4428e-01 -5.0448e-02 -3.8111e-01 -3.3301e-01 -2.0409e-01 +3.3655e-01 +1.4086e-02 -1.4764e-02 +2.5221e-01 -3.3993e-01 +5.8065e-01 +4.1269e-01 -1.0390e-01 +3.3370e-02 +5.9455e-01 +5.8998e-01 +9.3731e-01
% function evaluation | noise-free fitness - Fopt (-1.449600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.430283695e+04 +3.430283695e+04 +3.415787695e+04 +3.415787695e+04 -4.8408e-02 -6.9813e-02 -7.4178e-01 -8.2230e-01 +3.1178e-01 -5.4033e-01 -2.6130e-01 -2.6476e-03 -4.2105e-01 -2.1764e-01 -1.6434e-01 -6.2544e-01 +1.4163e-01 -1.4729e-01 -1.2477e-01 -3.4328e-01 -1.2420e-01 +5.2159e-01 -6.2123e-01 -8.6165e-02
4 +1.994445326e+04 +1.994445326e+04 +1.979949326e+04 +1.979949326e+04 +5.9487e-01 -1.2054e-01 +6.1630e-01 +4.9261e-01 -8.2043e-01 -4.5865e-01 +2.8470e-01 +6.4110e-01 -1.9081e-01 +6.9997e-01 +1.3621e-02 +2.5793e-01 -8.2535e-01 -1.8436e-01 -3.9308e-02 -1.5050e-01 +4.0726e-01 -8.1769e-01 +3.4139e-01 +1.7635e-01
5 +1.031744421e+04 +1.031744421e+04 +1.017248421e+04 +1.017248421e+04 -1.8766e-01 +2.1012e-01 -4.1411e-01 -5.1163e-01 +2.4592e-01 +8.2770e-01 -2.4397e-01 -6.5100e-01 -4.7451e-02 +2.5737e-01 -1.8840e-01 +3.3418e-01 -3.2132e-01 -5.7085e-02 +2.8768e-01 -8.1461e-02 +1.6975e-01 -1.4124e-01 +5.7567e-01 -7.6608e-01
20 +9.784163198e+03 +9.784163198e+03 +9.639203198e+03 +9.639203198e+03 -3.4466e-02 +1.6497e-01 -5.7956e-01 +2.6186e-01 -2.9330e-01 +2.6442e-01 +2.4244e-01 +7.9423e-01 +3.1421e-01 -1.9870e-01 -4.3370e-02 -3.0053e-01 +5.0236e-01 -1.4003e-01 +9.0257e-02 -3.3105e-01 -5.7072e-02 -7.4666e-01 +4.9846e-01 -3.7250e-01
64 +4.195155875e+03 +4.195155875e+03 +4.050195875e+03 +4.050195875e+03 +1.8862e-02 +5.7053e-01 -7.9837e-01 +1.4584e-01 -3.8899e-01 -7.4501e-01 +6.2284e-01 -4.9773e-01 +2.4962e-01 -3.3179e-01 +5.7250e-01 +1.4018e-01 +5.1861e-01 +2.3489e-01 +5.4717e-01 -4.7343e-02 -3.5667e-01 -4.9205e-01 +6.0498e-01 -5.5064e-01
% function evaluation | noise-free fitness - Fopt (-6.300000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.101586325e+04 +2.101586325e+04 +2.100956325e+04 +2.100956325e+04 +4.2428e-01 -1.4313e-01 +1.3947e-01 +1.7779e-01 -2.4972e-01 +3.3665e-01 +1.9903e-02 +4.0843e-02 -6.0931e-01 +2.5066e-01 -5.6596e-01 +3.7294e-01 +2.3348e-02 +5.8075e-01 +2.2126e-01 +2.0223e-01 -5.6084e-01 +8.6403e-01 +8.1562e-02 -4.3330e-01
10 +1.355194407e+04 +1.355194407e+04 +1.354564407e+04 +1.354564407e+04 -2.1065e-01 +5.0193e-01 -1.7129e-01 +9.2722e-01 +1.2697e-01 -7.3478e-01 -2.5396e-01 -2.9899e-01 -1.0814e-01 +6.4370e-01 -5.6385e-01 -1.0058e-02 -1.7905e-01 +2.2408e-01 -7.0130e-01 -2.9053e-01 +1.5582e-02 +2.1139e-01 -2.4972e-01 -5.2533e-01
% function evaluation | noise-free fitness - Fopt (-3.790000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.320951336e+04 +3.320951336e+04 +3.320572336e+04 +3.320572336e+04 -8.7197e-02 +1.7256e-01 +2.3047e-01 +1.5781e-01 +2.3082e-01 -3.6751e-01 +6.6780e-02 -2.3190e-01 -4.2721e-01 +3.9331e-02 +3.6500e-01 -7.7185e-01 -2.5770e-01 -6.2999e-01 +7.1582e-01 +2.7878e-01 +4.9638e-02 -2.3477e-01 +4.9996e-01 +4.5372e-01
