% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.937740185e+02 +3.937740185e+02 +3.845640185e+02 +3.845640185e+02 -5.5915e-01 -2.3171e-01 -7.6307e-01 -1.3184e-01 +3.9720e-01 -6.6202e-02 -4.0861e-01 -4.2009e-01 +6.8375e-02 -4.8559e-01 +2.6195e-02 -5.7108e-02 -1.6041e-01 -3.9386e-01 -4.8524e-01 +5.1331e-02 +8.8987e-01 +2.6045e-01 -2.2097e-03 +3.3307e-02
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.140777271e+02 +4.140777271e+02 +1.070067727e+03 +1.070067727e+03 +5.6192e-01 -1.8313e-01 -2.2145e-01 -7.8484e-02 +5.1358e-01 -3.1133e-01 +2.5755e-01 +2.1821e-02 +3.3348e-01 +3.5546e-01 +3.2580e-01 +8.8313e-01 +3.2212e-01 +3.8376e-02 -7.0888e-01 +3.1891e-02 +5.6788e-01 +2.7197e-01 -1.8354e-01 -7.3157e-01
2 +3.918175739e+02 +3.918175739e+02 +1.047807574e+03 +1.047807574e+03 -2.4219e-02 -8.6311e-01 -2.8584e-01 -7.6940e-03 +2.8386e-01 +1.8757e-01 +2.6790e-01 -2.3138e-02 +5.6981e-01 -3.7523e-01 +2.0629e-02 -3.0039e-01 -5.5531e-01 -1.7136e-01 +3.9940e-01 +3.9247e-01 -4.8421e-01 -2.7817e-01 -1.7286e-01 +1.9594e-01
% function evaluation | noise-free fitness - Fopt (6.671000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.961017858e+02 +3.961017858e+02 +4.628117858e+02 +4.628117858e+02 -4.2434e-01 +6.6922e-02 +9.5831e-01 -2.0120e-01 -3.0793e-01 +2.2182e-01 +9.1010e-02 -1.8785e-01 -2.7805e-01 +8.0105e-02 -2.1397e-02 +3.9152e-02 +9.1752e-02 -2.3784e-01 +5.7922e-01 +1.4978e-01 -6.8111e-01 +9.0330e-02 +3.5795e-01 -4.6244e-03
% function evaluation | noise-free fitness - Fopt (9.416700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.915711652e+02 +3.915711652e+02 +1.333241165e+03 +1.333241165e+03 +5.8822e-02 -2.7338e-01 -5.1106e-02 -4.8218e-01 -9.9992e-02 +1.7565e-01 +2.0304e-01 +2.6147e-01 +1.7594e-01 -1.8255e-01 +2.7106e-01 +1.1081e-01 +2.3511e-01 -4.1104e-01 +6.9865e-01 +1.1873e-02 +1.8883e-01 +2.2069e-01 -7.3383e-02 +2.4324e-01
% function evaluation | noise-free fitness - Fopt (-3.745000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.978668108e+02 +3.978668108e+02 +3.604168108e+02 +3.604168108e+02 +1.0434e-01 +7.9124e-01 -1.2362e-01 +1.9263e-01 -2.0178e-01 +6.1815e-01 +4.8524e-01 +1.8402e-01 +4.9641e-01 +1.2407e-01 +5.7730e-02 +1.8667e-01 +7.8025e-01 -6.1309e-01 -4.7814e-01 +4.6258e-01 +1.2798e-01 +3.4304e-01 +1.2206e-01 +6.5150e-01
