% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.184801750e+01 +1.184801750e+01 -9.070198250e+01 -9.070198250e+01 +4.6728e-01 +3.2642e-01 +1.5588e-01 +9.3352e-02 -5.7940e-01 +2.2428e-01 -2.3829e-01 +2.7371e-02 +9.3240e-03 -1.0069e-01 -3.0751e-01 -3.2474e-01 +6.1952e-01 -6.7922e-01 +5.5396e-01 +5.6500e-01 +7.3803e-01 -1.8338e-01 +6.3232e-01 -8.0349e-01
7 +5.839353612e+00 +5.839353612e+00 -9.671064639e+01 -9.671064639e+01 +1.7414e-01 +8.7278e-02 +1.8466e-01 -6.4838e-01 -6.8250e-01 -4.4561e-01 -2.6165e-01 +4.8885e-01 -3.2601e-01 +1.1343e-01 -2.9330e-01 +4.1728e-01 +5.8179e-01 -7.1476e-03 +3.0512e-01 -4.1101e-01 +2.3755e-01 -2.7773e-01 +5.7272e-01 -2.0825e-02
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.098774796e+01 +1.098774796e+01 +8.267774796e+01 +8.267774796e+01 -2.2409e-02 +4.1339e-01 +6.4839e-01 -6.4019e-01 +1.4457e-01 -5.2943e-01 -1.9117e-01 -2.7766e-01 +1.1591e-01 -2.6599e-01 -7.7032e-01 -1.0048e-02 +4.0546e-02 -2.1189e-01 +4.9086e-01 -4.8940e-02 +1.4393e-01 -1.3885e-01 -1.4905e-01 +6.5446e-01
2 +8.623714297e+00 +8.623714297e+00 +8.031371430e+01 +8.031371430e+01 +1.0951e-01 +3.9569e-02 +1.2204e-01 +3.8287e-01 +5.4978e-01 +7.8682e-02 -3.4457e-01 -1.1722e-01 +7.3981e-01 -2.0830e-02 -2.5831e-01 +5.3055e-01 -1.1744e-01 +5.6406e-01 +2.3989e-01 +2.5054e-02 +2.1817e-01 -7.0729e-01 +7.2342e-01 +6.6192e-01
35 +6.166140729e+00 +6.166140729e+00 +7.785614073e+01 +7.785614073e+01 +1.8539e-01 +1.0189e-01 +3.0562e-01 +2.4824e-01 +2.4071e-01 -3.8741e-01 -7.5153e-01 +8.6645e-01 +3.4696e-01 +9.8059e-02 -2.7777e-01 -1.2848e-01 -2.3943e-01 -1.5800e-01 +3.8453e-03 -4.3469e-01 +4.4369e-01 +1.3256e-01 +4.3752e-01 +2.7625e-03
% function evaluation | noise-free fitness - Fopt (2.140100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.559130810e+00 +9.559130810e+00 +2.235691308e+02 +2.235691308e+02 -3.1163e-01 -2.9026e-01 +2.1822e-01 +2.1187e-01 +1.7229e-01 -6.4714e-01 +4.8019e-02 +1.5073e-01 +4.1923e-01 -1.1775e-01 +1.4357e-01 -6.9295e-01 +1.1431e-02 +6.9540e-01 +6.3688e-01 -6.6876e-01 -9.2922e-01 +7.1679e-01 +4.6059e-02 +9.7721e-03
22 +5.240727017e+00 +5.240727017e+00 +2.192507270e+02 +2.192507270e+02 -4.1754e-02 +2.4268e-01 -3.7782e-01 +4.4712e-01 +3.1473e-01 -7.4181e-01 -1.8716e-01 -4.5478e-01 -1.2416e-01 -3.8667e-01 -3.6830e-01 +2.4755e-02 +6.9769e-01 -8.2358e-02 +4.2706e-01 +2.8816e-01 +8.9650e-03 +4.1229e-01 +2.3483e-01 +4.4877e-02
% function evaluation | noise-free fitness - Fopt (-5.848000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.068951417e+01 +1.068951417e+01 -4.779048583e+01 -4.779048583e+01 +2.3518e-01 -3.9906e-01 -7.5997e-01 +2.9545e-01 -1.8693e-01 +8.3220e-01 -2.6259e-02 -3.5357e-01 -6.8550e-01 +4.1808e-01 +3.4788e-01 +5.5789e-01 +4.0956e-02 -4.7476e-02 +4.8332e-01 -1.3578e-01 -2.7942e-01 +3.4088e-01 +6.2124e-01 -2.9605e-01
