% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.902381225e+08 +3.902381225e+08 +3.902375014e+08 +3.902375014e+08 +3.6150e-01 -3.7886e-01 +5.5880e-01 -3.1589e-01 +2.5925e-01 -2.7436e-01 -5.2030e-01 -1.9261e-02 -5.9993e-01 +2.1698e-01 -5.1811e-01 -5.7532e-01 +5.8324e-01 -6.0650e-02 +3.2280e-01 -3.9544e-01 +3.4399e-01 +3.5682e-01 +2.7885e-01 +1.3752e-01
31 +2.325868719e+08 +2.325868719e+08 +2.325862508e+08 +2.325862508e+08 -1.5325e-02 +4.4364e-01 -1.9932e-01 -5.2908e-01 +5.0173e-01 +3.0336e-01 -5.7755e-01 +9.6905e-01 +3.1692e-01 -5.9715e-02 +1.2953e-01 -3.8617e-01 +9.6170e-01 +5.5187e-01 -1.9259e-01 -4.6300e-01 +2.7898e-01 -4.8172e-01 -5.7049e-02 +2.9861e-01
68 +1.446963570e+08 +1.446963570e+08 +1.446957359e+08 +1.446957359e+08 +4.3499e-01 +3.7963e-01 -2.7854e-01 -7.9107e-01 -6.0664e-01 -1.8055e-01 +2.1514e-01 +3.5884e-01 +3.5611e-01 +2.4528e-01 +4.1285e-01 +3.5261e-01 +8.3967e-01 +4.7859e-01 +5.6628e-01 -9.7662e-02 +7.3665e-02 +2.0484e-01 +4.4195e-01 +6.4307e-01
% function evaluation | noise-free fitness - Fopt (-2.548200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.651828202e+08 +6.651828202e+08 +6.651825654e+08 +6.651825654e+08 +5.4136e-02 +4.7767e-01 +1.2339e-01 +4.9365e-01 +5.7707e-02 -1.9867e-01 +1.9609e-01 -1.2942e-01 -3.5745e-01 -3.2125e-01 +1.9024e-01 -7.2010e-02 +3.6806e-01 +3.0002e-01 -1.4041e-01 +5.6660e-02 -4.0138e-01 +2.2410e-01 +6.5057e-01 -7.2122e-01
2 +6.050011127e+08 +6.050011127e+08 +6.050008579e+08 +6.050008579e+08 +3.0937e-01 -4.1859e-01 +9.9966e-02 -1.1922e-01 -3.4824e-01 -1.4381e-01 +3.0542e-02 +3.4852e-01 -1.8553e-01 -3.9959e-01 -4.0570e-01 -5.2070e-01 -4.1215e-01 +2.3656e-01 -8.7027e-03 -4.7507e-02 +1.8249e-01 +1.8476e-01 +1.3325e-01 -5.4531e-01
% function evaluation | noise-free fitness - Fopt (5.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.883686797e+08 +2.883686797e+08 +2.883687363e+08 +2.883687363e+08 -2.5758e-01 +2.9822e-02 +3.4650e-01 -3.6862e-02 +6.9294e-02 -1.5701e-01 -6.2374e-01 +6.2855e-01 +6.4032e-01 +8.3787e-02 +5.3756e-01 +1.9968e-01 +5.3113e-01 +8.5204e-01 +3.7665e-01 -3.7578e-01 -4.8778e-01 +5.2894e-01 -1.2430e-01 -8.1882e-02
6 +2.343797609e+08 +2.343797609e+08 +2.343798175e+08 +2.343798175e+08 -1.0027e-01 +2.1414e-01 -2.0827e-01 +1.6632e-01 +2.8661e-02 -5.8971e-01 +1.4134e-01 -1.9157e-01 -4.3715e-01 +7.1582e-01 +1.2982e-01 -6.2812e-01 -7.9124e-01 +4.4476e-01 -1.4734e-01 -7.3265e-02 -3.3382e-01 +2.2676e-01 +8.1442e-02 +7.0526e-01
% function evaluation | noise-free fitness - Fopt (-1.810000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
