% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.956179735e+08 +4.956179735e+08 +4.956173523e+08 +4.956173523e+08 +3.2228e-02 -3.0719e-02 -2.3425e-01 +2.3084e-01 -6.4187e-01 -8.8982e-02 -3.7035e-02 +3.9575e-01 -1.3495e-01 +1.2032e-02 +5.6836e-01 -3.1980e-01 -1.4826e-01 -6.5999e-01 -4.2868e-02 -2.3550e-01 +1.6104e-01 -1.6347e-01 -1.8402e-01 -4.2599e-01
2 +2.681657334e+08 +2.681657334e+08 +2.681651123e+08 +2.681651123e+08 -4.0523e-02 +7.5926e-01 +3.5162e-01 -5.2100e-01 +1.4944e-01 -8.9246e-02 -1.2197e-01 -2.8415e-02 +4.0080e-01 -2.3148e-02 +9.6803e-02 -3.2629e-01 +3.9885e-02 +4.1069e-01 -2.3860e-01 +9.0107e-01 +1.1769e-01 +4.9883e-01 -2.6318e-01 +1.1674e-01
13 +2.126074499e+08 +2.126074499e+08 +2.126068288e+08 +2.126068288e+08 -4.3126e-01 +1.1460e-01 +3.4514e-01 -7.5690e-01 -6.2268e-01 -4.1578e-01 +3.2444e-01 -3.3643e-02 -6.7950e-01 +6.1859e-01 -3.3688e-01 +8.1206e-01 +4.2470e-01 -1.2904e-01 +5.6571e-01 -2.7404e-02 +2.4726e-01 +1.4862e-01 +9.0703e-01 -3.5875e-01
% function evaluation | noise-free fitness - Fopt (-2.548200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.320594629e+08 +8.320594629e+08 +8.320592080e+08 +8.320592080e+08 +9.4579e-02 -2.8891e-01 -3.6915e-01 +1.1871e-02 -3.7363e-02 +3.3536e-01 -4.0887e-01 -4.2258e-01 -4.5431e-01 -4.7163e-01 -7.1775e-01 -7.4315e-01 +2.0343e-01 -2.7934e-01 -2.7217e-01 -6.5383e-02 +7.8162e-02 +1.4624e-01 -4.9829e-02 +3.0502e-01
8 +5.623530592e+08 +5.623530592e+08 +5.623528044e+08 +5.623528044e+08 +7.9842e-01 -3.2528e-01 -2.5096e-01 +1.5575e-01 -2.1737e-01 -3.1540e-01 -4.6134e-01 +2.1079e-01 +8.8199e-01 +4.0471e-01 +3.1153e-01 +1.9418e-01 -1.9816e-01 -6.3792e-01 -2.0779e-01 +1.6252e-01 -3.2453e-02 +7.2640e-01 +1.5509e-01 +7.0846e-02
67 +3.689572391e+08 +3.689572391e+08 +3.689569842e+08 +3.689569842e+08 +2.0755e-01 +6.7000e-01 +1.9951e-01 +4.1395e-02 -6.7630e-01 -7.5173e-02 -5.7364e-01 +3.5058e-01 +2.7899e-01 -1.4198e-01 -4.2550e-02 +5.6600e-01 -2.6058e-02 +3.6463e-01 -5.4832e-01 -3.2411e-02 -2.8203e-01 +2.4699e-02 -4.7259e-01 -2.9414e-01
% function evaluation | noise-free fitness - Fopt (5.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.942395172e+08 +2.942395172e+08 +2.942395738e+08 +2.942395738e+08 +8.6489e-03 -3.7231e-01 +2.3971e-01 +5.3270e-01 -5.6897e-02 +2.0803e-01 -4.1744e-01 +1.7441e-01 +3.2280e-01 -4.9068e-01 +4.8125e-01 -3.6660e-01 -2.9364e-01 -1.6340e-01 -1.9186e-01 +1.6765e-02 -1.5404e-01 -5.7650e-01 +5.0875e-01 -1.4277e-01
7 +2.442577609e+08 +2.442577609e+08 +2.442578175e+08 +2.442578175e+08 -1.9840e-01 +2.9846e-01 +3.5748e-01 +2.7908e-01 -2.3816e-01 +6.3570e-02 +6.2180e-01 +4.3475e-01 -2.4629e-01 +1.7425e-01 +2.4773e-01 -1.4787e-01 -2.7698e-01 +8.8012e-02 -1.8431e-02 -3.7204e-01 -2.7084e-01 -5.8223e-01 +2.4324e-01 -5.6113e-01
