% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.369727012e+01 +8.369727012e+01 -9.163027299e+02 -9.163027299e+02 +8.2342e-01 -3.8852e-01 +6.8542e-01 +8.7195e-01 -1.3054e-01 -8.7433e-01 +2.0956e-01 -8.8435e-01 -3.1110e-01 +3.3646e-01 -3.2786e-01 +3.6904e-01 -7.0159e-01 +4.0767e-01 +5.1011e-01 +3.7237e-01 -2.8358e-01 -1.0142e-01 +3.6366e-01 -3.9843e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.431701834e+01 +8.431701834e+01 +1.084317018e+03 +1.084317018e+03 +4.2690e-01 -2.7134e-01 -1.7164e-01 -4.6868e-01 -1.1559e-01 +4.3283e-01 +1.1270e-01 +2.4123e-01 +6.1811e-01 +1.0983e-01 -2.2377e-01 +5.1406e-01 -3.9025e-01 +1.6000e-01 -9.4014e-01 -4.3059e-01 +1.2785e-01 +2.3469e-01 -6.1424e-01 -8.6467e-01
% function evaluation | noise-free fitness - Fopt (-4.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.260796553e+01 +8.260796553e+01 +3.347796553e+01 +3.347796553e+01 +2.0427e-01 -2.8525e-01 +6.8981e-01 +4.9294e-01 +5.5118e-01 +1.8409e-01 +5.8906e-01 -2.2181e-01 -3.5253e-01 +4.2393e-01 +4.7281e-01 -2.7849e-01 +5.1297e-01 +1.5444e-01 +2.7146e-01 -3.2204e-01 +7.3777e-02 -4.0164e-01 +9.5355e-02 +7.4512e-01
% function evaluation | noise-free fitness - Fopt (2.977300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.867004931e+01 +7.867004931e+01 +3.764000493e+02 +3.764000493e+02 +6.2919e-02 -2.2616e-01 -3.8736e-01 -2.2661e-01 -4.1765e-01 +2.8181e-02 +5.8047e-01 -6.7241e-01 +3.3386e-01 -2.9285e-01 -1.3950e-01 +4.0133e-01 -5.8297e-01 -4.7391e-02 +3.7300e-01 +1.2532e-01 -4.1433e-01 +7.6888e-02 +5.9350e-01 -2.0580e-01
% function evaluation | noise-free fitness - Fopt (5.157000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.264747995e+01 +8.264747995e+01 +1.342174800e+02 +1.342174800e+02 +3.4174e-01 -3.4113e-01 +4.9438e-01 +3.2268e-01 -7.1081e-01 -2.4848e-02 +7.3163e-02 -8.3981e-01 +6.8397e-01 +4.8643e-01 -2.3935e-01 +7.3572e-01 +4.4417e-01 -1.4102e-01 +7.7890e-02 +4.3661e-02 -1.4592e-01 -2.5192e-01 +4.3840e-01 +5.8801e-02
% function evaluation | noise-free fitness - Fopt (1.495000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
