% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.121723806e+07 +1.121723806e+07 +1.121702818e+07 +1.121702818e+07 +2.6966e-01 +5.7013e-02 -2.8216e-01 +3.3268e-01 -6.3762e-02 +5.0760e-01 -5.2461e-01 +9.0838e-02 +7.7700e-02 -1.6597e-01 -2.7710e-01 -3.9188e-01 +1.0286e-01 +7.1479e-01 +2.7663e-01 +2.0743e-01 +9.2138e-02 +7.6885e-03 -4.5252e-01 -4.3576e-01
2 +6.599452423e+06 +6.599452423e+06 +6.599242543e+06 +6.599242543e+06 +2.9661e-02 +7.7234e-01 -6.6330e-02 +3.9874e-02 +3.8391e-02 -1.2859e-01 -6.7027e-02 -2.9222e-01 +5.8562e-01 -1.6469e-01 +3.4257e-01 -3.2206e-01 +4.4999e-01 +1.7604e-01 -9.5799e-02 -2.4335e-01 +2.1600e-02 +3.6068e-01 -5.4446e-01 +7.0359e-01
% function evaluation | noise-free fitness - Fopt (-9.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.153565031e+07 +1.153565031e+07 +1.153555822e+07 +1.153555822e+07 +6.7922e-01 -2.0901e-01 +4.8263e-01 +1.5740e-02 -2.1126e-01 -3.3921e-02 -5.4828e-01 +8.4567e-02 +3.2872e-01 +4.9165e-01 +3.2789e-02 +2.2281e-01 -4.2267e-02 -7.3742e-01 +7.7090e-02 -1.7864e-01 -1.1732e-01 +3.8724e-01 +3.4875e-01 +9.2046e-01
2 +7.325189891e+06 +7.325189891e+06 +7.325097801e+06 +7.325097801e+06 -9.0505e-02 -3.9918e-01 +1.7019e-01 -2.6965e-01 -1.0007e-01 -1.7952e-01 -2.3210e-02 -9.5992e-02 +8.9072e-03 -4.6537e-01 +3.0619e-01 -1.6829e-01 -5.0024e-01 +2.8057e-01 +1.5555e-01 +4.9013e-01 -8.7310e-01 -1.1663e-01 +5.3963e-01 -1.8064e-01
37 +6.184148641e+06 +6.184148641e+06 +6.184056551e+06 +6.184056551e+06 +2.1967e-01 -4.1222e-01 +1.8656e-02 -2.3970e-01 +2.4829e-01 -7.3982e-03 -1.1044e-01 -5.2695e-02 +3.5019e-01 +6.9917e-02 +7.1521e-03 +4.4034e-01 -7.3280e-01 +4.2185e-01 +5.8530e-01 -9.6744e-02 +2.7975e-01 +7.0332e-01 +1.3108e-01 -7.7010e-01
% function evaluation | noise-free fitness - Fopt (-8.789000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.462121275e+07 +1.462121275e+07 +1.462112486e+07 +1.462112486e+07 -5.6800e-01 -3.0546e-02 -4.1002e-02 -4.3890e-01 -5.0698e-01 -1.9820e-01 -2.2230e-01 +4.5068e-01 -8.4983e-01 +9.0857e-01 -1.1093e-01 -2.7196e-01 -7.1200e-01 -2.2008e-01 -1.3060e-01 -5.9604e-02 +2.3951e-01 -3.7624e-01 -7.8987e-02 -3.0353e-01
7 +9.245582612e+06 +9.245582612e+06 +9.245494722e+06 +9.245494722e+06 +8.1896e-01 +4.2297e-01 +4.4456e-01 -1.0907e-01 -6.4127e-01 +1.8523e-01 -6.1367e-01 -5.5554e-01 +8.8319e-02 +5.5878e-01 -2.7978e-02 -3.5924e-01 -1.6174e-01 -3.9440e-01 -1.9784e-01 -4.5001e-01 +2.6672e-01 +2.3584e-01 -3.7963e-01 +3.5266e-01
% function evaluation | noise-free fitness - Fopt (3.201900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
