% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.509580566e+08 +5.509580566e+08 +5.509574355e+08 +5.509574355e+08 -2.4093e-01 -1.0289e-01 -2.6330e-01 -7.0672e-01 +2.8995e-01 -9.0748e-02 +5.8807e-01 -2.0882e-01 +4.3563e-01 -1.7443e-01 -2.5425e-01 -1.8495e-01 +7.1498e-02 -7.7082e-01 -4.3443e-01 -6.6177e-01 +2.5615e-01 -1.0146e-01 -9.9390e-02 +7.6912e-01
2 +3.120385589e+08 +3.120385589e+08 +3.120379378e+08 +3.120379378e+08 +6.5571e-01 -3.8132e-01 -1.6341e-01 -3.9181e-01 -2.7404e-01 +3.3234e-01 -5.6833e-01 +1.8557e-01 +3.7377e-01 +5.6228e-03 +8.8433e-01 +7.8817e-01 +8.5232e-01 +3.3496e-01 -2.4392e-01 +3.0532e-01 -3.0063e-01 -2.1362e-02 +9.0413e-02 +9.1013e-01
31 +2.436900223e+08 +2.436900223e+08 +2.436894012e+08 +2.436894012e+08 -9.0798e-02 +5.2818e-01 +4.4053e-01 -5.1291e-01 -5.3298e-01 -7.8352e-03 +3.6662e-01 +1.6725e-02 +6.1416e-01 +7.8396e-01 +4.1363e-01 +1.9484e-01 +1.2916e-01 +1.7957e-01 -2.0628e-01 +2.7903e-01 +4.6686e-01 +1.2978e-01 -5.4519e-01 -3.5660e-01
% function evaluation | noise-free fitness - Fopt (-2.548200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.757332699e+08 +7.757332699e+08 +7.757330151e+08 +7.757330151e+08 -5.9342e-01 +2.3751e-01 -4.5276e-02 +5.1230e-02 +4.6328e-01 +4.1730e-01 -2.9982e-01 +6.6196e-01 -7.2338e-01 +8.7618e-01 +2.2793e-01 -1.8824e-01 -2.8431e-01 -3.7867e-01 -1.1214e-01 -3.6888e-01 +6.7615e-01 +9.5319e-01 -1.9840e-01 +1.1061e-01
5 +5.812521158e+08 +5.812521158e+08 +5.812518610e+08 +5.812518610e+08 -4.3269e-01 +1.5294e-01 +4.4947e-01 -7.8315e-01 -7.7962e-01 +1.7029e-01 +9.4133e-02 -2.6173e-01 -1.0937e-01 +2.5346e-02 +4.1415e-01 -7.7214e-01 -6.2503e-02 -3.3292e-01 -4.2813e-01 -2.8386e-01 +5.7575e-01 -1.5778e-01 -3.2012e-01 +3.8385e-01
92 +3.577983778e+08 +3.577983778e+08 +3.577981230e+08 +3.577981230e+08 +2.4700e-01 +3.5376e-01 -3.3357e-02 -1.5326e-01 -1.5675e-01 -1.9233e-02 +3.4393e-01 +7.5178e-01 -4.4400e-01 +4.9389e-01 +9.0683e-02 -2.7908e-01 -1.5295e-01 +1.9664e-01 -5.0190e-01 -6.2342e-02 +3.4262e-01 -8.1145e-01 -7.6403e-01 +4.9525e-01
% function evaluation | noise-free fitness - Fopt (5.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.059609317e+08 +4.059609317e+08 +4.059609883e+08 +4.059609883e+08 +7.6017e-02 -8.6762e-02 -8.1632e-01 +7.6738e-02 +5.4746e-01 +2.0386e-02 -2.6794e-01 +8.8937e-01 +6.5061e-01 -1.3698e-01 +1.9464e-01 +3.3333e-01 -2.7722e-01 -8.3241e-01 -2.5231e-01 -1.0908e-01 +9.0664e-02 -5.7099e-01 +4.5270e-01 +7.1859e-01
2 +3.894254351e+08 +3.894254351e+08 +3.894254917e+08 +3.894254917e+08 +1.6689e-01 +4.9317e-02 -3.3736e-01 -4.4712e-01 -6.8271e-02 +2.1905e-01 +2.4962e-01 +2.6970e-01 +1.3054e-02 +2.5048e-01 -5.6765e-01 -3.0720e-02 +1.8041e-03 -3.7573e-01 +1.3471e-01 -2.2136e-01 -2.2086e-01 -2.5470e-01 +1.0351e-02 +7.4745e-01
