% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.662710850e+01 +6.662710850e+01 +4.968710850e+01 +4.968710850e+01 -1.9854e-01 +7.3739e-01 +1.4659e-01 -3.7227e-01 -5.8457e-01 +5.3833e-01 +2.3253e-02 +6.5050e-01 -4.6563e-01 +6.4866e-01 -1.3230e-01 +1.0250e-01 -9.0490e-02 +3.0240e-01 -6.1871e-01 +4.2523e-01 -2.3420e-01 -5.6116e-01 -4.6013e-01 +5.0441e-01
2 +4.935836230e+01 +4.935836230e+01 +3.241836230e+01 +3.241836230e+01 -6.3235e-01 +2.1012e-01 +6.0777e-02 +3.8188e-01 +1.0839e-02 +4.7417e-01 -2.5577e-01 +7.3535e-03 -5.1392e-01 -6.9928e-01 +3.8301e-01 +6.0317e-02 +4.7899e-01 -2.2738e-01 +9.2275e-01 -4.0292e-01 -2.4804e-01 +1.9287e-01 -7.8296e-01 -5.9268e-01
3 +3.529728911e+01 +3.529728911e+01 +1.835728911e+01 +1.835728911e+01 +6.3794e-01 -1.2210e-01 +2.0405e-01 -7.2161e-01 -6.8892e-01 +2.1358e-01 +2.1819e-01 +6.0613e-02 +3.0265e-02 -2.9279e-01 +5.4858e-01 +5.5906e-01 -6.4649e-01 -3.5710e-01 +5.7130e-01 -1.9975e-01 -4.4995e-01 +1.1500e-01 -8.0611e-01 -3.8331e-01
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.088352750e+01 +1.088352750e+01 +2.969352750e+01 +2.969352750e+01 -1.4765e-01 +5.8381e-02 -7.4020e-02 +8.2426e-02 +7.1949e-01 +3.0765e-02 -5.4423e-01 +3.0294e-01 +4.8860e-02 +4.8284e-01 -1.5616e-01 +5.1854e-01 +4.4378e-01 +1.7204e-01 +7.3512e-02 +2.0073e-01 -8.5858e-01 +3.1807e-01 +6.2072e-01 +3.1704e-01
14 +9.613612287e+00 +9.613612287e+00 +2.842361229e+01 +2.842361229e+01 -3.8029e-01 +2.8729e-01 -7.5989e-02 +2.5506e-01 +2.7086e-01 +9.4569e-02 +5.1567e-01 -1.0438e-01 +1.2306e-01 +5.4642e-01 -3.0626e-01 +6.7598e-01 -1.8996e-01 -1.9820e-01 +5.4524e-01 +9.9412e-02 -2.3924e-01 +6.9285e-01 +4.4151e-01 +8.9536e-01
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.777472021e+01 +4.777472021e+01 +3.209247202e+02 +3.209247202e+02 -3.0621e-01 +2.2234e-01 +2.9096e-01 +6.7876e-01 +1.9321e-01 +1.5074e-01 +3.3066e-02 -1.8434e-01 -8.8763e-02 +2.0702e-01 -1.4564e-01 -2.7691e-01 +6.4852e-02 +1.1991e-01 -7.9510e-01 +1.6431e-01 -2.3880e-01 +3.0206e-01 +9.1699e-02 +6.2623e-01
13 +3.910173349e+01 +3.910173349e+01 +3.122517335e+02 +3.122517335e+02 +1.3995e-01 -2.3124e-01 +7.5196e-01 -1.2933e-01 +2.6043e-02 +3.3772e-01 -2.2182e-01 +1.2579e-01 +3.6388e-01 +5.2114e-01 -1.6907e-01 -6.4733e-01 +8.7918e-02 -7.4516e-01 -2.4959e-01 -2.0436e-01 +6.8691e-02 -9.9043e-02 -1.6652e-01 +3.7385e-01
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.098763344e+01 +1.098763344e+01 +4.816763344e+01 +4.816763344e+01 -5.8992e-01 -4.8817e-01 -1.3122e-01 +4.4615e-01 +3.4580e-02 -2.4125e-01 -5.9499e-01 -2.7373e-01 +2.9565e-01 -1.9255e-02 -2.7795e-01 -5.8040e-01 +1.3532e-01 -3.4673e-01 +2.2890e-01 +8.9200e-04 +3.0749e-01 +6.9310e-01 -2.6747e-01 +3.3920e-01
18 +9.897657101e+00 +9.897657101e+00 +4.707765710e+01 +4.707765710e+01 +7.0551e-01 +6.0456e-02 +5.0472e-02 -1.3205e-01 -2.2059e-01 -2.0437e-01 +4.5246e-01 -3.2007e-01 +5.5238e-01 +1.9829e-01 +1.7372e-01 -9.1451e-02 +3.8700e-02 +3.0784e-02 -1.4293e-01 -1.7107e-01 -8.3559e-01 -5.5854e-01 -3.5922e-01 -2.4728e-01
% function evaluation | noise-free fitness - Fopt (-1.479000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
