% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.454731889e+02 +3.454731889e+02 +4.480831889e+02 +4.480831889e+02 +9.3613e-01 +1.0683e-01 +2.7656e-02 +6.1400e-01 +7.4553e-01 -3.7317e-02 +2.0281e-01 +5.6141e-02 +6.0992e-01 -3.0328e-01 -7.5614e-02 -1.1070e-01 +4.8440e-01 -3.9260e-01 -3.7309e-01 -9.7646e-01 -8.0470e-01 -5.1219e-01 -8.8501e-01 -1.5689e-01
40 +2.280579602e+02 +2.280579602e+02 +3.306679602e+02 +3.306679602e+02 +5.9731e-02 -5.2436e-01 -3.0412e-02 +2.8768e-01 -1.2541e-01 -3.5200e-01 -2.1358e-01 -3.6451e-01 +3.6670e-01 -7.6629e-02 -3.5121e-01 -2.2972e-01 +6.5003e-01 +9.5348e-02 +7.4011e-01 -2.5643e-01 +1.3278e-01 -7.4141e-01 +1.2249e-01 +4.4099e-01
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.925006402e+02 +2.925006402e+02 +3.858006402e+02 +3.858006402e+02 +5.8752e-01 +3.0894e-01 +6.0563e-01 -5.3926e-01 +5.1441e-01 -7.2347e-02 -4.8050e-01 -7.7666e-01 -4.6365e-01 -3.8773e-01 +6.5210e-01 +3.6711e-01 -1.6467e-02 -6.3491e-01 +5.5899e-01 -2.4772e-01 +7.8368e-01 -2.0893e-01 -2.4146e-01 -8.5147e-02
79 +2.481523883e+02 +2.481523883e+02 +3.414523883e+02 +3.414523883e+02 +4.8585e-01 -8.5877e-01 -7.9627e-02 +2.9546e-01 -2.9072e-01 +1.3686e-01 +5.5574e-01 -9.7196e-04 -4.4506e-01 +1.8355e-01 +2.5743e-01 +3.8364e-01 -2.0898e-01 +2.0456e-01 -1.1056e-01 +1.6172e-02 -3.6284e-01 -2.9163e-01 -5.4939e-01 +6.6858e-03
% function evaluation | noise-free fitness - Fopt (1.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.639032915e+02 +3.639032915e+02 +3.775432915e+02 +3.775432915e+02 +5.8209e-01 -6.9257e-01 +5.9410e-02 -2.2227e-01 -1.0173e-01 -2.1244e-01 +1.0202e-01 +2.5995e-01 -6.9865e-02 +6.0988e-01 +3.4160e-01 -1.2234e-01 +1.2657e-01 +1.4467e-01 +2.3632e-01 -5.8226e-01 -5.1890e-01 -5.5812e-01 -8.9384e-02 -7.5436e-02
26 +2.402793730e+02 +2.402793730e+02 +2.539193730e+02 +2.539193730e+02 -1.0289e-01 +2.6044e-01 +6.7245e-02 -2.6907e-01 -3.8012e-01 +6.7427e-01 +4.9988e-01 -5.5118e-01 +1.0540e-01 +8.5008e-01 -5.4342e-01 -4.5915e-01 +5.5495e-01 +2.0998e-01 -1.0187e-01 -7.9473e-02 +4.4226e-02 +9.1268e-01 +7.9973e-01 -3.1845e-01
% function evaluation | noise-free fitness - Fopt (1.948000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.242866884e+02 +3.242866884e+02 +5.190866884e+02 +5.190866884e+02 +3.5742e-01 +1.2825e-01 +1.1749e-02 +5.2746e-02 -2.0515e-01 -1.9627e-01 -6.5619e-02 +2.4896e-02 +8.2597e-01 -1.3802e-01 +3.3830e-01 +3.0987e-01 -3.6929e-01 +6.1181e-01 +9.9426e-02 -5.0553e-01 +9.1715e-02 -5.7857e-01 -1.9915e-01 +1.9579e-01
% function evaluation | noise-free fitness - Fopt (-1.335900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.555750139e+02 +3.555750139e+02 +2.219850139e+02 +2.219850139e+02 +4.5084e-01 +5.5059e-01 -6.5096e-01 +2.5144e-01 -2.5651e-01 +2.0424e-01 +4.4175e-01 +7.1640e-01 +1.8249e-01 +2.5836e-01 -8.2915e-01 +4.2763e-01 -2.5496e-01 +3.6422e-01 -3.1190e-02 -3.1044e-01 -6.3326e-02 -9.2009e-02 -6.7902e-01 -1.7268e-01
% function evaluation | noise-free fitness - Fopt (-8.468100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.107213034e+02 +3.107213034e+02 -5.360886966e+02 -5.360886966e+02 +1.4912e-01 -3.8044e-01 -6.4885e-02 -4.0515e-02 +1.2599e-01 -1.2210e-01 +7.0550e-01 +4.4159e-01 -7.0198e-01 +1.8277e-01 -4.7224e-01 -4.3268e-02 -2.2303e-01 +1.3403e-02 +4.1612e-01 -1.6399e-01 +2.2744e-01 -6.7605e-01 +1.4170e-01 -3.2987e-01
% function evaluation | noise-free fitness - Fopt (1.363000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
